PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Sean Gilmartin,P,NYM,2,1,1,1,1,0,0,1,0,0,0,0,1.000,1.000,2.000,3.000,1,0,0,0,0,-.--,1,2,0,1.000,1.000,-.--,.---,.000,.000
Fernando Salas,P,NYM,48,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,2,0,0,0,0,-.--,0,1,0,1.000,.000,-.--,.---,.000,.500
Michael Conforto,LF,NYM,109,373,72,104,20,1,27,68,57,113,2,0,.279,.384,.555,.939,440,8,0,2,3,0.95,48,207,5,.328,.276,13.82,.504,.130,.257
Yoenis Cespedes,LF,NYM,81,291,46,85,17,2,17,42,26,61,0,1,.292,.352,.540,.892,321,2,0,2,7,0.53,36,157,5,.316,.247,17.12,.426,.081,.190
Lucas Duda,1B,NYM,75,252,30,62,21,0,17,37,37,73,0,0,.246,.347,.532,.879,291,2,0,0,6,0.63,38,134,4,.278,.286,14.82,.507,.127,.251
Jay Bruce,RF,NYM,103,406,61,104,20,0,29,75,39,102,0,1,.256,.321,.520,.841,448,1,0,2,9,0.63,49,211,0,.271,.264,14.00,.382,.087,.228
Curtis Granderson,CF,NYM,111,337,58,77,22,3,19,52,53,90,4,2,.228,.334,.481,.815,395,2,0,3,4,0.54,44,162,2,.251,.252,17.74,.589,.134,.228
Brandon Nimmo,LF,NYM,69,177,26,46,11,1,5,21,33,60,2,0,.260,.379,.418,.797,215,2,1,2,3,1.06,17,74,1,.360,.158,35.40,.550,.153,.279
Wilmer Flores,3B,NYM,110,336,42,91,17,1,18,52,17,54,1,1,.271,.307,.488,.795,362,3,0,6,14,0.66,36,164,1,.270,.217,18.67,.315,.047,.149
Asdrubal Cabrera,3B,NYM,135,479,66,134,32,0,14,59,50,83,3,2,.280,.351,.434,.785,540,5,1,5,19,1.00,46,208,1,.310,.154,34.21,.602,.093,.154
Neil Walker,2B,NYM,73,265,40,70,13,2,10,36,27,47,0,1,.264,.339,.442,.781,299,4,1,2,4,0.66,25,117,1,.286,.177,26.50,.574,.090,.157
Kevin Plawecki,C,NYM,37,100,11,26,5,0,3,13,14,17,1,0,.260,.364,.400,.764,118,3,0,1,2,1.32,8,40,2,.284,.140,33.33,.824,.119,.144
T.J. Rivera,3B,NYM,73,214,27,62,13,1,5,27,9,32,1,0,.290,.330,.430,.760,231,5,1,2,4,0.73,19,92,0,.318,.140,42.80,.281,.039,.139
Phillip Evans,X,NYM,19,33,4,10,2,0,0,1,4,8,0,0,.303,.395,.364,.759,38,1,0,0,0,0.36,2,12,0,.400,.061,-.--,.500,.105,.211
Norichika Aoki,RF,NYM,27,102,16,29,7,1,0,8,13,10,5,0,.284,.371,.373,.744,116,1,0,0,1,1.63,8,38,0,.315,.088,-.--,1.300,.112,.086
Travis d'Arnaud,C,NYM,112,348,39,85,19,1,16,57,23,59,0,0,.244,.293,.443,.736,376,2,0,3,12,0.92,36,154,3,.250,.198,21.75,.390,.061,.157
Jose Reyes,SS,NYM,145,501,75,123,25,7,15,58,50,79,24,6,.246,.315,.413,.728,561,2,5,3,3,0.71,47,207,1,.263,.168,33.40,.633,.089,.141
Tomas Nido,C,NYM,5,10,0,3,1,0,0,3,0,2,0,0,.300,.300,.400,.700,10,0,0,0,0,0.67,1,4,0,.375,.100,-.--,.---,.000,.200
Rene Rivera,C,NYM,54,174,15,40,4,0,8,23,9,54,0,1,.230,.278,.391,.669,187,3,0,1,3,0.88,12,68,3,.283,.161,21.75,.167,.048,.289
Amed Rosario,SS,NYM,46,165,16,41,4,4,4,10,3,49,7,3,.248,.271,.394,.665,170,2,0,0,3,1.21,12,65,0,.330,.145,41.25,.061,.018,.288
Juan Lagares,CF,NYM,94,252,37,63,16,2,3,15,14,56,7,3,.250,.296,.365,.661,272,3,2,1,6,1.03,21,92,0,.309,.115,84.00,.250,.051,.206
Dominic Smith,1B,NYM,49,167,17,33,6,0,9,26,14,49,0,0,.198,.262,.395,.657,183,1,0,1,5,1.39,15,66,0,.218,.198,18.56,.286,.077,.268
Noah Syndergaard,P,NYM,7,9,0,2,0,0,0,0,3,5,0,0,.222,.417,.222,.639,13,0,1,0,0,2.00,0,2,0,.500,.000,-.--,.600,.231,.385
Matt Reynolds,3B,NYM,68,113,12,26,1,2,1,5,14,37,0,1,.230,.326,.301,.627,130,2,1,0,2,1.13,4,34,1,.333,.071,113.00,.378,.108,.285
Travis Taijeron,RF,NYM,26,52,3,9,2,0,1,3,5,24,0,0,.173,.271,.269,.540,59,2,0,0,1,1.38,3,14,0,.296,.096,52.00,.208,.085,.407
Tommy Milone,P,NYM,11,5,0,1,0,0,0,1,1,4,0,0,.200,.333,.200,.533,7,0,1,0,0,1.00,0,1,0,1.000,.000,-.--,.250,.143,.571
Gavin Cecchini,2B,NYM,32,77,4,16,2,0,1,7,4,19,0,1,.208,.256,.273,.529,82,1,0,0,3,1.10,3,21,1,.263,.065,77.00,.211,.049,.232
Jacob deGrom,P,NYM,37,71,6,15,1,0,1,4,2,22,1,0,.211,.233,.268,.501,77,0,4,0,0,1.53,2,19,0,.292,.056,71.00,.091,.026,.286
Seth Lugo,P,NYM,20,29,4,4,2,0,1,2,0,10,0,0,.138,.138,.310,.448,34,0,5,0,1,5.67,3,9,0,.167,.172,29.00,.---,.000,.294
Robert Gsellman,P,NYM,27,34,2,5,0,0,0,4,6,14,0,0,.147,.268,.147,.415,44,0,3,1,0,2.80,0,5,0,.238,.000,-.--,.429,.136,.318
Chris Flexen,P,NYM,14,13,0,2,1,0,0,0,0,7,0,0,.154,.154,.231,.385,14,0,1,0,0,4.00,1,3,0,.333,.077,-.--,.---,.000,.500
Steven Matz,P,NYM,17,21,1,3,0,0,0,1,0,7,0,0,.143,.143,.143,.286,24,0,3,0,0,2.50,0,3,0,.214,.000,-.--,.---,.000,.292
Zack Wheeler,P,NYM,18,27,1,2,1,0,0,0,1,12,0,0,.074,.107,.111,.218,29,0,1,0,0,1.80,1,3,0,.133,.037,-.--,.083,.034,.414
Rafael Montero,P,NYM,34,25,1,2,0,0,0,1,0,10,0,0,.080,.080,.080,.160,28,0,3,0,0,4.33,0,2,0,.133,.000,-.--,.---,.000,.357
Matt Harvey,P,NYM,19,34,2,2,0,0,0,1,1,13,0,0,.059,.086,.059,.145,36,0,1,0,3,2.33,0,2,0,.095,.000,-.--,.077,.028,.361
Jerry Blevins,P,NYM,75,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Chasen Bradford,P,NYM,28,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
Jamie Callahan,P,NYM,9,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Josh Edgin,P,NYM,46,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Jeurys Familia,P,NYM,26,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
Erik Goeddel,P,NYM,33,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Ty Kelly,X,NYM,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
Kevin McGowan,P,NYM,8,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Tyler Pill,P,NYM,7,5,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,5,0,0,0,0,0.33,0,0,0,.000,.000,-.--,.---,.000,.200
Neil Ramirez,P,NYM,20,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
AJ Ramos,P,NYM,21,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Addison Reed,P,NYM,48,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Jacob Rhame,P,NYM,9,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Hansel Robles,P,NYM,46,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,1,0,1,0,0,1.00,0,0,0,.---,--,-.--,.---,.000,.000
Paul Sewald,P,NYM,57,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,2,0,0,0,0,0.00,0,0,0,.000,.000,-.--,.---,.000,.500
Josh Smoker,P,NYM,54,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,3,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.000,.667
Adam Wilk,P,NYM,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,1,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.000,.000
