PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Tim Federowicz,X,SF,13,13,3,3,0,0,2,3,1,4,0,0,.231,.286,.692,.978,14,0,0,0,1,2.00,2,9,0,.143,.462,6.50,.250,.071,.286
Buster Posey,C,SF,140,494,62,158,34,0,12,67,61,66,6,1,.320,.400,.462,.862,568,8,0,5,17,1.04,46,228,13,.347,.142,41.17,.924,.107,.116
Brandon Belt,1B,SF,104,382,63,92,27,3,18,51,66,104,3,2,.241,.355,.469,.824,451,2,0,1,5,0.70,48,179,2,.284,.228,21.22,.635,.146,.231
Joe Panik,2B,SF,138,511,60,147,28,5,10,53,46,54,4,1,.288,.347,.421,.768,573,5,3,8,10,0.96,43,215,4,.301,.133,51.10,.852,.080,.094
Denard Span,CF,SF,129,497,73,135,31,5,12,43,40,69,12,7,.272,.329,.427,.756,542,3,1,1,11,1.03,48,212,0,.295,.155,41.42,.580,.074,.127
Eduardo Nunez,3B,SF,76,302,37,93,21,0,4,31,12,29,18,5,.308,.334,.417,.751,318,1,1,2,8,1.29,25,126,0,.328,.109,75.50,.414,.038,.091
Austin Slater,LF,SF,34,117,15,33,3,1,3,16,8,29,0,0,.282,.339,.402,.741,127,2,0,0,3,1.75,7,47,0,.353,.120,39.00,.276,.063,.228
Madison Bumgarner,P,SF,17,34,4,7,0,0,3,5,2,11,0,0,.206,.250,.471,.721,36,0,0,0,1,1.67,3,16,0,.200,.265,11.33,.182,.056,.306
Jarrett Parker,LF,SF,51,166,14,41,12,2,4,23,10,54,2,1,.247,.294,.416,.710,177,1,0,0,2,1.37,18,69,2,.343,.169,41.50,.185,.056,.305
Brandon Crawford,SS,SF,144,518,58,131,34,1,14,77,42,113,3,5,.253,.305,.403,.708,570,1,0,9,18,1.08,49,209,3,.293,.151,37.00,.372,.074,.198
Hunter Pence,RF,SF,134,493,55,128,13,5,13,67,40,102,2,3,.260,.315,.385,.700,539,2,0,4,8,1.41,31,190,1,.301,.126,37.92,.392,.074,.189
Nick Hundley,C,SF,101,287,27,70,23,0,9,35,12,81,0,0,.244,.272,.418,.690,303,0,2,2,6,1.00,32,120,2,.307,.174,31.89,.148,.040,.267
Mac Williamson,RF,SF,28,68,8,16,2,0,3,6,5,25,1,1,.235,.288,.397,.685,73,0,0,0,2,2.86,5,27,1,.325,.162,22.67,.200,.068,.342
Gorkys Hernandez,LF,SF,128,310,40,79,20,1,0,22,31,73,12,4,.255,.327,.326,.653,348,3,2,2,6,1.08,21,101,3,.331,.071,-.--,.425,.089,.210
Kelby Tomlinson,X,SF,104,194,32,50,4,2,1,11,23,46,9,1,.258,.332,.314,.646,222,0,2,3,8,1.34,7,61,2,.327,.057,194.00,.500,.104,.207
Pablo Sandoval,3B,SF,47,160,17,36,9,0,5,20,8,29,0,0,.225,.263,.375,.638,171,1,0,2,7,1.02,14,60,0,.242,.150,32.00,.276,.047,.170
Ty Blach,P,SF,38,44,5,10,2,0,1,7,4,21,0,0,.227,.286,.341,.627,53,0,4,1,1,1.57,3,15,0,.391,.114,44.00,.190,.075,.396
Justin Ruggiano,RF,SF,19,60,2,13,1,0,2,4,1,17,1,1,.217,.238,.333,.571,63,1,0,1,0,0.82,3,20,0,.262,.117,30.00,.059,.016,.270
Michael Morse,X,SF,24,36,1,7,1,0,1,3,3,14,0,0,.194,.250,.306,.556,40,0,0,1,1,1.67,2,11,0,.273,.111,36.00,.214,.075,.350
Christian Arroyo,3B,SF,34,125,9,24,5,0,3,14,8,32,1,2,.192,.244,.304,.548,135,1,0,1,4,2.33,8,38,1,.231,.112,41.67,.250,.059,.237
Miguel Gomez,X,SF,22,33,3,8,2,0,0,2,0,6,0,0,.242,.235,.303,.538,34,0,0,1,1,0.82,2,10,0,.286,.061,-.--,.---,.000,.176
Ryder Jones,1B,SF,53,150,12,26,5,2,2,5,10,52,1,0,.173,.244,.273,.517,164,4,0,0,3,0.67,9,41,3,.250,.100,75.00,.192,.061,.317
Conor Gillaspie,X,SF,44,80,8,13,4,0,2,8,5,10,0,0,.163,.218,.288,.506,87,1,0,1,3,1.15,6,23,0,.159,.125,40.00,.500,.057,.115
Carlos Moncrief,X,SF,28,38,4,8,1,0,0,5,3,15,0,0,.211,.256,.237,.493,43,0,0,2,0,0.55,1,9,0,.320,.026,-.--,.200,.070,.349
Aaron Hill,X,SF,34,68,7,9,2,1,1,7,11,13,0,0,.132,.250,.235,.485,80,0,0,1,2,0.52,4,16,0,.145,.103,68.00,.846,.138,.163
Jae-Gyun Hwang,3B,SF,18,52,2,8,1,0,1,5,5,15,0,0,.154,.228,.231,.459,57,0,0,0,1,0.93,2,12,0,.194,.077,52.00,.333,.088,.263
Chris Marrero,LF,SF,15,38,2,5,0,0,1,5,2,9,0,0,.132,.171,.211,.382,41,0,0,1,4,0.47,1,8,0,.138,.079,38.00,.222,.049,.220
