PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Corey Kluber,P,CLE,29,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,2,0,0,0,0,0.00,0,1,0,.500,.000,-.--,.---,.000,.000
Jose Ramirez,3B,CLE,152,585,107,186,56,6,29,83,52,69,17,5,.318,.374,.583,.957,645,3,0,5,13,0.85,91,341,5,.319,.265,20.17,.754,.081,.107
Michael Martinez,3B,CLE,15,11,1,4,1,0,0,0,2,5,0,1,.364,.462,.455,.917,14,0,1,0,0,0.50,1,5,0,.667,.091,-.--,.400,.143,.357
Lonnie Chisenhall,RF,CLE,82,236,34,68,17,1,12,53,25,55,2,2,.288,.360,.521,.881,270,3,3,3,6,0.83,30,123,2,.326,.233,19.67,.455,.093,.204
Edwin Encarnacion,DH,CLE,157,554,96,143,20,1,38,107,104,133,2,0,.258,.377,.504,.881,669,5,0,5,18,0.87,59,279,5,.271,.245,14.58,.782,.155,.199
Austin Jackson,CF,CLE,85,280,46,89,19,3,7,35,33,64,3,1,.318,.387,.482,.869,318,1,0,4,13,1.15,29,135,0,.385,.164,40.00,.516,.104,.201
Francisco Lindor,SS,CLE,159,651,99,178,44,4,33,89,60,93,15,3,.273,.337,.505,.842,723,4,5,3,11,0.80,81,329,6,.275,.232,19.73,.645,.083,.129
Carlos Santana,1B,CLE,154,571,90,148,37,3,23,79,88,94,5,1,.259,.363,.455,.818,667,6,0,2,11,0.92,63,260,6,.274,.196,24.83,.936,.132,.141
Jay Bruce,RF,CLE,43,149,21,37,9,2,7,26,18,37,1,0,.248,.331,.477,.808,169,1,0,1,2,0.77,18,71,0,.283,.228,21.29,.486,.107,.219
Michael Brantley,LF,CLE,90,338,47,101,20,1,9,52,31,50,11,1,.299,.357,.444,.801,375,2,0,4,8,1.17,30,150,3,.325,.145,37.56,.620,.083,.133
Yan Gomes,C,CLE,105,341,43,79,15,0,14,56,31,99,0,0,.232,.309,.399,.708,383,8,1,2,9,0.91,29,136,0,.283,.167,24.36,.313,.081,.258
Jason Kipnis,2B,CLE,90,336,43,78,25,0,12,35,28,71,6,2,.232,.291,.414,.705,373,2,2,5,0,0.72,37,139,0,.256,.182,28.00,.394,.075,.190
Bradley Zimmer,CF,CLE,101,299,41,72,15,2,8,39,26,99,18,1,.241,.307,.385,.692,332,4,0,3,5,1.43,25,115,1,.328,.144,37.38,.263,.078,.298
Erik Gonzalez,2B,CLE,60,110,18,28,6,0,4,11,3,37,1,2,.255,.272,.418,.690,115,0,1,1,1,1.61,10,46,0,.343,.164,27.50,.081,.026,.322
Abraham Almonte,RF,CLE,69,172,26,40,8,3,3,14,20,46,2,1,.233,.314,.366,.680,195,1,1,1,2,1.51,14,63,0,.298,.134,57.33,.435,.103,.236
Yandy Diaz,3B,CLE,49,156,25,41,8,1,0,13,21,35,2,0,.263,.352,.327,.679,179,1,0,1,5,1.89,9,51,0,.336,.064,-.--,.600,.117,.196
Roberto Perez,C,CLE,73,217,22,45,12,0,8,38,26,71,0,1,.207,.291,.373,.664,248,0,4,1,4,1.59,20,81,0,.266,.166,27.12,.366,.105,.286
Brandon Guyer,RF,CLE,70,165,23,39,7,1,2,20,15,43,2,0,.236,.326,.327,.653,192,8,2,2,4,0.74,10,54,0,.303,.091,82.50,.349,.078,.224
Greg Allen,CF,CLE,25,35,7,8,1,0,1,6,2,8,1,0,.229,.282,.343,.625,39,1,0,1,0,1.50,2,12,0,.259,.114,35.00,.250,.051,.205
Daniel Robertson,RF,CLE,32,80,9,18,4,1,1,7,7,3,0,1,.225,.287,.338,.625,88,0,1,0,6,3.29,6,27,1,.224,.113,80.00,2.333,.080,.034
Gio Urshela,3B,CLE,67,156,14,35,7,0,1,15,8,22,0,0,.224,.262,.288,.550,165,0,1,0,6,0.92,8,45,0,.256,.064,156.00,.364,.048,.133
Tyler Naquin,CF,CLE,19,37,4,8,2,0,0,1,2,9,0,1,.216,.250,.270,.520,40,0,0,1,1,2.00,2,10,0,.276,.054,-.--,.222,.050,.225
Francisco Mejia,X,CLE,11,13,1,2,0,0,0,1,1,3,0,0,.154,.214,.154,.368,14,0,0,0,0,3.00,0,2,1,.200,.000,-.--,.333,.071,.214
Josh Tomlin,P,CLE,26,7,0,1,0,0,0,0,0,3,0,0,.143,.143,.143,.286,7,0,0,0,0,2.00,0,1,0,.250,.000,-.--,.---,.000,.429
Carlos Carrasco,P,CLE,32,4,1,0,0,0,0,0,1,1,0,0,.000,.200,.000,.200,5,0,0,0,0,0.50,0,0,0,.000,.000,-.--,1.000,.200,.200
