PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Daniel Mengden,P,OAK,7,2,1,1,0,0,0,0,1,0,0,0,.500,.667,.500,1.167,4,0,1,0,0,2.00,0,1,0,.500,.000,-.--,.---,.250,.000
Matt Olson,1B,OAK,59,189,33,49,2,0,24,45,22,60,0,0,.259,.352,.651,1.003,216,5,0,0,6,1.16,26,123,1,.238,.392,7.88,.367,.102,.278
Joey Wendle,2B,OAK,8,13,3,4,1,0,1,5,1,3,0,0,.308,.357,.615,.972,14,0,0,0,0,2.00,2,8,1,.333,.308,13.00,.333,.071,.214
Yonder Alonso,1B,OAK,100,319,52,85,17,0,22,49,50,88,1,0,.266,.369,.527,.896,371,2,0,0,6,0.70,39,168,6,.301,.260,14.50,.568,.135,.237
Boog Powell,CF,OAK,29,81,18,26,5,0,3,10,9,21,0,1,.321,.380,.494,.874,92,0,0,2,1,0.64,8,40,0,.390,.173,27.00,.429,.098,.228
Khris Davis,LF,OAK,153,566,91,140,28,1,43,110,73,195,4,0,.247,.336,.528,.864,652,6,0,7,20,1.03,72,299,1,.290,.281,13.16,.374,.112,.299
Matt Joyce,RF,OAK,141,469,78,114,33,0,25,68,66,113,4,1,.243,.335,.473,.808,544,2,0,7,10,0.84,58,222,0,.263,.230,18.76,.584,.121,.208
Jed Lowrie,2B,OAK,153,567,86,157,49,3,14,69,73,100,0,1,.277,.360,.448,.808,645,2,0,3,10,0.51,66,254,2,.314,.171,40.50,.730,.113,.155
Matt Chapman,3B,OAK,84,290,39,68,23,2,14,40,32,92,0,3,.234,.313,.472,.785,326,2,0,2,2,0.57,39,137,0,.290,.238,20.71,.348,.098,.282
Ryon Healy,DH,OAK,149,576,66,156,29,0,25,78,23,142,0,1,.271,.302,.451,.753,605,4,0,2,16,0.89,54,260,0,.319,.181,23.04,.162,.038,.235
Ryan Lavarnway,C,OAK,6,11,0,3,1,0,0,2,1,3,0,0,.273,.385,.364,.749,13,1,0,0,1,0.67,1,4,0,.375,.091,-.--,.333,.077,.231
Chad Pinder,RF,OAK,87,282,36,67,15,1,15,42,18,92,2,1,.238,.292,.457,.749,309,5,0,3,7,0.91,31,129,0,.292,.220,18.80,.196,.058,.298
Marcus Semien,SS,OAK,85,342,53,85,19,1,10,40,38,85,12,1,.249,.325,.398,.723,386,2,1,3,3,0.64,30,136,0,.300,.149,34.20,.447,.098,.220
Jaycob Brugman,CF,OAK,48,143,12,38,2,0,3,12,18,38,1,2,.266,.346,.343,.689,162,0,0,1,1,1.00,5,49,1,.340,.077,47.67,.474,.111,.235
Bruce Maxwell,C,OAK,76,219,21,52,12,0,3,22,31,63,0,0,.237,.329,.333,.662,253,0,1,2,10,1.38,15,73,0,.316,.096,73.00,.492,.123,.249
Renato Nunez,LF,OAK,8,15,1,3,0,0,1,3,1,8,0,0,.200,.250,.400,.650,16,0,0,0,0,0.33,1,6,0,.333,.200,15.00,.125,.063,.500
Rajai Davis,CF,OAK,100,300,49,70,17,2,5,18,26,70,26,6,.233,.294,.353,.647,328,0,1,1,10,0.93,24,106,1,.288,.120,60.00,.371,.079,.213
Mark Canha,RF,OAK,57,173,16,36,13,1,5,14,7,56,2,0,.208,.262,.382,.644,187,6,0,1,5,0.58,19,66,0,.274,.173,34.60,.125,.037,.299
Stephen Vogt,C,OAK,54,157,12,34,8,1,4,20,16,31,0,1,.217,.287,.357,.644,174,0,0,1,1,0.72,13,56,1,.244,.140,39.25,.516,.092,.178
Trevor Plouffe,3B,OAK,58,182,22,39,5,0,7,14,16,58,1,1,.214,.276,.357,.633,199,0,0,1,10,1.39,12,65,1,.271,.143,26.00,.276,.080,.291
Adam Rosales,SS,OAK,71,205,15,48,11,0,4,27,10,66,1,1,.234,.273,.346,.619,223,2,3,3,2,0.56,15,71,0,.319,.112,51.25,.152,.045,.296
Jake Smolinski,CF,OAK,16,27,1,7,1,0,0,0,1,6,0,0,.259,.310,.296,.606,29,1,0,0,0,1.00,1,8,0,.333,.037,-.--,.167,.034,.207
Franklin Barreto,SS,OAK,25,71,10,14,1,2,2,6,5,33,2,0,.197,.250,.352,.602,76,0,0,0,1,0.50,5,25,0,.333,.155,35.50,.152,.066,.434
Josh Phegley,C,OAK,57,149,14,30,11,0,3,10,9,26,0,1,.201,.255,.336,.591,161,2,0,1,4,0.59,14,50,0,.223,.134,49.67,.346,.056,.161
Jaff Decker,CF,OAK,17,50,4,10,1,1,0,1,8,17,1,1,.200,.322,.260,.582,62,1,3,0,1,1.17,2,13,0,.303,.060,-.--,.471,.129,.274
Dustin Garneau,C,OAK,19,44,5,7,1,0,1,3,8,12,0,0,.159,.288,.250,.538,52,0,0,0,2,0.47,2,11,0,.194,.091,44.00,.667,.154,.231
Daniel Gossett,P,OAK,18,5,1,1,0,0,0,0,0,4,0,0,.200,.200,.200,.400,7,0,2,0,0,2.00,0,1,0,1.000,.000,-.--,.---,.000,.571
Sean Manaea,P,OAK,29,3,0,0,0,0,0,0,1,2,0,0,.000,.250,.000,.250,5,0,1,0,0,2.00,0,0,0,.000,.000,-.--,.500,.200,.400
Ryan LaMarre,CF,OAK,3,7,0,0,0,0,0,0,1,3,0,0,.000,.125,.000,.125,8,0,0,0,0,3.00,0,0,0,.000,.000,-.--,.333,.125,.375
John Axford,P,OAK,22,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Paul Blackburn,P,OAK,10,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,3,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.000,.667
Santiago Casilla,P,OAK,63,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Simon Castro,P,OAK,26,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Jharel Cotton,P,OAK,24,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,2,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.000,.500
Danny Coulombe,P,OAK,72,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Ryan Dull,P,OAK,49,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Kendall Graveman,P,OAK,19,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
Chris Hatcher,P,OAK,23,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Liam Hendriks,P,OAK,70,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Frankie Montas,P,OAK,23,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Zach Neal,P,OAK,6,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Chris Smith,P,OAK,14,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,1,0,0,0,0,0.00,0,0,0,.000,.000,-.--,.---,.000,.000
Josh A. Smith,P,OAK,26,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Blake Treinen,P,OAK,35,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
