PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Darrell Ceciliani,X,TOR,3,5,2,2,1,0,1,3,0,0,0,0,.400,.400,1.200,1.600,5,0,0,0,0,0.50,2,6,0,.250,.800,5.00,.---,.000,.000
Marcus Stroman,P,TOR,34,7,2,2,1,0,1,1,0,4,0,0,.286,.286,.857,1.143,7,0,0,0,0,1.00,2,6,0,.500,.571,7.00,.---,.000,.571
Josh Donaldson,3B,TOR,113,415,65,112,21,0,33,78,76,111,2,2,.270,.385,.559,.944,496,3,0,2,5,1.06,54,232,1,.289,.289,12.58,.685,.153,.224
Teoscar Hernandez,LF,TOR,26,88,16,23,6,0,8,20,6,36,0,1,.261,.305,.602,.907,95,0,0,1,0,0.58,14,53,0,.333,.341,11.00,.167,.063,.379
Norichika Aoki,RF,TOR,12,32,4,9,1,0,3,8,1,5,0,0,.281,.294,.594,.888,34,0,0,1,0,1.71,4,19,0,.240,.313,10.67,.200,.029,.147
Justin Smoak,1B,TOR,158,560,85,151,29,1,38,90,73,128,0,1,.270,.355,.529,.884,637,2,0,2,17,0.81,68,296,3,.285,.259,14.74,.570,.115,.201
Dwight Smith,LF,TOR,12,27,2,10,2,0,0,1,1,10,1,0,.370,.414,.444,.858,29,1,0,0,0,0.75,2,12,0,.588,.074,-.--,.100,.034,.345
Raffy Lopez,C,TOR,24,54,9,12,1,0,4,12,7,21,0,0,.222,.306,.463,.769,63,0,0,1,1,0.83,5,25,0,.267,.241,13.50,.333,.111,.333
Ezequiel Carrera,LF,TOR,131,287,38,81,10,1,8,20,30,75,10,1,.282,.356,.408,.764,325,3,5,0,4,1.57,19,117,0,.358,.125,35.88,.400,.092,.231
Steve Pearce,LF,TOR,92,313,38,79,17,1,13,37,27,68,0,0,.252,.319,.438,.757,348,5,0,3,11,0.86,31,137,1,.281,.185,24.08,.397,.078,.195
Kendrys Morales,DH,TOR,150,557,67,139,25,0,28,85,43,132,0,0,.250,.308,.445,.753,608,5,0,3,22,1.39,53,248,2,.278,.196,19.89,.326,.071,.217
Russell Martin,C,TOR,91,307,49,68,12,0,13,35,50,83,1,2,.221,.343,.388,.731,365,7,1,0,13,1.38,25,119,0,.261,.166,23.62,.602,.137,.227
Devon Travis,2B,TOR,50,185,22,48,18,0,5,24,7,38,4,2,.259,.291,.438,.729,197,2,1,2,5,0.96,23,81,0,.299,.178,37.00,.184,.036,.193
Kevin Pillar,CF,TOR,154,587,72,150,37,1,16,42,33,95,15,6,.256,.300,.404,.704,632,6,3,3,13,0.86,54,237,0,.280,.148,36.69,.347,.052,.150
Troy Tulowitzki,SS,TOR,66,241,16,60,10,0,7,26,17,40,0,1,.249,.300,.378,.678,260,1,0,1,10,1.22,17,91,1,.272,.129,34.43,.425,.065,.154
Jose Bautista,RF,TOR,157,587,92,119,27,0,23,65,84,170,6,3,.203,.308,.366,.674,686,8,0,7,16,0.70,50,215,3,.239,.164,25.52,.494,.122,.248
Ryan Goins,SS,TOR,143,418,37,99,21,1,9,62,31,96,3,2,.237,.286,.356,.642,459,0,5,5,14,1.22,31,149,0,.283,.120,46.44,.323,.068,.209
Darwin Barney,2B,TOR,129,336,34,78,14,0,6,25,18,64,7,2,.232,.275,.327,.602,362,2,5,1,13,1.08,20,110,0,.270,.095,56.00,.281,.050,.177
Richard Urena,SS,TOR,21,68,6,14,4,0,1,4,6,28,1,0,.206,.270,.309,.579,75,0,1,0,0,0.93,5,21,0,.333,.103,68.00,.214,.080,.373
Chris Coghlan,3B,TOR,36,75,7,15,2,0,1,5,9,22,0,0,.200,.299,.267,.566,88,2,1,1,2,0.90,3,20,0,.264,.067,75.00,.409,.102,.250
Rob Refsnyder,2B,TOR,32,51,5,10,1,0,0,0,5,9,2,1,.196,.281,.216,.497,58,1,0,0,2,1.13,1,11,1,.238,.020,-.--,.556,.086,.155
Miguel Montero,C,TOR,32,87,12,12,3,0,2,8,12,23,0,0,.138,.248,.241,.489,101,1,0,1,3,1.04,5,21,0,.159,.103,43.50,.522,.119,.228
Mike Ohlman,C,TOR,7,13,1,3,0,0,0,1,0,3,0,0,.231,.231,.231,.462,13,0,0,0,0,1.33,0,3,0,.300,.000,-.--,.---,.000,.231
Michael Saunders,X,TOR,12,18,1,3,0,0,0,1,2,4,0,0,.167,.250,.167,.417,20,0,0,0,0,2.67,0,3,0,.214,.000,-.--,.500,.100,.200
Luke Maile,C,TOR,46,130,10,19,5,0,2,7,3,35,1,0,.146,.176,.231,.407,136,2,0,1,2,1.14,7,30,0,.181,.085,65.00,.086,.022,.257
Anthony Alford,LF,TOR,4,8,0,1,1,0,0,0,0,3,0,0,.125,.125,.250,.375,8,0,0,0,0,3.00,1,2,0,.200,.125,-.--,.---,.000,.375
Jarrod Saltalamacchia,X,TOR,10,25,1,1,0,0,0,0,1,16,0,0,.040,.077,.040,.117,26,0,0,0,0,0.33,0,1,0,.111,.000,-.--,.063,.038,.615
Danny Barnes,P,TOR,60,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Joe Biagini,P,TOR,44,2,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000,3,0,1,0,0,3.00,0,0,0,.000,.000,-.--,.---,.000,.000
Matt Dermody,P,TOR,23,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Marco Estrada,P,TOR,33,4,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,4,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.000,.750
