PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Carlos Gonzalez,LF,COL,110,391,72,118,23,6,26,70,41,118,21,3,.302,.367,.591,.958,436,1,0,3,7,1.05,55,231,2,.368,.289,15.04,.347,.094,.271
Troy Tulowitzki,SS,COL,126,446,72,139,27,0,25,82,57,85,1,0,.312,.391,.540,.931,512,4,0,5,9,0.89,52,241,5,.334,.229,17.84,.671,.111,.166
Michael Cuddyer,RF,COL,130,489,74,162,31,3,20,84,46,100,10,3,.331,.389,.530,.919,540,2,0,3,13,1.35,54,259,5,.382,.198,24.45,.460,.085,.185
Charlie Blackmon,RF,COL,82,246,35,76,17,2,6,22,7,49,7,0,.309,.336,.467,.803,258,3,2,0,1,1.02,25,115,0,.366,.159,41.00,.143,.027,.190
Wilin Rosario,C,COL,121,449,63,131,22,1,21,79,15,109,4,1,.292,.315,.486,.801,466,1,0,1,7,0.89,44,218,0,.344,.194,21.38,.138,.032,.234
Dexter Fowler,CF,COL,119,415,71,109,18,3,12,42,65,105,19,9,.263,.369,.407,.776,492,6,4,2,5,1.07,33,169,1,.323,.145,34.58,.619,.132,.213
Corey Dickerson,LF,COL,69,194,32,51,13,5,5,17,16,41,2,2,.263,.316,.459,.775,213,0,1,2,1,0.98,23,89,0,.307,.196,38.80,.390,.075,.192
Todd Helton,1B,COL,124,397,41,99,22,1,15,61,40,87,0,0,.249,.314,.423,.737,442,0,0,5,4,0.70,38,168,1,.280,.174,26.47,.460,.090,.197
Charlie Culberson,LF,COL,47,99,12,29,5,0,2,12,4,23,5,1,.293,.317,.404,.721,104,0,0,1,5,1.67,7,40,1,.360,.111,49.50,.174,.038,.221
Nolan Arenado,3B,COL,133,486,49,130,29,4,10,52,23,72,2,0,.267,.301,.405,.706,514,1,2,2,16,1.04,43,197,1,.296,.138,48.60,.319,.045,.140
Jonathan Herrera,SS,COL,81,195,16,57,7,2,1,16,14,24,3,2,.292,.336,.364,.700,215,0,4,2,6,0.85,10,71,3,.326,.072,195.00,.583,.065,.112
DJ LeMahieu,2B,COL,109,404,39,113,21,3,2,28,19,67,18,7,.280,.311,.361,.672,434,1,7,3,13,1.82,26,146,2,.328,.082,202.00,.284,.044,.154
Reid Brignac,X,COL,29,48,4,12,3,0,1,6,3,13,0,0,.250,.294,.375,.669,53,0,2,0,3,1.50,4,18,1,.324,.125,48.00,.231,.057,.245
Roy Oswalt,P,COL,9,6,0,2,0,0,0,0,0,2,0,0,.333,.333,.333,.666,7,0,1,0,0,3.00,0,2,0,.500,.000,-.--,.---,.000,.286
Tyler Chatwood,P,COL,26,40,3,12,1,0,0,7,2,8,0,0,.300,.333,.325,.658,45,0,3,0,0,6.67,1,13,0,.375,.025,-.--,.250,.044,.178
Eric Young,RF,COL,57,165,22,40,9,3,1,6,11,33,8,4,.242,.290,.352,.642,180,0,4,0,1,1.53,13,58,0,.298,.109,165.00,.333,.061,.183
Josh Rutledge,2B,COL,88,285,45,67,6,1,7,19,22,62,12,0,.235,.294,.337,.631,314,2,4,1,2,1.21,14,96,1,.276,.102,40.71,.355,.070,.197
Chris Nelson,3B,COL,21,66,6,16,1,2,0,4,4,19,0,0,.242,.282,.318,.600,71,0,0,1,1,1.91,3,21,0,.333,.076,-.--,.211,.056,.268
Jordan Pacheco,1B,COL,95,247,23,59,15,0,1,22,10,38,0,0,.239,.276,.312,.588,262,3,1,1,4,1.17,16,77,0,.278,.073,247.00,.263,.038,.145
Yorvit Torrealba,C,COL,61,179,10,43,8,0,0,16,13,24,0,0,.240,.295,.285,.580,196,1,3,0,6,1.30,8,51,2,.277,.045,-.--,.542,.066,.122
Ryan Wheeler,X,COL,28,41,1,9,2,0,0,7,1,10,0,0,.220,.238,.268,.506,42,0,0,0,1,1.00,2,11,0,.290,.049,-.--,.100,.024,.238
Collin McHugh,P,COL,4,4,0,1,0,0,0,0,0,1,0,0,.250,.250,.250,.500,4,0,0,0,0,1.00,0,1,0,.333,.000,-.--,.---,.000,.250
Jhoulys Chacin,P,COL,32,63,2,12,1,0,1,7,3,15,0,0,.190,.221,.254,.475,70,0,2,2,1,1.86,2,16,0,.224,.063,63.00,.200,.043,.214
Tyler Colvin,CF,COL,27,75,8,12,0,0,3,10,3,27,0,0,.160,.192,.280,.472,78,0,0,0,2,1.00,3,21,1,.200,.120,25.00,.111,.038,.346
Jon Garland,P,COL,12,19,0,3,1,0,0,0,0,5,0,0,.158,.158,.211,.369,21,0,2,0,1,3.33,1,4,0,.214,.053,-.--,.---,.000,.238
Jeff Francis,P,COL,23,14,0,1,1,0,0,1,2,3,0,0,.071,.222,.143,.365,20,1,2,1,1,2.25,1,2,0,.083,.071,-.--,.667,.100,.150
Juan Nicasio,P,COL,31,36,4,5,0,0,0,3,4,20,0,0,.139,.225,.139,.364,50,0,10,0,0,20.00,0,5,0,.313,.000,-.--,.200,.080,.400
Adam Ottavino,P,COL,51,9,0,1,0,0,0,0,0,5,0,0,.111,.111,.111,.222,9,0,0,0,0,3.00,0,1,0,.250,.000,-.--,.---,.000,.556
Jorge De La Rosa,P,COL,30,52,2,2,0,0,0,0,2,21,0,0,.038,.074,.038,.112,59,0,5,0,0,7.50,0,2,0,.065,.000,-.--,.095,.034,.356
Matt Belisle,P,COL,72,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
Rafael Betancourt,P,COL,32,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Chad Bettis,P,COL,17,11,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000,14,0,3,0,0,9.00,0,0,0,.000,.000,-.--,.---,.000,.286
Mitchell Boggs,P,COL,9,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Rex Brothers,P,COL,72,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
Manny Corpas,P,COL,31,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,4,0,1,0,0,1.00,0,0,0,.---,.000,-.--,.---,.000,.750
Edgmer Escalona,P,COL,37,6,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,7,0,1,0,0,3.00,0,0,0,.000,.000,-.--,.---,.000,.429
Wilton Lopez,P,COL,75,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
Jeff Manship,P,COL,11,7,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,7,0,0,0,1,1.50,0,0,0,.000,.000,-.--,.---,.000,.286
Josh Outman,P,COL,61,5,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,5,0,0,0,0,3.00,0,0,0,.000,.000,-.--,.---,.000,.400
Drew Pomeranz,P,COL,8,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,4,0,1,0,0,2.00,0,0,0,.000,.000,-.--,.---,.000,.250
Rob Scahill,P,COL,23,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,1,0,0,0,0,0.00,0,0,0,.000,.000,-.--,.---,.000,.000
Chris Volstad,P,COL,6,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
