PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
David Price,P,BOS,22,2,0,1,0,0,0,1,0,1,0,0,.500,.500,.500,1.000,2,0,0,0,0,-.--,0,1,0,1.000,.000,-.--,.---,.000,.500
J.D. Martinez,DH,BOS,146,575,98,175,33,2,36,105,72,138,2,0,.304,.383,.557,.940,657,4,0,5,19,1.04,71,320,9,.342,.252,15.97,.522,.110,.210
Xander Bogaerts,SS,BOS,155,614,110,190,52,0,33,117,76,122,4,2,.309,.384,.555,.939,698,2,0,6,11,0.96,85,341,2,.338,.246,18.61,.623,.109,.175
Rafael Devers,3B,BOS,156,647,129,201,54,4,32,115,48,119,8,8,.311,.361,.555,.916,702,4,1,2,8,1.13,90,359,7,.339,.244,20.22,.403,.068,.170
Mookie Betts,RF,BOS,150,597,135,176,40,5,29,80,97,101,16,3,.295,.391,.524,.915,706,3,0,9,11,0.58,74,313,6,.309,.229,20.59,.960,.137,.143
Mitch Moreland,1B,BOS,91,298,48,75,17,1,19,58,34,74,1,0,.252,.328,.507,.835,335,1,0,2,12,1.56,37,151,0,.271,.255,15.68,.459,.101,.221
Christian Vazquez,C,BOS,138,482,66,133,26,1,23,72,33,101,4,2,.276,.320,.477,.797,521,0,3,3,17,0.95,50,230,3,.305,.201,20.96,.327,.063,.194
Andrew Benintendi,LF,BOS,138,541,72,144,40,5,13,68,59,140,10,3,.266,.343,.431,.774,615,7,3,5,6,0.83,58,233,1,.333,.165,41.62,.421,.096,.228
Brock Holt,2B,BOS,87,259,38,77,14,2,3,31,28,57,1,0,.297,.369,.402,.771,295,4,0,4,4,1.05,19,104,1,.365,.104,86.33,.491,.095,.193
Michael Chavis,1B,BOS,95,347,46,88,10,1,18,58,31,127,2,1,.254,.322,.444,.766,382,4,0,0,11,1.20,29,154,2,.347,.190,19.28,.244,.081,.332
Jackie Bradley,CF,BOS,147,494,69,111,28,3,21,62,56,155,8,6,.225,.317,.421,.738,567,12,3,2,6,1.38,52,208,3,.281,.196,23.52,.361,.099,.273
Blake Swihart,C,BOS,12,26,4,6,1,0,1,4,2,7,0,0,.231,.310,.385,.695,29,1,0,0,0,1.17,2,10,0,.278,.154,26.00,.286,.069,.241
Sam Travis,1B,BOS,59,144,17,31,4,1,6,16,11,36,2,0,.215,.274,.382,.656,157,1,0,1,6,1.44,11,55,2,.243,.167,24.00,.306,.070,.229
Marco Hernandez,2B,BOS,61,148,18,37,7,0,2,11,3,42,1,2,.250,.279,.338,.617,155,3,1,0,1,1.33,9,50,0,.337,.088,74.00,.071,.019,.271
Tzu-Wei Lin,2B,BOS,13,20,3,4,2,0,0,1,2,6,1,1,.200,.273,.300,.573,22,0,0,0,0,2.33,2,6,0,.286,.100,-.--,.333,.091,.273
Sandy Leon,C,BOS,65,172,14,33,3,0,5,19,13,47,0,0,.192,.251,.297,.548,191,1,4,1,0,0.64,8,51,0,.231,.105,34.40,.277,.068,.246
Eduardo Nunez,2B,BOS,60,167,13,38,7,0,2,20,4,27,5,1,.228,.243,.305,.548,174,0,1,2,6,1.28,9,51,0,.257,.078,83.50,.148,.023,.155
Chris Owings,2B,BOS,26,45,4,7,2,0,1,5,6,23,1,1,.156,.255,.267,.522,51,0,0,0,1,4.00,3,12,0,.286,.111,45.00,.261,.118,.451
Steve Pearce,1B,BOS,29,89,9,16,4,0,1,9,7,31,0,0,.180,.245,.258,.503,99,1,0,1,5,0.87,5,23,0,.259,.079,89.00,.226,.071,.313
Gorkys Hernandez,RF,BOS,20,49,5,7,1,2,0,2,5,14,1,0,.143,.218,.245,.463,57,0,2,1,0,1.21,3,12,0,.194,.102,-.--,.357,.088,.246
Juan Centeno,X,BOS,7,15,0,2,0,0,0,2,2,2,1,0,.133,.278,.133,.411,18,1,0,0,0,0.83,0,2,0,.154,.000,-.--,1.000,.111,.111
Dustin Pedroia,2B,BOS,6,20,1,2,0,0,0,1,1,2,0,0,.100,.143,.100,.243,21,0,0,0,2,1.29,0,2,0,.111,.000,-.--,.500,.048,.095
Matt Barnes,P,BOS,70,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
Ryan Brasier,P,BOS,62,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Colten Brewer,P,BOS,58,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Andrew Cashner,P,BOS,25,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Nathan Eovaldi,P,BOS,23,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,2,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.000,.500
Darwinzon Hernandez,P,BOS,29,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Brian Johnson,P,BOS,22,1,1,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
Rick Porcello,P,BOS,32,6,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,6,0,0,0,1,3.00,0,0,0,.000,.000,-.--,.---,.000,.333
Bobby Poyner,P,BOS,13,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Eduardo Rodriguez,P,BOS,34,7,1,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,9,0,2,0,0,6.00,0,0,0,.000,.000,-.--,.---,.000,.333
Josh A. Smith,P,BOS,18,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Josh Taylor,P,BOS,52,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Tyler Thornburg,P,BOS,16,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Hector Velazquez,P,BOS,34,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
Marcus Walden,P,BOS,70,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
Brandon Workman,P,BOS,73,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
