PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Francisco Liriano,P,PIT,69,1,0,1,0,0,0,0,1,0,0,0,1.000,1.000,1.000,2.000,2,0,0,0,0,-.--,0,1,0,1.000,.000,-.--,.---,.500,.000
Josh Bell,1B,PIT,143,527,94,146,37,3,37,116,74,118,0,1,.277,.367,.569,.936,613,5,0,7,11,1.18,77,300,13,.288,.292,14.24,.627,.121,.192
Corey Dickerson,LF,PIT,44,127,20,40,18,0,4,25,13,23,1,0,.315,.373,.551,.924,142,0,0,2,3,0.94,22,70,4,.353,.236,31.75,.565,.092,.162
Bryan Reynolds,LF,PIT,134,491,83,154,37,4,16,68,46,121,3,2,.314,.377,.503,.880,546,6,0,3,9,1.35,57,247,0,.387,.189,30.69,.380,.084,.222
Starling Marte,CF,PIT,132,539,97,159,31,6,23,82,25,94,25,6,.295,.342,.503,.845,586,16,2,4,15,1.39,60,271,1,.319,.208,23.44,.266,.043,.160
Kevin Newman,SS,PIT,130,493,61,152,20,6,12,64,28,62,16,8,.308,.353,.446,.799,531,7,2,1,5,1.31,38,220,2,.333,.138,41.08,.452,.053,.117
Steven Brault,P,PIT,34,42,8,14,1,0,1,2,1,8,0,0,.333,.349,.429,.778,50,0,7,0,1,2.86,2,18,0,.394,.095,42.00,.125,.020,.160
Jose Osuna,1B,PIT,95,261,41,69,20,0,10,36,18,48,0,0,.264,.310,.456,.766,285,1,0,4,6,1.18,30,119,0,.285,.192,26.10,.375,.063,.168
Adam Frazier,2B,PIT,152,554,80,154,33,7,10,50,40,75,5,5,.278,.336,.417,.753,608,9,4,1,6,0.95,50,231,4,.306,.139,55.40,.533,.066,.123
Colin Moran,3B,PIT,149,466,46,129,30,1,13,80,30,117,0,1,.277,.322,.429,.751,503,3,0,4,13,1.11,44,200,4,.341,.152,35.85,.256,.060,.233
Gregory Polanco,RF,PIT,42,153,23,37,8,1,6,17,12,49,3,1,.242,.301,.425,.726,167,1,0,0,4,0.68,15,65,1,.316,.183,25.50,.245,.072,.293
Melky Cabrera,RF,PIT,133,378,43,106,22,1,7,47,17,41,2,0,.280,.313,.399,.712,397,1,1,0,14,1.21,30,151,3,.300,.119,54.00,.415,.043,.103
Jacob Stallings,C,PIT,71,191,26,50,5,0,6,13,16,40,0,0,.262,.325,.382,.707,210,2,1,0,3,1.13,11,73,5,.303,.120,31.83,.400,.076,.190
Alex McRae,P,PIT,11,6,0,2,0,0,0,0,0,3,0,0,.333,.333,.333,.666,7,0,1,0,0,2.00,0,2,0,.667,.000,-.--,.---,.000,.429
Jason Martin,LF,PIT,20,36,5,9,2,0,0,2,4,10,2,0,.250,.325,.306,.631,40,0,0,0,0,1.83,2,11,0,.346,.056,-.--,.400,.100,.250
