PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Will Smith,P,SF,63,1,0,1,0,0,0,2,0,0,0,0,1.000,1.000,1.000,2.000,2,0,1,0,0,1.00,0,1,0,1.000,.000,-.--,.---,.000,.000
Alex Dickerson,LF,SF,56,155,28,45,13,3,6,26,13,35,1,1,.290,.351,.529,.880,171,2,0,1,5,0.65,22,82,1,.339,.239,25.83,.371,.076,.205
Mike Yastrzemski,LF,SF,107,371,64,101,22,3,21,55,32,107,2,4,.272,.334,.518,.852,411,4,1,3,4,0.80,46,192,1,.325,.245,17.67,.299,.078,.260
Pablo Sandoval,X,SF,108,272,42,73,23,0,14,41,18,67,1,0,.268,.313,.507,.820,296,1,2,3,8,1.45,37,138,2,.304,.239,19.43,.269,.061,.226
Donovan Solano,X,SF,81,215,27,71,13,1,4,23,10,49,0,1,.330,.360,.456,.816,228,1,0,2,4,0.80,18,98,0,.409,.126,53.75,.204,.044,.215
Stephen Vogt,C,SF,99,255,30,67,24,2,10,40,20,66,3,1,.263,.314,.490,.804,280,1,0,4,1,0.45,36,125,1,.311,.227,25.50,.303,.071,.236
Evan Longoria,3B,SF,129,453,59,115,19,2,20,69,43,112,3,1,.254,.325,.437,.762,508,7,0,5,14,0.85,41,198,1,.291,.183,22.65,.384,.085,.220
Mauricio Dubon,2B,SF,28,104,12,29,5,0,4,9,5,19,3,1,.279,.312,.442,.754,109,0,0,0,3,1.24,9,46,0,.309,.163,26.00,.263,.046,.174
Austin Slater,RF,SF,68,168,20,40,9,3,5,21,22,59,1,0,.238,.333,.417,.750,192,2,0,0,1,2.29,17,70,1,.337,.179,33.60,.373,.115,.307
Brandon Belt,1B,SF,156,526,76,123,32,3,17,57,83,127,4,3,.234,.339,.403,.742,616,3,0,4,6,0.52,52,212,3,.275,.169,30.94,.654,.135,.206
Cristhian Adames,2B,SF,10,22,1,7,1,0,0,2,2,8,0,0,.318,.375,.364,.739,24,0,0,0,0,6.00,1,8,0,.500,.045,-.--,.250,.083,.333
Kevin Pillar,CF,SF,156,595,82,157,37,3,21,87,18,86,14,5,.264,.293,.442,.735,628,9,0,6,15,0.99,61,263,4,.275,.178,28.33,.209,.029,.137
Joey Rickard,LF,SF,26,50,4,14,2,0,1,4,4,17,1,0,.280,.333,.380,.713,54,0,0,0,1,0.90,3,19,0,.406,.100,50.00,.235,.074,.315
Buster Posey,C,SF,114,405,43,104,24,0,7,38,34,71,0,0,.257,.320,.368,.688,445,4,1,1,18,1.34,31,149,1,.296,.111,57.86,.479,.076,.160
Tyler Austin,X,SF,70,130,24,24,2,1,8,20,17,57,1,0,.185,.279,.400,.679,147,0,0,0,1,1.13,11,52,0,.246,.215,16.25,.298,.116,.388
Abiatal Avelino,X,SF,4,7,0,2,0,0,0,1,1,3,0,0,.286,.375,.286,.661,8,0,0,0,0,2.00,0,2,0,.500,.000,-.--,.333,.125,.375
Brandon Crawford,SS,SF,147,500,58,114,24,2,11,59,53,117,3,2,.228,.304,.350,.654,560,3,0,4,10,1.22,37,175,5,.274,.122,45.46,.453,.095,.209
Scooter Gennett,2B,SF,21,64,11,15,4,0,2,6,1,21,0,0,.234,.254,.391,.645,67,1,0,1,1,1.64,6,25,0,.310,.156,32.00,.048,.015,.313
Joe Panik,2B,SF,103,344,33,81,17,1,3,27,36,38,4,2,.235,.310,.317,.627,388,3,1,4,5,0.81,21,109,2,.254,.081,114.67,.947,.093,.098
Steven Duggar,CF,SF,73,261,26,61,12,2,4,28,16,78,1,4,.234,.278,.341,.619,281,1,0,3,1,1.31,18,89,0,.313,.107,65.25,.205,.057,.278
Yangervis Solarte,2B,SF,28,73,9,15,5,0,1,7,4,16,0,0,.205,.247,.315,.562,78,0,1,0,4,1.69,6,23,1,.250,.110,73.00,.250,.051,.205
Gerardo Parra,LF,SF,30,86,8,17,3,0,1,6,8,18,2,1,.198,.278,.267,.545,97,2,0,1,0,1.36,4,23,2,.235,.070,86.00,.444,.082,.186
