PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Gregory Soto,P,DET,33,2,0,2,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,2,0,0,0,0,-.--,0,2,0,1.000,.000,-.--,.---,.000,.000
Matthew Boyd,P,DET,32,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,2,0,0,0,0,-.--,0,1,0,1.000,.000,-.--,.---,.000,.500
Victor Reyes,CF,DET,69,276,29,84,16,5,3,25,14,64,9,3,.304,.336,.431,.767,292,0,0,2,5,1.20,24,119,0,.384,.127,92.00,.219,.048,.219
Jordy Mercer,SS,DET,74,256,24,69,16,0,9,22,13,57,0,0,.270,.310,.438,.748,271,2,0,0,4,1.03,25,112,1,.316,.168,28.44,.228,.048,.210
Miguel Cabrera,DH,DET,136,493,41,139,21,0,12,59,48,108,0,0,.282,.346,.398,.744,549,3,0,5,18,1.02,33,196,4,.336,.116,41.08,.444,.087,.197
Niko Goodrum,SS,DET,112,423,61,105,27,5,12,45,46,138,12,3,.248,.322,.421,.743,472,1,0,2,7,0.86,44,178,1,.338,.173,35.25,.333,.097,.292
JaCoby Jones,CF,DET,88,298,39,70,19,3,11,26,27,94,7,2,.235,.310,.430,.740,333,6,1,1,6,0.94,33,128,2,.304,.195,27.09,.287,.081,.282
Brandon Dixon,1B,DET,118,391,41,97,20,4,15,52,21,136,5,1,.248,.290,.435,.725,420,4,0,4,5,0.67,39,170,0,.336,.187,26.07,.154,.050,.324
Christin Stewart,LF,DET,104,369,32,86,25,1,10,40,34,103,0,1,.233,.305,.388,.693,416,7,0,6,4,0.69,36,143,3,.290,.154,36.90,.330,.082,.248
Ronny Rodriguez,2B,DET,84,276,29,61,12,3,14,43,13,82,3,1,.221,.252,.438,.690,294,0,0,5,5,0.82,29,121,0,.254,.217,19.71,.159,.044,.279
Harold Castro,2B,DET,97,354,30,103,10,4,5,38,9,86,4,2,.291,.305,.384,.689,369,0,2,4,6,1.44,19,136,0,.367,.093,70.80,.105,.024,.233
Dawel Lugo,3B,DET,77,273,28,67,11,4,6,26,8,59,0,0,.245,.271,.381,.652,288,3,0,4,8,1.22,21,104,1,.288,.136,45.50,.136,.028,.205
Gordon Beckham,2B,DET,83,223,29,48,13,2,6,15,13,68,3,1,.215,.271,.372,.643,240,4,0,0,6,0.95,21,83,0,.282,.157,37.17,.191,.054,.283
