PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Brett Anderson,P,OAK,31,8,1,4,0,0,0,0,0,2,0,0,.500,.500,.500,1.000,8,0,0,0,0,2.00,0,4,0,.667,.000,-.--,.---,.000,.250
Homer Bailey,P,OAK,13,4,0,2,0,0,0,1,0,1,0,0,.500,.500,.500,1.000,4,0,0,0,0,0.00,0,2,0,.667,.000,-.--,.---,.000,.250
Dustin Garneau,C,OAK,7,17,3,5,2,0,1,7,2,4,0,0,.294,.368,.588,.956,19,0,0,0,0,0.33,3,10,0,.333,.294,17.00,.500,.105,.211
Mark Canha,CF,OAK,126,410,80,112,16,3,26,58,67,107,3,2,.273,.396,.517,.913,497,18,0,2,10,0.89,45,212,1,.308,.244,15.77,.626,.135,.215
Sean Murphy,C,OAK,20,53,14,13,5,0,4,8,6,16,0,0,.245,.333,.566,.899,60,1,0,0,3,1.40,9,30,0,.273,.321,13.25,.375,.100,.267
Matt Olson,1B,OAK,127,483,73,129,26,0,36,91,51,138,0,0,.267,.351,.545,.896,547,12,0,1,11,0.74,62,263,7,.300,.277,13.42,.370,.093,.252
Marcus Semien,SS,OAK,162,657,123,187,43,7,33,92,87,102,10,8,.285,.369,.522,.891,747,2,0,1,11,0.83,83,343,2,.294,.237,19.91,.853,.116,.137
Ramon Laureano,CF,OAK,123,434,79,125,29,0,24,67,27,123,13,2,.288,.340,.521,.861,481,11,1,8,7,0.71,53,226,0,.342,.233,18.08,.220,.056,.256
Matt Chapman,3B,OAK,156,583,102,145,36,3,36,91,73,147,1,1,.249,.342,.506,.848,670,11,0,3,12,0.84,75,295,0,.270,.257,16.19,.497,.109,.219
Seth Brown,LF,OAK,26,75,11,22,8,2,0,13,7,23,1,0,.293,.361,.453,.814,83,1,0,0,2,0.76,10,34,0,.423,.160,-.--,.304,.084,.277
Beau Taylor,C,OAK,10,23,3,4,0,0,2,2,4,6,0,0,.174,.321,.435,.756,28,1,0,0,0,3.33,2,10,0,.133,.261,11.50,.667,.143,.214
Stephen Piscotty,RF,OAK,93,357,46,89,17,1,13,44,29,84,2,0,.249,.309,.412,.721,393,3,1,3,13,0.96,31,147,0,.289,.162,27.46,.345,.074,.214
Jurickson Profar,2B,OAK,139,459,65,100,24,2,20,67,48,75,9,1,.218,.301,.410,.711,518,8,0,3,12,0.93,46,188,2,.218,.192,22.95,.640,.093,.145
Chad Pinder,LF,OAK,124,341,45,82,21,0,13,47,20,88,0,1,.240,.290,.416,.706,370,5,1,3,11,1.33,34,142,0,.284,.176,26.23,.227,.054,.238
