PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Brad Miller,X,PHI,66,118,22,31,3,1,12,21,11,35,1,0,.263,.331,.610,.941,130,1,0,0,2,0.73,16,72,0,.268,.347,9.83,.314,.085,.269
Corey Dickerson,LF,PHI,34,133,13,39,10,2,8,34,3,33,0,0,.293,.307,.579,.886,137,0,0,1,1,0.59,20,77,0,.333,.286,16.62,.091,.022,.241
Bryce Harper,RF,PHI,157,573,98,149,36,1,35,114,99,178,15,3,.260,.372,.510,.882,682,6,0,4,10,0.87,72,292,11,.313,.250,16.37,.556,.145,.261
Andrew McCutchen,LF,PHI,59,219,45,56,12,1,10,29,43,55,2,1,.256,.378,.457,.835,262,0,0,0,1,1.16,23,100,0,.299,.201,21.90,.782,.164,.210
J.T. Realmuto,C,PHI,145,538,92,148,36,3,25,83,41,123,9,1,.275,.328,.493,.821,593,5,0,8,12,0.79,64,265,2,.309,.217,21.52,.333,.069,.207
Rhys Hoskins,1B,PHI,160,570,86,129,33,5,29,85,116,173,2,2,.226,.364,.454,.818,705,11,0,6,10,0.50,67,259,6,.267,.228,19.66,.671,.165,.245
Scott Kingery,CF,PHI,126,458,64,118,34,4,19,55,34,147,15,4,.258,.315,.474,.789,500,5,1,2,3,0.69,57,217,1,.337,.216,24.10,.231,.068,.294
Jose Pirela,X,PHI,12,17,1,4,1,0,1,2,2,4,0,0,.235,.316,.471,.787,19,0,0,0,0,0.50,2,8,0,.250,.235,17.00,.500,.105,.211
Jay Bruce,LF,PHI,51,145,16,32,6,0,12,31,3,29,0,0,.221,.235,.510,.745,149,0,0,1,4,0.77,18,74,0,.190,.290,12.08,.103,.020,.195
Jean Segura,SS,PHI,144,576,79,161,37,4,12,60,30,73,10,2,.280,.323,.420,.743,618,8,1,3,11,1.35,53,242,1,.302,.141,48.00,.411,.049,.118
Cesar Hernandez,2B,PHI,161,612,77,171,31,3,14,71,45,100,9,2,.279,.333,.408,.741,667,6,0,4,9,1.14,48,250,4,.313,.129,43.71,.450,.067,.150
Sean Rodriguez,X,PHI,76,112,24,25,5,0,4,12,19,41,1,1,.223,.348,.375,.723,139,3,4,1,2,1.13,9,42,0,.309,.152,28.00,.463,.137,.295
Adam Haseley,CF,PHI,67,222,30,59,14,0,5,26,14,60,4,0,.266,.324,.396,.720,242,5,1,0,7,2.47,19,88,1,.344,.131,44.40,.233,.058,.248
Maikel Franco,3B,PHI,123,389,48,91,17,0,17,56,36,61,0,0,.234,.297,.409,.706,428,0,0,3,14,0.89,34,159,19,.236,.175,22.88,.590,.084,.143
Roman Quinn,CF,PHI,44,108,18,23,3,1,4,11,12,34,8,0,.213,.298,.370,.668,122,1,1,0,2,1.36,8,40,0,.271,.157,27.00,.353,.098,.279
Logan Morrison,X,PHI,29,35,5,7,1,0,2,3,3,10,0,0,.200,.263,.400,.663,38,0,0,0,1,0.64,3,14,0,.217,.200,17.50,.300,.079,.263
Andrew Knapp,C,PHI,74,136,12,29,9,0,2,8,18,51,0,0,.213,.318,.324,.642,160,3,3,0,2,0.97,11,44,2,.325,.110,68.00,.353,.113,.319
Odubel Herrera,CF,PHI,39,126,12,28,10,1,1,16,11,33,2,2,.222,.288,.341,.629,139,1,0,1,0,0.94,12,43,0,.290,.119,126.00,.333,.079,.237
Vince Velasquez,P,PHI,35,30,2,7,0,0,1,3,2,9,0,0,.233,.281,.333,.614,36,0,4,0,1,5.00,1,10,0,.300,.100,30.00,.222,.056,.250
Phil Gosselin,X,PHI,44,65,5,17,3,0,0,7,3,16,0,0,.262,.294,.308,.602,68,0,0,0,1,0.88,3,20,0,.347,.046,-.--,.188,.044,.235
