STATE,NAME,YEAR,AVG,G,PA,AB,R,RBI,H,1B,2B,3B,HR,TB,EB,BB,IBB,HBP,SO,GIDP,SAC,SF,SB,CS,OBP,SLG,TA,G/F,KBB
°h§Ð,¥dÃ¹,1997,0.301,88,348,292,37,35,88,64,19,2,3,120,24,40,3,5,45,7,9,2,10,4,0.392,0.411,0.803,1.179,1
°h§Ð,µ£Úz½÷,1997,0.26,88,343,308,36,40,80,57,16,2,5,115,23,23,1,2,68,9,7,3,4,1,0.313,0.373,0.686,1.429,0.37
°h§Ð,³¯³s§»,1997,0.25,86,302,260,27,21,65,54,8,0,3,82,11,33,0,3,74,5,3,3,14,8,0.338,0.315,0.653,1.51,0.49
°h§Ð,±i¤ÑÅï,1997,0.249,86,332,297,33,26,74,62,7,1,4,95,12,27,0,0,55,8,6,2,11,4,0.31,0.32,0.63,1.286,0.49
°h§Ð,³¯µaÂ×,1997,0.238,86,304,286,37,20,68,63,5,0,0,73,5,11,0,0,43,5,6,1,7,6,0.265,0.255,0.52,2.415,0.26
°h§Ð,¶ÀÞ£¶©,1997,0.251,85,339,291,47,34,73,51,17,0,5,105,22,40,0,1,37,8,5,2,14,5,0.341,0.361,0.702,1.112,1.11
°h§Ð,¸³¥Ã¿³,1997,0.221,85,324,290,26,28,64,53,11,0,0,75,11,21,0,3,40,8,9,1,2,6,0.279,0.259,0.538,2.86,0.6
°h§Ð,§ººa®õ,1997,0.215,84,291,247,26,27,53,41,9,0,3,71,12,38,0,3,42,6,2,1,1,0,0.325,0.287,0.612,1.5,0.98
°h§Ð,§õ©[­õ,1997,0.297,82,301,269,26,24,80,60,17,0,3,106,20,28,0,1,65,3,2,1,8,6,0.365,0.394,0.759,2.098,0.45
°h§Ð,½²©ø²»,1997,0.238,81,240,210,23,16,50,42,6,2,0,60,8,18,0,5,61,4,6,1,3,7,0.312,0.286,0.598,3.077,0.38
°h§Ð,³¯«T©M,1997,0.258,80,260,225,29,48,58,37,16,0,5,89,21,29,0,3,46,6,3,0,1,1,0.35,0.396,0.746,1.033,0.7
°h§Ð,®}¾ã·í,1997,0.252,79,268,246,14,19,62,54,8,0,0,70,8,12,0,2,22,9,7,0,3,5,0.292,0.285,0.577,2.314,0.64
°h§Ð,¤ý®f¯E,1997,0.249,79,221,197,17,16,49,38,11,0,0,60,11,18,1,2,38,0,4,0,3,3,0.318,0.305,0.623,2.081,0.53
°h§Ð,¶À¶v·ì,1997,0.236,79,254,225,24,24,53,40,6,1,6,79,13,12,0,8,53,3,8,1,1,4,0.297,0.351,0.648,1.246,0.38
°h§Ð,Âö¾ð¤ì,1997,0.189,79,249,227,26,23,43,31,10,0,2,59,12,11,0,5,56,3,4,2,11,4,0.241,0.26,0.501,1.577,0.29
°h§Ð,¶ø¤O°¶,1997,0.311,78,324,273,56,81,85,49,11,0,25,171,36,40,4,3,65,8,0,8,0,1,0.395,0.626,1.021,0.926,0.66
°h§Ð,Ã¹¥@©¯,1997,0.3,78,292,257,32,33,77,53,19,0,5,111,24,28,1,5,61,6,1,1,3,5,0.378,0.432,0.81,1.469,0.54
°h§Ð,¾G¤å½å,1997,0.234,77,239,205,30,21,48,32,10,2,4,74,16,25,0,2,50,3,7,0,18,4,0.323,0.361,0.684,2,0.54
°h§Ð,ªLµbÃv,1997,0.274,73,326,274,41,28,75,59,13,0,3,97,16,40,2,6,38,1,5,1,12,7,0.377,0.354,0.731,1.386,1.21
°h§Ð,¤ý¸t¹ý,1997,0.203,72,175,153,17,16,31,22,8,0,1,42,9,18,0,1,48,6,3,0,0,2,0.291,0.275,0.566,2.08,0.4
°h§Ð,ªL©É§»,1997,0.206,71,220,194,24,20,40,25,11,2,2,61,15,18,0,0,51,4,8,0,5,1,0.274,0.314,0.588,2.469,0.35
°h§Ð,³¯¬±¨k,1997,0.19,71,129,121,16,12,23,15,7,0,1,33,8,6,0,0,27,2,1,1,10,4,0.227,0.273,0.5,1.433,0.22
°h§Ð,³¯¤j¶¶,1997,0.23,70,208,191,15,25,44,31,6,1,6,70,13,16,0,0,42,6,1,0,2,3,0.29,0.366,0.656,1.789,0.38
°h§Ð,¦ó?¤Z,1997,0.218,70,204,179,19,21,39,30,7,1,1,51,9,17,0,1,45,4,7,0,9,0,0.289,0.285,0.574,2.4,0.4
°h§Ð,±i®a»¨,1997,0.191,70,177,157,18,8,30,24,3,2,1,40,6,18,0,1,33,5,1,0,1,2,0.278,0.255,0.533,2.519,0.58
°h§Ð,¬x¥¿´Ü,1997,0.182,70,176,148,22,17,27,22,3,1,1,35,5,19,0,1,38,2,6,2,3,2,0.276,0.236,0.512,1.6,0.53
°h§Ð,³¯·ç©÷,1997,0.259,69,217,193,21,17,50,41,8,0,1,61,9,14,0,5,33,8,4,1,2,1,0.324,0.316,0.64,1.255,0.58
°h§Ð,³Ç®¦,1997,0.258,69,278,244,43,39,63,36,14,1,12,115,27,30,4,2,57,6,0,2,0,1,0.342,0.471,0.813,1.175,0.56
°h§Ð,¥d·ç©Ô,1997,0.331,67,276,260,31,40,86,63,18,1,4,118,23,13,2,1,50,6,0,2,2,1,0.362,0.454,0.816,1.138,0.28
°h§Ð,·¨·Ô°ó,1997,0.241,67,150,141,15,11,34,29,3,0,2,43,5,3,0,3,44,5,2,1,5,3,0.27,0.305,0.575,2.667,0.14
°h§Ð,§f¤å¥Í,1997,0.208,67,177,154,19,6,32,25,6,0,1,41,7,15,0,1,22,3,7,0,2,1,0.282,0.266,0.548,2.057,0.73
°h§Ð,±i¨ó¶i,1997,0.255,66,201,196,13,22,50,34,13,0,3,72,16,1,0,1,40,2,3,0,1,3,0.263,0.367,0.63,1.224,0.05
°h§Ð,±i¤å©v,1997,0.268,64,246,205,31,28,55,39,12,2,2,77,16,36,1,0,53,2,2,3,1,3,0.373,0.376,0.749,1.267,0.68
°h§Ð,§d­õ©v,1997,0.236,64,163,148,15,16,35,29,4,2,0,43,6,12,0,0,32,3,1,2,2,1,0.29,0.291,0.581,1.27,0.38
°h§Ð,ªôÄQ¼ý,1997,0.231,64,130,121,11,9,28,23,3,1,1,36,5,5,0,2,29,6,1,1,0,1,0.271,0.298,0.569,2.143,0.24
°h§Ð,±i«Ø¾±,1997,0.229,64,144,131,18,13,30,25,3,1,1,38,5,6,0,1,28,1,5,1,4,0,0.266,0.29,0.556,1.026,0.25
°h§Ð,¾|»«,1997,0.312,62,234,221,22,23,69,44,22,1,2,99,25,9,1,3,37,1,1,0,1,2,0.348,0.448,0.796,2.026,0.32
°h§Ð,¯Õ°·½÷,1997,0.13,62,64,54,9,1,7,7,0,0,0,7,0,7,0,1,25,0,2,0,6,0,0.242,0.13,0.372,1.4,0.32
°h§Ð,³¯ª÷­Z,1997,0.296,60,210,189,31,29,56,38,11,0,7,88,18,14,1,0,25,5,2,5,3,0,0.337,0.466,0.803,0.691,0.56
°h§Ð,·R¤O¥Í,1997,0.316,59,190,155,30,23,49,25,17,0,7,87,24,22,2,5,37,2,6,2,1,2,0.413,0.561,0.974,0.75,0.73
°h§Ð,¯«¯u¤ô,1997,0.293,59,234,215,38,26,63,50,6,3,4,87,13,12,0,3,23,5,2,2,4,4,0.336,0.405,0.741,2.595,0.65
°h§Ð,±iÄ£ÄË,1997,0.275,56,195,171,24,21,47,35,8,1,3,66,12,19,2,0,19,6,2,3,10,6,0.342,0.386,0.728,1.488,1
°h§Ð,¼ï·ç¶¯,1997,0.211,56,40,38,9,2,8,7,0,1,0,10,1,0,0,1,10,0,1,0,3,4,0.231,0.263,0.494,1.333,0.1
°h§Ð,³¯«Â¦¨,1997,0.209,56,177,158,21,18,33,25,6,0,2,45,8,13,0,2,17,5,3,1,1,1,0.276,0.285,0.561,1.732,0.88
°h§Ð,©P¼w½å,1997,0.27,52,128,115,11,13,31,25,5,0,1,39,6,10,0,1,36,4,1,1,1,2,0.331,0.339,0.67,2.125,0.31
°h§Ð,§d«ä½å,1997,0.223,52,149,139,19,13,31,23,6,0,2,43,8,6,0,1,21,1,1,2,1,2,0.257,0.309,0.566,2.214,0.33
°h§Ð,¶À¦Û±j,1997,0.198,52,125,116,17,7,23,20,2,1,0,27,3,7,0,0,21,2,2,0,2,3,0.244,0.233,0.477,4.286,0.33
°h§Ð,ªL¥ú¤¤,1997,0.157,49,56,51,7,7,8,6,1,0,1,12,2,3,0,0,21,0,2,0,1,1,0.204,0.235,0.439,1,0.14
°h§Ð,­Jªø»¨,1997,0.048,48,30,21,12,0,1,1,0,0,0,1,0,1,0,1,2,0,7,0,3,4,0.13,0.048,0.178,2.125,1
°h§Ð,¹ù±Ó¶¯,1997,0.32,47,196,172,36,40,55,36,11,0,8,90,19,21,0,1,29,3,0,2,4,2,0.393,0.523,0.916,0.894,0.76
°h§Ð,§õÁo´I,1997,0.252,46,172,159,21,19,40,27,7,0,6,65,13,10,1,2,36,6,0,1,2,0,0.302,0.409,0.711,2.36,0.33
°h§Ð,¹ù­z¤¯,1997,0.247,46,176,162,15,11,40,30,7,1,2,55,10,11,1,1,53,2,2,0,0,4,0.299,0.34,0.639,1.448,0.23
°h§Ð,±iÞ³,1997,0.227,46,149,141,13,8,32,28,3,0,1,38,4,4,0,2,34,4,2,0,4,5,0.259,0.27,0.529,3.053,0.18
°h§Ð,¦ó¨}§Ó,1997,0.206,45,171,155,15,6,32,30,1,1,0,35,2,7,0,1,24,4,8,0,2,2,0.245,0.226,0.471,3.458,0.33
°h§Ð,©_«Â,1997,0.327,44,179,153,30,19,50,37,11,1,1,66,13,17,2,0,20,1,7,2,3,3,0.39,0.431,0.821,1.091,0.85
°h§Ð,¤ý¥úº³,1997,0.303,44,176,165,16,18,50,41,5,1,3,66,9,7,0,0,26,6,4,0,0,0,0.331,0.4,0.731,2,0.27
°h§Ð,·¨ºÖ¸s,1997,0.19,44,133,121,6,11,23,15,7,0,1,33,8,5,0,2,42,2,4,1,1,0,0.233,0.273,0.506,1.44,0.17
°h§Ð,ªkÄõ§J,1997,0.425,43,159,134,31,32,57,38,10,1,8,93,19,19,1,3,27,2,1,2,5,3,0.5,0.694,1.194,1.65,0.81
°h§Ð,´¿¶Q³¹,1997,0.368,43,194,171,28,36,63,42,15,0,6,96,21,18,1,1,18,0,2,2,7,0,0.427,0.561,0.988,2.615,1.06
°h§Ð,³¯°õ«H,1997,0.29,43,172,155,22,18,45,31,11,0,3,65,14,13,0,0,13,6,3,1,1,1,0.343,0.419,0.762,1.042,1
°h§Ð,¥Õ©ø¥°,1997,0.231,43,144,130,8,6,30,26,3,0,1,36,4,7,0,2,23,3,4,1,1,1,0.279,0.277,0.556,1.645,0.39
°h§Ð,®]®aÀà,1997,0.093,42,89,86,5,1,8,7,1,0,0,9,1,2,0,0,26,6,1,0,4,0,0.114,0.105,0.219,4.889,0.08
°h§Ð,»u§Ó»·,1997,0.356,40,151,132,20,20,47,35,6,0,6,71,12,12,0,4,15,4,2,1,0,1,0.423,0.538,0.961,1.769,1.07
°h§Ð,³¯¤å»«,1997,0.278,39,116,108,17,19,30,21,5,0,4,47,9,6,0,0,23,4,1,1,0,0,0.313,0.435,0.748,1.85,0.26
°h§Ð,Ã¹º~,1997,0.324,38,123,105,23,16,34,22,8,3,1,51,12,15,1,3,14,3,0,0,8,1,0.423,0.486,0.909,1.375,1.29
°h§Ð,ªLÂE»·,1997,0.252,36,119,107,12,20,27,16,7,0,4,46,11,6,0,2,22,5,0,4,2,0,0.294,0.43,0.724,0.632,0.36
°h§Ð,¥Õ©ø¥°,1997,0.252,36,138,127,13,12,32,24,5,1,2,45,8,7,0,0,18,8,3,1,3,3,0.289,0.354,0.643,1.793,0.39
°h§Ð,¶À«T³Ç,1997,0.202,36,94,84,10,7,17,14,3,0,0,20,3,4,0,0,11,3,4,2,0,0,0.233,0.238,0.471,0.933,0.36
°h§Ð,¿à±R¥ú,1997,0.125,36,51,48,5,2,6,4,2,0,0,8,2,1,0,0,13,0,2,0,1,0,0.143,0.167,0.31,2.444,0.08
°h§Ð,¨H«T©¾,1997,0.316,35,130,117,12,6,37,30,7,0,0,44,7,13,0,0,17,2,0,0,1,1,0.385,0.376,0.761,1.333,0.76
°h§Ð,¬x±Ò®p,1997,0.216,35,109,102,5,10,22,17,4,0,1,29,5,6,1,1,27,2,0,0,2,2,0.266,0.284,0.55,1.038,0.26
°h§Ð,³\¿üµØ,1997,0.183,35,103,93,6,2,17,14,3,0,0,20,3,7,0,0,18,1,2,1,0,0,0.238,0.215,0.453,1.103,0.39
°h§Ð,®iÀs,1997,0.315,34,133,111,17,33,35,16,8,0,11,76,19,17,3,5,30,1,0,0,0,0,0.429,0.685,1.114,0.917,0.73
°h§Ð,¦ã§J¯S,1997,0.267,34,95,90,11,11,24,15,5,0,4,41,9,2,0,0,25,1,3,0,2,0,0.283,0.456,0.739,0.913,0.08
°h§Ð,³¯¤å»«,1997,0.24,34,103,96,10,17,23,15,5,0,3,37,8,5,0,0,27,4,2,0,0,1,0.277,0.385,0.662,2,0.19
°h§Ð,ÁÂ©_¾±,1997,0.26,33,76,73,17,4,19,15,4,0,0,23,4,2,0,0,7,3,1,0,5,1,0.28,0.315,0.595,1.765,0.29
°h§Ð,³¯«Û¦¨,1997,0.18,33,100,89,2,8,16,15,0,1,0,18,1,8,0,1,18,7,1,1,1,1,0.253,0.202,0.455,2.353,0.5
°h§Ð,¤j½Ã,1997,0.304,32,126,112,15,12,34,27,4,1,2,46,7,10,0,1,17,2,2,1,2,3,0.363,0.411,0.774,1.56,0.65
°h§Ð,§õ¤å¶Ç,1997,0.154,32,45,39,7,1,6,4,2,0,0,8,2,3,0,0,7,1,3,0,0,0,0.214,0.205,0.419,2.5,0.43
°h§Ð,ÅK¥¬­m,1997,0.324,31,124,108,18,16,35,21,12,0,2,53,14,13,1,0,15,1,0,3,2,1,0.387,0.491,0.878,0.968,0.87
°h§Ð,«Â®æ,1997,0.365,29,129,104,21,24,38,20,13,0,5,66,18,22,0,3,20,4,0,0,2,0,0.488,0.635,1.123,0.917,1.25
°h§Ð,¹ù­z¤¯,1997,0.209,27,47,43,6,4,9,6,1,0,2,16,3,2,0,0,15,0,2,0,0,1,0.244,0.372,0.616,3.2,0.13
°h§Ð,°¶¤O,1997,0.231,26,95,78,9,6,18,13,2,0,3,29,5,15,2,2,22,6,0,0,1,2,0.368,0.372,0.74,1,0.77
°h§Ð,½²Â×¦w,1997,0.077,26,42,39,1,0,3,2,1,0,0,4,1,2,0,0,14,0,1,0,2,0,0.122,0.103,0.225,1.556,0.14
°h§Ð,¤ý«T­¦,1997,0.359,24,71,64,7,7,23,20,3,0,0,26,3,3,0,0,3,1,3,1,0,0,0.382,0.406,0.788,5,1
°h§Ð,«J©ú©[,1997,0.259,24,64,58,4,4,15,11,3,0,1,21,4,5,0,0,13,1,1,0,1,1,0.317,0.362,0.679,1.818,0.38
°h§Ð,¨H«T©¾,1997,0.214,24,47,42,4,2,9,8,0,1,0,11,1,4,0,1,2,2,0,0,0,2,0.298,0.262,0.56,1.214,2.5
°h§Ð,§d«T½å,1997,0.233,23,45,43,8,2,10,9,0,0,1,13,1,1,0,0,7,0,1,0,2,3,0.25,0.302,0.552,1.7,0.14
°h§Ð,»¨¥ß·~,1997,0.209,23,69,67,5,5,14,10,2,0,2,22,4,1,0,0,18,0,1,0,3,0,0.221,0.328,0.549,1.118,0.06
°h§Ð,±iÞ³,1997,0.111,23,28,27,4,0,3,3,0,0,0,3,0,1,0,0,9,1,0,0,0,0,0.143,0.111,0.254,6.5,0.11
°h§Ð,³¯«T´¼,1997,0.25,21,23,20,4,4,5,4,0,0,1,8,1,3,0,0,5,1,0,0,0,0,0.348,0.4,0.748,0.667,0.6
°h§Ð,±j´µ,1997,0.222,19,77,63,11,12,14,8,2,0,4,28,6,12,3,1,22,0,0,1,2,0,0.351,0.444,0.795,1.154,0.59
°h§Ð,¦ó¨}§Ó,1997,0.16,19,26,25,2,0,4,4,0,0,0,4,0,1,0,0,3,1,0,0,0,1,0.192,0.16,0.352,2.6,0.33
°h§Ð,¤ý«O¤å,1997,0.059,18,18,17,1,0,1,1,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0.111,0.059,0.17,3.667,0.5
°h§Ð,ªL¦Ê¦ë,1997,0.357,16,18,14,0,3,5,5,0,0,0,5,0,3,0,1,3,0,0,0,0,0,0.5,0.357,0.857,0.5,1.33
°h§Ð,§dÁnªZ,1997,0.308,16,14,13,1,2,4,3,1,0,0,5,1,1,0,0,5,1,0,0,0,1,0.357,0.385,0.742,0,0.2
°h§Ð,°ªµn,1997,0.286,16,51,49,5,12,14,6,6,0,2,26,8,2,0,0,16,2,0,0,1,0,0.314,0.531,0.845,1.111,0.13
°h§Ð,§f¹Å©ú,1997,0.167,15,18,18,0,0,3,3,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0.167,0.167,0.334,0.857,0
°h§Ð,³\¿üµØ,1997,0.091,10,12,11,0,1,1,1,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0.167,0.091,0.258,1.333,0.33
°h§Ð,ªL¥¿°¶,1997,0,10,9,7,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0.125,0,0.125,2,0.5
°h§Ð,ªZ«Ø¦{,1997,0.167,9,13,12,1,0,2,1,1,0,0,3,1,1,0,0,6,0,0,0,1,0,0.231,0.25,0.481,3,0.17
°h§Ð,¤×¦ùµû,1997,0.364,8,12,11,5,1,4,3,0,0,1,7,1,1,0,0,4,0,0,0,0,0,0.417,0.636,1.053,2,0.25
°h§Ð,¶À¼sµX,1997,0.273,7,13,11,0,2,3,2,1,0,0,4,1,2,0,0,3,0,0,0,0,0,0.385,0.364,0.749,4,0.67
°h§Ð,»¯¤l³Ç,1997,0,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
°h§Ð,§õ©ú¾±,1997,0,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
°h§Ð,®]®aÀà,1997,0,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
°h§Ð,¼B©ú¦N,1997,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
°h§Ð,ªL¥ú¤¤,1997,0.25,6,11,8,3,0,2,2,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0.455,0.25,0.705,0.333,1.5
°h§Ð,À¹¤_µ{,1997,0.2,6,5,5,1,1,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0.2,0.2,0.4,0,0
°h§Ð,¸¯¨Ó§J,1997,0.1,6,23,20,1,0,2,2,0,0,0,2,0,3,0,0,7,1,0,0,0,0,0.217,0.1,0.317,2.333,0.43
°h§Ð,ÅÇ¹p,1997,0.25,5,16,16,2,0,4,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0.25,0.25,0.5,1.25,0
°h§Ð,«J©ú©[,1997,0,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0
°h§Ð,¤R«nªi,1997,0,5,8,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0.375,0,0.375,0,1
°h§Ð,§B¯Ç¼w,1997,0.222,4,20,18,2,4,4,2,1,0,1,8,2,2,0,0,6,0,0,0,0,0,0.3,0.444,0.744,0.333,0.33
°h§Ð,³¯¥ú½÷,1997,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
°h§Ð,·¨ºÖ¸s,1997,0.333,3,3,3,1,1,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0.333,1.333,1.666,0,0
°h§Ð,³¯¼y°ê,1997,0.167,3,13,12,3,2,2,2,0,0,0,2,0,1,0,0,3,0,0,0,1,0,0.231,0.167,0.398,0.75,0.33
°h§Ð,§d«TµØ,1997,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
°h§Ð,ªô±Ò¦¨,1997,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
°h§Ð,§õºû©Ô,1997,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
°h§Ð,­S­}©Ô,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
°h§Ð,¶§¤¶¤¯,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
°h§Ð,¼w¥î,1998,0.321,105,459,368,72,79,118,64,33,2,19,212,54,76,1,10,78,5,0,5,11,6,0.444,0.576,1.02,1.213,1.1
°h§Ð,¶À©¾¸q,1998,0.314,105,488,430,65,46,135,98,23,4,10,196,37,47,2,3,38,9,5,3,14,9,0.383,0.456,0.839,1.366,1.32
°h§Ð,¦w¦¬¦h,1998,0.305,105,456,390,70,65,119,78,31,1,9,179,41,50,2,9,52,14,3,4,6,3,0.393,0.459,0.852,1.173,1.13
°h§Ð,¤ý¶Ç®a,1998,0.278,105,427,367,46,39,102,76,16,3,7,145,26,47,0,2,46,6,6,5,8,7,0.359,0.395,0.754,1.091,1.07
°h§Ð,Ã¹±Ó­ë,1998,0.276,105,440,362,35,60,100,71,24,0,5,139,29,64,6,10,61,6,1,2,2,4,0.397,0.384,0.781,1.253,1.21
°h§Ð,©Ç¤O¨k,1998,0.387,104,457,354,78,101,137,80,23,3,31,259,57,97,3,2,82,12,0,4,0,0,0.516,0.732,1.248,1.206,1.21
°h§Ð,µ£Úz½÷,1998,0.301,104,423,386,64,68,116,81,24,1,10,172,35,33,1,1,79,12,1,2,15,4,0.355,0.446,0.801,1.487,0.43
°h§Ð,½²©ø²»,1998,0.292,104,406,349,46,44,102,88,9,4,1,122,14,36,0,6,67,5,11,4,13,12,0.365,0.35,0.715,1.955,0.63
°h§Ð,±i®õ¤s,1998,0.323,103,421,372,63,78,120,73,29,4,14,199,47,40,6,5,56,5,0,4,27,9,0.392,0.535,0.927,1.703,0.8
°h§Ð,ªLµbÃv,1998,0.302,103,455,404,69,64,122,84,30,0,8,176,38,36,2,6,82,5,3,6,34,17,0.363,0.436,0.799,1.348,0.51
°h§Ð,ªL¥ò¬î,1998,0.294,103,438,378,44,60,111,73,22,1,15,180,38,57,7,2,54,7,0,1,6,2,0.388,0.476,0.864,0.945,1.09
°h§Ð,³¯¬F½å,1998,0.264,103,368,329,41,51,87,54,24,2,7,136,33,28,1,0,70,10,5,6,4,4,0.317,0.413,0.73,0.968,0.4
°h§Ð,³¯¸Óµo,1998,0.26,103,429,392,48,56,102,63,19,4,16,177,39,28,1,4,103,11,3,2,11,4,0.315,0.452,0.767,1.595,0.31
°h§Ð,ªL©¨«G,1998,0.229,103,368,336,32,23,77,62,13,2,0,94,15,16,0,0,52,8,14,2,5,5,0.263,0.28,0.543,1.624,0.31
°h§Ð,³¯·ç®¶,1998,0.259,102,395,343,46,37,89,72,14,1,2,111,17,29,0,4,44,5,16,3,8,3,0.322,0.324,0.646,2.013,0.75
°h§Ð,³¯³s§»,1998,0.314,101,399,328,72,58,103,64,16,7,16,181,39,58,1,7,74,0,4,2,26,6,0.425,0.552,0.977,1.151,0.88
°h§Ð,Âö§§Âí,1998,0.282,101,470,426,71,38,120,98,14,8,0,150,22,15,0,7,40,8,18,3,53,18,0.315,0.352,0.667,2.633,0.55
°h§Ð,¸­§g¼ý,1998,0.195,101,359,308,27,25,60,48,10,1,1,75,12,28,0,5,71,8,15,3,3,7,0.27,0.244,0.514,1.955,0.46
°h§Ð,¶ÀÞ£¶©,1998,0.354,99,393,347,44,47,123,99,22,1,1,150,24,38,7,1,24,6,2,5,13,9,0.414,0.432,0.846,1.275,1.63
°h§Ð,¤j«Ò¤h,1998,0.292,99,446,390,98,29,114,77,26,4,7,169,37,51,7,3,59,7,2,0,65,19,0.378,0.433,0.811,1.355,0.92
°h§Ð,ªL©ö¼W,1998,0.254,99,381,335,54,18,85,69,14,1,1,104,16,31,0,6,33,5,8,1,20,7,0.327,0.31,0.637,0.965,1.12
°h§Ð,Âö¾ð¤ì,1998,0.258,98,314,283,38,29,73,59,7,5,2,96,14,17,0,5,63,7,6,3,8,2,0.308,0.339,0.647,1.786,0.35
°h§Ð,³¯ª÷­Z,1998,0.328,97,396,332,52,60,109,75,26,0,8,159,34,52,2,4,35,7,2,6,12,10,0.419,0.479,0.898,0.69,1.6
°h§Ð,´¿´¼°»,1998,0.322,97,342,295,43,47,95,69,21,2,3,129,26,27,1,11,46,9,6,3,5,5,0.396,0.437,0.833,1.47,0.83
°h§Ð,³¯µaÂ×,1998,0.241,96,381,345,51,22,83,75,6,2,0,93,8,23,0,2,45,9,10,1,17,8,0.291,0.27,0.561,1.886,0.56
°h§Ð,³¯¤j¶¶,1998,0.224,95,287,245,26,37,55,32,14,1,8,95,23,30,2,2,41,8,4,6,3,2,0.307,0.388,0.695,1.338,0.78
°h§Ð,®õ¥Ì¤O,1998,0.376,94,395,327,66,83,123,77,25,0,21,211,46,60,1,6,63,8,0,2,2,1,0.478,0.645,1.123,1.648,1.05
°h§Ð,¬x±Ò®p,1998,0.27,93,346,304,42,45,82,61,11,0,10,123,21,34,0,3,80,4,0,5,6,3,0.344,0.405,0.749,0.986,0.46
°h§Ð,³¯¤å»«,1998,0.264,93,313,288,36,36,76,53,15,0,8,115,23,18,0,1,68,9,6,0,2,1,0.309,0.399,0.708,2.061,0.28
°h§Ð,§d­õ©v,1998,0.255,93,343,298,35,33,76,51,20,2,3,109,25,35,1,3,53,7,6,1,1,1,0.338,0.366,0.704,1.708,0.72
°h§Ð,§õ©~©ú,1998,0.269,92,360,320,33,36,86,67,15,1,3,112,19,28,1,2,30,12,9,1,4,3,0.33,0.35,0.68,1.14,1
°h§Ð,³¯©v¨k,1998,0.201,92,242,214,27,17,43,37,6,0,0,49,6,21,0,1,41,5,5,1,3,0,0.274,0.229,0.503,1.429,0.54
°h§Ð,©Ô­¸¤O,1998,0.29,91,397,331,63,42,96,71,18,2,5,133,25,43,2,16,53,2,7,0,1,4,0.397,0.402,0.799,1.333,1.11
°h§Ð,³¯«T©M,1998,0.232,91,329,284,31,38,66,46,14,1,5,97,20,35,0,2,52,11,5,3,1,4,0.318,0.342,0.66,1.32,0.71
°h§Ð,ªLÂE»·,1998,0.267,90,297,281,35,50,75,51,13,1,10,120,24,11,0,3,58,10,1,1,6,4,0.301,0.427,0.728,1.206,0.24
°h§Ð,³¯Ãh¤s,1998,0.246,89,284,264,26,18,65,49,13,2,1,85,16,14,0,2,46,4,4,0,12,4,0.289,0.322,0.611,1.617,0.35
°h§Ð,±i®a»¨,1998,0.248,87,310,266,34,35,66,48,11,3,4,95,18,34,1,4,47,7,3,3,5,5,0.339,0.357,0.696,1.789,0.81
°h§Ð,ªL©É§»,1998,0.213,87,233,207,22,15,44,30,8,2,4,68,14,13,1,1,61,1,10,1,7,1,0.261,0.329,0.59,1.69,0.23
°h§Ð,¤ý¥ú½÷,1998,0.305,86,359,334,41,56,102,81,12,0,9,141,21,15,2,3,38,11,4,3,5,7,0.338,0.422,0.76,1.422,0.47
°h§Ð,¤ý®f¯E,1998,0.3,86,271,240,38,36,72,53,13,2,4,101,19,16,0,6,32,5,7,2,5,3,0.356,0.421,0.777,2.085,0.69
°h§Ð,®}¾ã·í,1998,0.246,86,292,264,24,18,65,56,9,0,0,74,9,6,0,1,26,3,18,2,3,2,0.264,0.28,0.544,1.573,0.27
°h§Ð,¬x¼wªÚ,1998,0.232,86,272,254,21,18,59,48,8,1,2,75,11,10,0,4,73,6,2,2,6,4,0.27,0.295,0.565,1.291,0.19
