STATE,NAME,YEAR,AVG,G,PA,AB,R,RBI,H,1B,2B,3B,HR,TB,EB,BB,IBB,HBP,SO,GIDP,SAC,SF,SB,CS,OBP,SLG,TA,G/F,KBB
²{§Ð,¤ý³Ó°¶,2020,0.269,30,83,67,10,5,18,15,2,0,1,23,3,11,0,1,19,2,3,1,4,1,0.375,0.343,0.718,0.619,0.63
²{§Ð,±i°¶¸t,2020,0.262,29,75,65,13,2,17,13,2,1,1,24,4,10,0,0,18,0,0,0,2,3,0.36,0.369,0.729,2,0.56
²{§Ð,¤_´Ë¦°,2020,0.192,29,56,52,5,6,10,7,3,0,0,13,3,3,0,0,11,0,1,0,1,3,0.236,0.25,0.486,1,0.27
²{§Ð,¶À¶vÁn,2020,0.324,26,75,68,9,14,22,12,7,0,3,38,10,1,0,1,16,3,3,2,1,0,0.333,0.559,0.892,1.059,0.13
²{§Ð,¼B®É»¨,2020,0.143,24,48,42,5,2,6,4,1,0,1,10,2,6,0,0,6,1,0,0,0,0,0.25,0.238,0.488,1.5,1
²{§Ð,¾GñZ¤å,2020,0.188,22,53,48,6,3,9,6,0,0,3,18,3,4,0,1,26,0,0,0,1,0,0.264,0.375,0.639,0.625,0.19
²{§Ð,³¯«~±¶,2020,0.179,22,42,39,7,6,7,4,1,0,2,14,3,2,0,0,10,2,0,1,0,0,0.214,0.359,0.573,0.643,0.2
²{§Ð,·¨·ç©Ó,2020,0.345,21,63,55,14,9,19,15,1,0,3,29,4,7,0,1,18,0,0,0,0,0,0.429,0.527,0.956,2,0.44
²{§Ð,³¢¥Ãºû,2020,0.19,21,23,21,0,3,4,4,0,0,0,4,0,1,0,0,6,1,0,1,0,0,0.217,0.19,0.407,1.4,0.17
²{§Ð,·¨®Ê»¨,2020,0.167,21,57,54,4,6,9,7,1,0,1,13,2,2,0,1,18,1,0,0,0,0,0.211,0.241,0.452,0.8,0.17
²{§Ð,¶¾°·®x,2020,0.227,18,24,22,4,3,5,3,1,1,0,8,2,2,0,0,3,1,0,0,0,0,0.292,0.364,0.656,2.5,0.67
°h§Ð,Ã¹°êÀs,2020,0.175,17,44,40,6,6,7,5,1,0,1,11,2,3,0,1,12,2,0,0,2,0,0.25,0.275,0.525,0.75,0.33
²{§Ð,¼ï§ÓªÚ,2020,0.3,15,33,30,8,6,9,4,3,1,1,17,5,3,1,0,8,0,0,0,1,0,0.364,0.567,0.931,1.6,0.38
²{§Ð,©¨¬FµØ,2020,0.208,15,26,24,5,6,5,3,1,0,1,9,2,0,0,0,5,0,1,1,1,1,0.2,0.375,0.575,0.778,0
²{§Ð,§ù®a©ú,2020,0.261,14,24,23,3,3,6,5,1,0,0,7,1,1,0,0,6,0,0,0,0,0,0.292,0.304,0.596,0.833,0.17
°h§Ð,·¨®aºû,2020,0.12,12,26,25,2,2,3,0,2,0,1,8,3,1,0,0,8,1,0,0,0,0,0.154,0.32,0.474,0.556,0.13
°h§Ð,¤è§J°¶,2020,0.056,12,20,18,0,2,1,1,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0.15,0.056,0.206,2,1
²{§Ð,Ã¹ÝÂ±¶,2020,0.25,8,26,24,4,3,6,3,2,1,0,10,3,1,0,0,7,0,0,1,0,0,0.269,0.417,0.686,1.4,0.14
°h§Ð,±i§Ó±j,2020,0.222,7,10,9,0,2,2,2,0,0,0,2,0,1,0,0,6,0,0,0,0,0,0.3,0.222,0.522,0,0.17
²{§Ð,«À«aÞ³,2020,0.154,7,13,13,1,0,2,1,1,0,0,3,1,0,0,0,3,0,0,0,0,0,0.154,0.231,0.385,0.333,0
²{§Ð,¤ý¸ÖÁo,2020,0.077,7,14,13,0,1,1,0,1,0,0,2,1,1,0,0,6,0,0,0,0,0,0.143,0.154,0.297,1,0.17
°h§Ð,½²«³¥È,2020,0.375,6,12,8,2,1,3,3,0,0,0,3,0,3,0,0,1,0,1,0,0,0,0.545,0.375,0.92,0.667,3
²{§Ð,¥Ûµ¾¦t,2020,0.182,6,14,11,0,1,2,2,0,0,0,2,0,0,0,1,6,0,1,1,0,0,0.231,0.182,0.413,1.5,0.17
²{§Ð,±i¶{³Ô,2020,0.154,6,14,13,2,0,2,2,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0.214,0.154,0.368,0.6,0.33
°h§Ð,³¢®m°¶,2020,0.1,6,11,10,0,1,1,1,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0.182,0.1,0.282,0.667,0.25
²{§Ð,¸­¦Ë°a,2020,0,6,6,5,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0.167,0,0.167,2,0.5
²{§Ð,±i«a§Ê,2020,0.125,5,8,8,0,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0.125,0.125,0.25,1,0
°h§Ð,¶À®¦½ç,2020,0.1,5,10,10,0,0,1,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0.1,0.1,0.2,0,0
²{§Ð,ªô´¼§e,2020,0.167,4,8,6,1,2,1,0,1,0,0,2,1,1,0,0,2,0,0,1,0,0,0.25,0.333,0.583,0,0.5
°h§Ð,§d°ê»¨,2020,0,4,4,3,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0.25,0,0.25,0,0.33
²{§Ð,ªL¿A±l,2020,0.545,3,11,11,2,3,6,5,1,0,0,7,1,0,0,0,2,0,0,0,1,1,0.545,0.636,1.181,2,0
²{§Ð,°¨³Ç´Ë,2020,0.231,3,13,13,1,1,3,2,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0.231,0.385,0.616,0.667,0
°h§Ð,ªL©úªN,2020,0.2,3,10,10,1,0,2,1,1,0,0,3,1,0,0,0,2,0,0,0,0,0,0.2,0.3,0.5,0.5,0
²{§Ð,ªô¤¦,2020,0.25,2,9,8,3,1,2,2,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0.333,0.25,0.583,3,0.5
²{§Ð,ªL«Â§Ê,2020,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
²{§Ð,³\­õ®Ë,2020,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
²{§Ð,³\°ò§»,2021,0.29,120,522,449,64,68,130,78,38,0,14,210,52,53,0,7,94,9,5,8,10,3,0.368,0.468,0.836,0.776,0.64
²{§Ð,¦¿©[¦t,2021,0.261,120,488,433,54,33,113,82,29,1,1,147,31,34,0,9,57,13,12,0,13,0,0.328,0.339,0.667,1.022,0.75
²{§Ð,ªL¹t³Í,2021,0.303,116,477,445,70,56,135,96,33,3,3,183,39,15,0,5,55,12,7,5,23,7,0.33,0.411,0.741,0.949,0.36
²{§Ð,ªL¦w¥i,2021,0.302,114,454,387,70,67,117,85,14,2,16,183,32,50,4,12,75,5,1,4,17,6,0.395,0.473,0.868,0.587,0.83
²{§Ð,³¯¤l»¨,2021,0.276,114,465,388,56,68,107,73,15,5,14,174,34,59,1,14,60,8,1,3,3,5,0.388,0.448,0.836,0.829,1.22
²{§Ð,¤ý«Â±á,2021,0.323,113,532,492,74,34,159,147,10,1,1,174,12,33,0,3,56,6,2,2,21,6,0.368,0.354,0.722,1.728,0.64
²{§Ð,³¢¤Ñ«H,2021,0.308,112,442,406,46,36,125,107,10,3,5,156,18,24,1,2,51,7,3,6,22,10,0.345,0.384,0.729,0.838,0.51
²{§Ð,§õ³Í«Â,2021,0.273,112,491,439,62,32,120,94,20,4,2,154,26,35,0,7,37,8,7,3,22,10,0.335,0.351,0.686,1.655,1.14
²{§Ð,¥ÓµqÞ³,2021,0.272,111,354,305,41,33,83,55,22,2,4,121,28,35,1,6,66,5,6,2,10,4,0.356,0.397,0.753,0.864,0.62
²{§Ð,ªL¯q¥þ,2021,0.286,109,424,388,39,52,111,71,29,0,11,173,40,31,4,0,66,12,0,5,1,1,0.335,0.446,0.781,1,0.47
²{§Ð,ªLªl¨|,2021,0.295,107,425,386,60,59,114,65,34,1,14,192,49,27,2,9,62,15,1,2,1,0,0.354,0.497,0.851,1.029,0.58
²{§Ð,¸â¤l½å,2021,0.275,105,415,364,36,62,100,69,21,0,10,151,31,43,1,4,55,14,2,2,3,2,0.356,0.415,0.771,0.836,0.85
²{§Ð,Ä¬´¼³Ç,2021,0.275,105,425,375,69,61,103,70,22,3,8,155,33,36,3,3,78,3,4,7,15,8,0.337,0.413,0.75,0.864,0.5
²{§Ð,³¯³Ç¾Ë,2021,0.325,104,450,394,69,36,128,107,11,7,3,162,21,42,2,7,40,5,5,1,22,8,0.399,0.411,0.81,1.417,1.23
²{§Ð,ªô¤¦,2021,0.258,102,314,283,42,46,73,57,12,1,3,96,16,20,0,4,47,12,4,3,1,2,0.313,0.339,0.652,1.464,0.51
²{§Ð,ªL©Ó­¸,2021,0.266,99,351,323,35,52,86,60,19,0,7,126,26,16,0,4,86,10,2,6,6,2,0.304,0.39,0.694,0.787,0.23
²{§Ð,¦¶¨|½å,2021,0.311,98,403,366,54,81,114,79,12,1,22,194,35,24,0,10,71,8,0,3,2,2,0.367,0.53,0.897,1,0.48
²{§Ð,ªL¥ß,2021,0.277,98,407,364,72,47,101,66,22,6,7,156,35,33,2,3,89,11,5,2,27,6,0.341,0.429,0.77,1.291,0.4
²{§Ð,³¯«T¨q,2021,0.352,97,386,338,67,46,119,95,15,2,7,159,24,43,1,2,55,6,0,3,8,6,0.425,0.47,0.895,1.088,0.82
²{§Ð,±ç®aºa,2021,0.287,96,325,289,44,31,83,60,19,0,4,114,23,28,0,6,48,12,1,0,1,0,0.362,0.394,0.756,1.581,0.71
²{§Ð,ªL¯ª³Ç,2021,0.225,96,294,258,25,17,58,47,10,0,1,71,11,14,0,2,42,11,19,1,6,3,0.269,0.275,0.544,1.145,0.38
²{§Ð,­S°ê®f,2021,0.27,92,336,300,46,40,81,55,15,2,9,127,26,31,0,4,67,7,0,1,0,3,0.345,0.423,0.768,0.759,0.52
²{§Ð,°ª°êÅï,2021,0.324,91,349,309,52,35,100,71,19,2,8,147,29,34,1,2,64,6,3,1,0,0,0.393,0.476,0.869,0.84,0.56
²{§Ð,ªL©§¦w,2021,0.276,91,311,268,31,39,74,62,9,0,3,92,12,22,1,9,64,6,7,5,4,2,0.345,0.343,0.688,0.945,0.48
²{§Ð,¤ý¥¿´Å,2021,0.235,90,381,336,39,50,79,57,16,1,5,112,22,30,0,9,60,2,3,3,9,4,0.312,0.333,0.645,0.952,0.65
²{§Ð,¼B°òÂE,2021,0.219,89,352,320,24,36,70,49,18,0,3,97,21,21,0,10,91,6,0,1,1,1,0.287,0.303,0.59,0.633,0.34
°h§Ð,»®¹p©Ô,2021,0.284,87,337,299,28,37,85,65,13,1,6,118,20,33,0,5,66,11,0,0,0,0,0.365,0.395,0.76,0.947,0.58
²{§Ð,°ª¦tªN,2021,0.233,86,234,210,15,27,49,35,9,0,5,73,14,13,0,0,46,2,10,1,1,0,0.277,0.348,0.625,0.938,0.28
²{§Ð,½±¤Ö§»,2021,0.244,85,291,254,16,23,62,45,15,1,1,82,17,20,0,3,65,3,11,3,0,0,0.304,0.323,0.627,0.958,0.35
²{§Ð,³¯¤åªN,2021,0.243,84,320,268,48,31,65,41,16,2,6,103,24,35,1,1,57,2,13,3,9,4,0.329,0.384,0.713,0.884,0.63
²{§Ð,ªL­õÞ±,2021,0.238,84,336,290,34,23,69,52,12,0,5,96,17,34,0,9,58,5,1,2,13,4,0.334,0.331,0.665,0.537,0.74
²{§Ð,³¯ó`°ò,2021,0.201,83,209,174,22,22,35,27,4,0,4,51,8,24,0,3,41,6,5,3,6,1,0.304,0.293,0.597,0.767,0.66
²{§Ð,³¯«~±¶,2021,0.269,82,312,279,28,21,75,59,12,2,2,97,16,26,0,0,36,4,5,2,1,5,0.329,0.348,0.677,0.733,0.72
²{§Ð,³¢ªúªL,2021,0.239,81,254,234,25,35,56,36,13,1,6,89,20,11,0,5,67,8,2,2,8,1,0.286,0.38,0.666,0.949,0.24
²{§Ð,ªL¤l»¨,2021,0.256,80,247,219,31,26,56,45,10,0,1,69,11,21,0,4,46,3,3,0,7,2,0.332,0.315,0.647,1.727,0.54
²{§Ð,°ª°ê½÷,2021,0.23,79,268,243,32,42,56,23,20,1,12,114,33,19,0,1,68,2,0,5,1,0,0.284,0.469,0.753,0.494,0.29
²{§Ð,§õ©v½å,2021,0.223,78,309,274,28,18,61,48,11,2,0,76,13,20,0,3,47,3,8,4,8,5,0.279,0.277,0.556,1.07,0.49
²{§Ð,®³²ö¡D¥ìºy,2021,0.185,77,225,200,22,17,37,22,10,2,3,60,15,19,0,3,70,1,1,2,3,3,0.263,0.3,0.563,1,0.31
²{§Ð,¹ù°·´I,2021,0.321,76,280,237,39,47,76,53,14,1,8,116,23,31,1,5,34,2,0,7,1,0,0.4,0.489,0.889,0.718,1.06
²{§Ð,³¯±á«Â,2021,0.271,75,304,266,34,21,72,55,8,8,1,99,17,33,0,0,36,5,3,2,18,9,0.349,0.372,0.721,1.86,0.92
²{§Ð,§dªF¿Ä,2021,0.237,75,198,173,14,16,41,33,6,1,1,52,8,11,0,7,48,4,6,1,6,0,0.307,0.301,0.608,1.167,0.38
²{§Ð,±i¶i¼w,2021,0.324,71,250,222,27,35,72,56,14,0,2,92,16,20,3,4,27,2,0,4,0,1,0.384,0.414,0.798,0.74,0.89
²{§Ð,©¨ªFµØ,2021,0.21,71,207,181,15,13,38,30,6,0,2,50,8,17,0,0,35,3,8,1,1,0,0.276,0.276,0.552,1.6,0.49
°h§Ð,§d®åºÍ,2021,0.246,70,214,183,23,31,45,40,2,0,3,56,5,20,1,5,29,2,4,2,3,2,0.333,0.306,0.639,1.13,0.86
²{§Ð,´¿³³Âè,2021,0.231,69,240,216,22,29,50,29,13,2,6,85,21,20,1,3,81,3,0,1,2,0,0.304,0.394,0.698,1.098,0.28
²{§Ð,©P«ä»ô,2021,0.228,69,213,193,14,22,44,32,10,0,2,60,12,16,1,0,32,4,2,2,2,3,0.284,0.311,0.595,0.921,0.5
²{§Ð,³¢¥Ãºû,2021,0.292,68,234,209,30,25,61,50,9,2,0,74,11,13,0,1,17,4,10,1,3,4,0.335,0.354,0.689,1.784,0.82
²{§Ð,°¨³Ç´Ë,2021,0.277,67,214,195,32,13,54,46,8,0,0,62,8,12,0,3,31,2,4,0,4,4,0.329,0.318,0.647,1,0.48
²{§Ð,±i¬F¬ê,2021,0.212,66,204,189,23,11,40,31,5,4,0,53,9,12,0,0,46,1,1,2,9,2,0.256,0.28,0.536,1,0.26
²{§Ð,¼ï§ÓªÚ,2021,0.242,65,183,161,21,15,39,28,7,2,2,56,11,8,0,1,31,2,11,2,1,0,0.279,0.348,0.627,1.6,0.29
²{§Ð,³¯­«§Ê,2021,0.246,64,150,130,15,13,32,27,2,0,3,43,5,10,0,2,22,3,5,3,4,1,0.303,0.331,0.634,1.154,0.55
²{§Ð,­ð»F§Ê,2021,0.24,64,134,121,7,13,29,24,4,1,0,35,5,11,0,0,13,2,2,0,0,0,0.303,0.289,0.592,1.189,0.85
²{§Ð,±i¯§»Ê,2021,0.248,63,177,157,19,9,39,31,7,1,0,48,8,13,0,4,18,3,2,1,1,1,0.32,0.306,0.626,1.146,0.94
°h§Ð,³¯³Í­Û,2021,0.253,60,172,146,17,15,37,32,4,1,0,43,5,19,0,1,24,3,4,2,6,5,0.339,0.295,0.634,1.844,0.83
²{§Ð,·¨·ç©Ó,2021,0.249,60,196,169,23,16,42,29,10,2,1,59,13,24,0,1,39,2,0,2,2,2,0.342,0.349,0.691,1.308,0.64
²{§Ð,¥Ûµ¾¦t,2021,0.208,60,134,120,12,3,25,21,3,0,1,31,4,7,0,4,24,4,2,1,6,1,0.273,0.258,0.531,1.643,0.46
²{§Ð,°ª§µ»ö,2021,0.263,57,184,167,21,16,44,40,4,0,0,48,4,12,0,2,33,1,1,2,4,2,0.317,0.287,0.604,1.022,0.42
²{§Ð,§ºÑÔºÍ,2021,0.237,56,93,76,18,9,18,10,5,2,1,30,8,5,0,2,25,0,9,1,6,3,0.298,0.395,0.693,2.071,0.28
²{§Ð,°ª°ê¼y,2021,0.235,56,127,119,6,11,28,24,4,0,0,32,4,4,0,1,26,2,0,3,0,0,0.26,0.269,0.529,0.943,0.19
²{§Ð,¦N¤O¦N¼´¡D¾d«a,2021,0.256,54,226,203,24,32,52,33,8,0,11,93,19,17,1,1,46,9,0,5,1,0,0.31,0.458,0.768,0.692,0.39
²{§Ð,±i°¶¸t,2021,0.267,53,171,146,17,10,39,37,2,0,0,41,2,16,0,3,25,5,5,1,8,4,0.349,0.281,0.63,3.19,0.76
²{§Ð,³¢ÄY¤å,2021,0.219,51,146,137,12,20,30,21,9,0,0,39,9,8,1,1,24,4,0,0,0,1,0.267,0.285,0.552,0.93,0.38
²{§Ð,¶À¬f»¨,2021,0.21,51,173,157,11,18,33,21,9,1,2,50,12,16,0,0,44,4,0,0,0,0,0.283,0.318,0.601,0.951,0.36
²{§Ð,§E¼wÀs,2021,0.287,50,103,94,12,5,27,26,1,0,0,28,1,4,0,1,19,3,4,0,2,1,0.323,0.298,0.621,2.059,0.26
²{§Ð,¦¨®Ê,2021,0.287,50,156,136,13,26,39,34,3,0,2,48,5,7,0,3,13,2,9,1,8,5,0.333,0.353,0.686,1.765,0.77
°h§Ð,±i§Ó±j,2021,0.196,50,56,46,5,3,9,5,4,0,0,13,4,5,1,1,13,0,4,0,0,0,0.288,0.283,0.571,1.545,0.46
²{§Ð,À¹°ö®p,2021,0.162,50,109,99,8,9,16,14,2,0,0,18,2,5,0,2,25,1,1,2,0,0,0.213,0.182,0.395,1.259,0.28
²{§Ð,¨¯¤¸¦°,2021,0.267,49,152,135,13,22,36,24,8,1,3,55,12,8,0,3,23,2,4,2,1,1,0.318,0.407,0.725,1.278,0.48
²{§Ð,³¯®a¾s,2021,0.2,49,122,100,7,10,20,18,1,0,1,24,2,12,0,1,19,4,8,1,0,1,0.289,0.24,0.529,1.5,0.68
²{§Ð,¤_´Ë¦°,2021,0.229,47,103,96,9,13,22,17,3,1,1,30,5,6,0,0,16,2,0,1,2,3,0.272,0.313,0.585,1.107,0.38
°h§Ð,ªLµb²Æ,2021,0.202,47,131,119,7,10,24,20,3,1,0,29,4,5,0,0,29,2,7,0,2,0,0.234,0.244,0.478,1.147,0.17
²{§Ð,ÄY§»¶v,2021,0.241,45,94,79,11,10,19,14,3,0,2,28,5,6,0,2,14,2,3,4,2,0,0.297,0.354,0.651,1.65,0.57
²{§Ð,³¯­«¦Ð,2021,0.265,43,124,113,9,15,30,26,4,0,0,34,4,10,0,1,27,1,0,0,4,2,0.331,0.301,0.632,1.435,0.41
²{§Ð,ªLÖM¿«,2021,0.207,41,109,82,16,14,17,9,5,0,3,31,8,17,0,9,32,1,1,0,4,0,0.398,0.378,0.776,0.889,0.81
²{§Ð,¸­¦Ë°a,2021,0.301,40,102,83,17,6,25,19,5,1,0,32,6,16,0,1,24,2,0,2,1,2,0.412,0.386,0.798,1.769,0.71
²{§Ð,§õ¸t¸Î,2021,0.297,40,127,118,12,7,35,28,6,1,0,43,7,6,0,0,41,3,3,0,4,2,0.331,0.364,0.695,1.647,0.15
²{§Ð,±i§Ó»¨,2021,0.271,40,167,144,24,24,39,22,12,0,5,66,17,20,0,2,42,1,0,1,4,1,0.365,0.458,0.823,0.391,0.52
²{§Ð,¬xÞ³º~,2021,0.167,38,57,54,4,1,9,9,0,0,0,9,0,1,0,1,17,1,1,0,1,1,0.196,0.167,0.363,3.833,0.12
°h§Ð,¼ïªZ¶¯,2021,0.271,36,94,85,9,12,23,19,4,0,0,27,4,8,0,0,18,0,0,1,1,0,0.33,0.318,0.648,1.368,0.44
²{§Ð,Ä¬½n¹F,2021,0.224,36,124,107,17,16,24,17,3,0,4,39,7,13,0,2,21,2,0,2,1,2,0.315,0.364,0.679,0.939,0.71
²{§Ð,³¯°¶º~,2021,0.269,34,89,78,9,2,21,17,4,0,0,25,4,3,0,1,12,4,7,0,2,0,0.305,0.321,0.626,1.737,0.33
²{§Ð,ªL´¼³Ó,2021,0.185,33,76,65,10,13,12,6,3,0,3,24,6,7,0,3,19,3,0,1,0,0,0.289,0.369,0.658,1.333,0.53
°h§Ð,ªL©úªN,2021,0.234,32,70,64,8,10,15,10,3,0,2,24,5,3,0,0,13,2,3,0,0,0,0.269,0.375,0.644,0.857,0.23
°h§Ð,ªL©ô½Ã,2021,0.211,32,104,90,3,14,19,13,3,0,3,31,6,11,0,1,29,0,1,1,0,0,0.301,0.344,0.645,1.316,0.41
²{§Ð,ªL§µµ{,2021,0.247,31,100,89,12,4,22,17,2,2,1,31,5,9,0,0,18,2,2,0,8,1,0.316,0.348,0.664,1.429,0.5
²{§Ð,©¨¬FµØ,2021,0.136,29,53,44,8,3,6,5,0,0,1,9,1,7,0,0,16,0,2,0,1,0,0.255,0.205,0.46,1.182,0.44
²{§Ð,¶À·qÞ³,2021,0.25,28,45,36,9,6,9,7,2,0,0,11,2,7,0,0,12,1,1,1,5,1,0.364,0.306,0.67,0.889,0.58
²{§Ð,±i¶{³Ô,2021,0.205,28,81,73,5,7,15,11,4,0,0,19,4,6,0,0,9,1,1,1,0,0,0.263,0.26,0.523,0.759,0.67
²{§Ð,¼B®É»¨,2021,0.164,27,66,55,1,2,9,6,3,0,0,12,3,7,0,1,13,1,1,2,0,0,0.262,0.218,0.48,0.895,0.62
°h§Ð,Ã¹°êÀs,2021,0.15,27,46,40,1,2,6,5,1,0,0,7,1,3,0,1,12,0,0,2,1,1,0.217,0.175,0.392,0.6,0.33
²{§Ð,ªL¿A±l,2021,0.281,26,62,57,4,3,16,16,0,0,0,16,0,4,0,1,9,1,0,0,0,0,0.339,0.281,0.62,1.462,0.56
²{§Ð,´¿¹|®¦,2021,0.279,26,47,43,9,3,12,6,4,0,2,22,6,3,0,0,12,2,1,0,0,0,0.326,0.512,0.838,1,0.25
°h§Ð,¶§Ä£¾±,2021,0.242,25,95,91,8,4,22,20,1,1,0,25,2,4,0,0,17,1,0,0,2,4,0.274,0.275,0.549,0.857,0.24
°h§Ð,¸â´¼³ó,2021,0.19,25,50,42,3,6,8,5,3,0,0,11,3,6,0,2,6,2,0,0,1,0,0.32,0.262,0.582,3,1.33
²{§Ð,³¯¯u,2021,0.167,25,61,54,4,7,9,2,5,0,2,20,7,6,0,1,24,0,0,0,0,0,0.262,0.37,0.632,1.625,0.29
²{§Ð,¶À¶vÁn,2021,0.286,24,46,42,2,11,12,10,1,0,1,16,2,2,0,0,11,0,0,2,0,0,0.304,0.381,0.685,0.313,0.18
²{§Ð,±i«a§Ê,2021,0.2,24,63,55,9,1,11,7,4,0,0,15,4,5,0,2,19,1,1,0,1,1,0.29,0.273,0.563,1,0.37
²{§Ð,´¿¶Çª@,2021,0.162,22,81,74,4,2,12,8,4,0,0,16,4,4,0,1,18,1,1,1,3,5,0.213,0.216,0.429,3.182,0.28
²{§Ð,§ù®a©ú,2021,0.235,21,58,51,1,5,12,9,2,1,0,16,3,2,1,4,9,2,1,0,1,0,0.316,0.314,0.63,1.214,0.67
²{§Ð,ÂÅ±G­Û,2021,0.232,21,62,56,5,7,13,10,2,0,1,18,3,3,0,1,12,2,1,1,1,1,0.279,0.321,0.6,0.941,0.33
°h§Ð,ªLÅæÄË,2021,0.225,21,78,71,6,10,16,11,2,1,2,26,5,6,0,0,21,0,0,1,0,0,0.282,0.366,0.648,1.188,0.29
²{§Ð,¸³ªÃ°a,2021,0.255,19,60,55,8,7,14,6,5,0,3,28,8,5,0,0,19,1,0,0,0,0,0.317,0.509,0.826,1,0.26
²{§Ð,ªL´¼¥­,2021,0.229,19,53,48,6,1,11,10,1,0,0,12,1,3,0,0,12,0,1,1,2,1,0.269,0.25,0.519,4.4,0.25
²{§Ð,­J«a«\,2021,0.167,16,39,36,4,1,6,4,2,0,0,8,2,2,0,0,16,0,1,0,0,1,0.211,0.222,0.433,0.667,0.13
²{§Ð,¶¾°·®x,2021,0.147,15,37,34,3,1,5,5,0,0,0,5,0,2,0,1,4,2,0,0,0,0,0.216,0.147,0.363,2.125,0.75
°h§Ð,·¨®aºû,2021,0.05,15,24,20,3,2,1,0,0,0,1,4,1,1,0,0,4,2,2,1,0,1,0.091,0.2,0.291,2,0.25
²{§Ð,Ã¹ÝÂ±¶,2021,0.139,14,42,36,9,5,5,4,1,0,0,6,1,3,0,1,9,0,1,1,4,0,0.22,0.167,0.387,1.182,0.44
²{§Ð,¿½¾Ð»Ê,2021,0.139,14,40,36,3,3,5,5,0,0,0,5,0,3,0,1,14,0,0,0,0,0,0.225,0.139,0.364,0.7,0.29
²{§Ð,¦¿«G½n,2021,0.222,13,24,18,0,2,4,3,1,0,0,5,1,1,0,2,8,0,3,0,0,0,0.333,0.278,0.611,1.25,0.38
°h§Ð,³¢®m°¶,2021,0.167,12,23,18,2,2,3,2,1,0,0,4,1,3,0,2,4,1,0,0,2,0,0.348,0.222,0.57,0.571,1.25
²{§Ð,¸­¤l¾^,2021,0.162,12,40,37,5,1,6,5,1,0,0,7,1,1,0,0,4,1,2,0,2,0,0.184,0.189,0.373,1.636,0.25
²{§Ð,¬I«a¦t,2021,0.1,12,24,20,1,0,2,2,0,0,0,2,0,3,0,1,7,0,0,0,0,0,0.25,0.1,0.35,0.1,0.57
²{§Ð,½±´¼½å,2021,0.27,11,40,37,2,1,10,6,4,0,0,14,4,3,0,0,8,2,0,0,0,0,0.325,0.378,0.703,1.111,0.38
²{§Ð,«À«Bµ¾,2021,0.222,11,27,27,1,3,6,5,1,0,0,7,1,0,0,0,8,0,0,0,0,0,0.222,0.259,0.481,1.167,0
²{§Ð,¾GñZ¤å,2021,0,11,15,13,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0.133,0,0.133,0.2,0.29
²{§Ð,¥þ¯EÞ³,2021,0.154,10,27,26,1,2,4,3,1,0,0,5,1,0,0,0,8,0,1,0,0,0,0.154,0.192,0.346,1.5,0
²{§Ð,§õ¥àÄÖ,2021,0.148,10,28,27,3,3,4,1,1,0,2,11,3,1,0,0,9,0,0,0,0,0,0.179,0.407,0.586,1,0.11
²{§Ð,¸³¤l®¦,2021,0.297,9,42,37,3,3,11,9,1,0,1,15,2,5,0,0,0,2,0,0,0,0,0.381,0.405,0.786,1,0
²{§Ð,¤ýÐw¥à,2021,0.176,9,35,34,2,4,6,4,1,0,1,10,2,1,0,0,13,0,0,0,0,0,0.2,0.294,0.494,2,0.08
²{§Ð,¤ý¶¶©M,2021,0.12,9,26,25,2,0,3,3,0,0,0,3,0,0,0,0,7,0,1,0,0,0,0.12,0.12,0.24,0.455,0
°h§Ð,¯Ã¨º´µ,2021,0.32,7,26,25,4,5,8,6,1,0,1,12,2,0,0,1,5,0,0,0,1,0,0.346,0.48,0.826,0.714,0.2
²{§Ð,«À«aÞ³,2021,0.167,7,21,18,2,3,3,2,1,0,0,4,1,3,0,0,6,1,0,0,0,0,0.286,0.222,0.508,1.25,0.5
²{§Ð,½²Âí¦t,2021,0.154,7,13,13,1,0,2,2,0,0,0,2,0,0,0,0,4,1,0,0,0,0,0.154,0.154,0.308,1.333,0
²{§Ð,¤Õ©À®¦,2021,0.143,7,21,21,1,1,3,3,0,0,0,3,0,0,0,0,9,0,0,0,1,0,0.143,0.143,0.286,2,0
²{§Ð,³\­õ®Ë,2021,0,7,11,10,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0.091,0,0.091,1.333,0.33
²{§Ð,ªô¨°,2021,0.5,6,18,16,5,2,8,5,3,0,0,11,3,1,0,1,3,0,0,0,0,0,0.556,0.688,1.244,0.25,0.67
