PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Tim Federowicz,C,CIN,5,6,1,2,1,0,1,2,1,3,0,0,.333,.429,1.000,1.429,7,0,0,0,0,0.00,2,6,0,.500,.667,6.00,.333,.143,.429
Michael Lorenzen,P,CIN,55,31,5,9,1,0,4,10,2,9,0,0,.290,.333,.710,1.043,34,0,1,0,4,3.67,5,22,0,.278,.419,7.75,.222,.059,.265
Eugenio Suarez,3B,CIN,143,527,79,149,22,2,34,104,64,142,1,1,.283,.366,.526,.892,606,9,0,6,20,0.82,58,277,7,.322,.243,15.50,.451,.106,.234
Scooter Gennett,2B,CIN,154,584,86,181,30,3,23,92,42,125,4,2,.310,.357,.490,.847,638,4,3,5,14,0.88,56,286,3,.358,.180,25.39,.336,.066,.196
Joey Votto,1B,CIN,145,503,67,143,28,2,12,67,108,101,2,0,.284,.417,.419,.836,623,9,0,3,15,0.88,42,211,6,.333,.135,41.92,1.069,.173,.162
Jesse Winker,RF,CIN,89,281,38,84,16,0,7,43,49,46,0,0,.299,.405,.431,.836,334,2,1,1,6,0.99,23,121,4,.336,.132,40.14,1.065,.147,.138
Curt Casali,C,CIN,52,140,15,41,10,0,4,16,12,32,0,2,.293,.355,.450,.805,156,2,1,1,5,0.97,14,63,1,.352,.157,35.00,.375,.077,.205
Scott Schebler,RF,CIN,107,380,55,97,19,0,17,49,39,99,4,2,.255,.337,.439,.776,430,9,0,2,5,1.21,36,167,1,.301,.184,22.35,.394,.091,.230
Jose Peraza,SS,CIN,157,632,85,182,31,4,14,58,29,75,23,6,.288,.326,.416,.742,683,9,8,5,12,0.70,49,263,4,.307,.128,45.14,.387,.042,.110
Mason Williams,RF,CIN,51,123,10,36,5,1,2,6,7,29,1,2,.293,.331,.398,.729,132,0,2,0,5,1.31,8,49,1,.370,.106,61.50,.241,.053,.220
Phillip Ervin,LF,CIN,78,218,27,55,10,1,7,31,20,60,6,1,.252,.324,.404,.728,247,5,0,4,5,0.70,18,88,1,.310,.151,31.14,.333,.081,.243
Tucker Barnhart,C,CIN,138,460,50,114,21,3,10,46,54,96,0,4,.248,.328,.372,.700,522,2,3,3,13,1.08,34,171,2,.291,.124,46.00,.563,.103,.184
Dilson Herrera,X,CIN,53,87,11,16,5,0,5,11,8,39,0,0,.184,.268,.414,.682,97,2,0,0,0,0.45,10,36,0,.256,.230,17.40,.205,.082,.402
Preston Tucker,LF,CIN,17,37,4,7,1,0,2,5,4,9,0,0,.189,.286,.378,.664,42,1,0,0,0,0.75,3,14,0,.192,.189,18.50,.444,.095,.214
