PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
DJ Stewart,LF,BAL,17,40,8,10,3,0,3,10,4,12,2,1,.250,.340,.550,.890,47,2,0,1,0,0.90,6,22,0,.269,.300,13.33,.333,.085,.255
Renato Nunez,3B,BAL,60,200,26,55,13,0,7,20,16,50,0,0,.275,.336,.445,.781,220,3,0,1,4,0.75,20,89,0,.333,.170,28.57,.320,.073,.227
Mark Trumbo,DH,BAL,90,330,41,86,12,0,17,44,24,87,0,0,.261,.313,.452,.765,358,2,0,2,10,0.99,29,149,0,.303,.191,19.41,.276,.067,.243
Adam Jones,CF,BAL,145,580,54,163,35,0,15,63,24,93,7,1,.281,.313,.419,.732,613,5,0,4,21,0.98,50,243,1,.311,.138,38.67,.258,.039,.152
Jonathan Villar,2B,BAL,54,209,28,54,4,0,8,24,22,58,21,3,.258,.336,.392,.728,236,3,1,1,4,1.02,12,82,0,.319,.134,26.12,.379,.093,.246
Danny Valencia,3B,BAL,79,255,28,67,8,1,9,28,22,53,1,1,.263,.316,.408,.724,282,0,0,5,8,1.19,18,104,2,.293,.145,28.33,.415,.078,.188
Trey Mancini,LF,BAL,156,582,69,141,23,3,24,58,44,153,0,1,.242,.299,.416,.715,636,5,0,5,17,1.90,50,242,1,.285,.174,24.25,.288,.069,.241
Joey Rickard,RF,BAL,79,213,27,52,10,1,8,23,15,55,4,2,.244,.300,.413,.713,230,2,0,0,3,0.66,19,88,0,.293,.169,26.62,.273,.065,.239
Pedro Alvarez,DH,BAL,45,111,18,20,2,0,8,18,16,36,0,0,.180,.283,.414,.697,127,0,0,0,2,1.29,10,46,0,.179,.234,13.88,.444,.126,.283
Cedric Mullins,CF,BAL,45,170,23,40,9,0,4,11,17,37,2,3,.235,.312,.359,.671,191,2,2,0,1,1.16,13,61,0,.279,.124,42.50,.459,.089,.194
Austin Wynns,C,BAL,42,110,16,28,2,0,4,11,5,25,0,0,.255,.287,.382,.669,118,0,3,0,7,1.86,6,42,0,.296,.127,27.50,.200,.042,.212
Breyvic Valera,2B,BAL,12,35,4,10,0,1,0,4,3,9,1,0,.286,.325,.343,.668,41,0,1,2,0,0.58,1,12,0,.357,.057,-.--,.333,.073,.220
Craig Gentry,LF,BAL,68,156,13,42,5,2,1,11,11,31,12,3,.269,.321,.346,.667,169,1,1,0,2,1.27,8,54,0,.331,.077,156.00,.355,.065,.183
Tim Beckham,SS,BAL,96,369,45,85,17,0,12,35,27,100,1,2,.230,.287,.374,.661,402,3,1,2,10,1.05,29,138,0,.282,.144,30.75,.270,.067,.249
Jace Peterson,3B,BAL,93,200,21,39,13,2,3,28,30,55,13,2,.195,.308,.325,.633,235,3,1,1,8,1.04,18,65,0,.252,.130,66.67,.545,.128,.234
Caleb Joseph,C,BAL,82,265,28,58,14,2,3,17,10,68,2,1,.219,.254,.321,.575,280,3,1,1,3,0.91,19,85,0,.282,.102,88.33,.147,.036,.243
Chance Sisco,C,BAL,63,160,13,29,8,0,2,16,13,66,1,0,.181,.288,.269,.557,184,11,0,0,2,1.24,10,43,0,.293,.087,80.00,.197,.071,.359
John Andreoli,LF,BAL,23,56,4,13,2,0,0,4,4,17,2,0,.232,.279,.268,.547,61,0,0,1,1,0.35,2,15,0,.325,.036,-.--,.235,.066,.279
Anthony Santander,RF,BAL,33,101,8,20,5,1,1,6,6,21,1,0,.198,.250,.297,.547,108,1,0,0,1,0.71,7,30,0,.241,.099,101.00,.286,.056,.194
Corban Joseph,X,BAL,14,18,1,4,1,0,0,3,1,5,0,0,.222,.263,.278,.541,19,0,0,0,0,0.80,1,5,0,.308,.056,-.--,.200,.053,.263
Chris Davis,1B,BAL,128,470,40,79,12,0,16,49,41,192,2,0,.168,.243,.296,.539,522,7,0,4,5,0.92,28,139,2,.237,.128,29.38,.214,.079,.368
Luis Sardinas,2B,BAL,8,18,2,2,0,0,1,1,2,5,0,0,.111,.200,.278,.478,20,0,0,0,1,1.75,1,5,0,.083,.167,18.00,.400,.100,.250
Stevie Wilkerson,2B,BAL,16,46,2,8,3,0,0,3,3,16,1,0,.174,.224,.239,.463,49,0,0,0,0,1.44,3,11,0,.267,.065,-.--,.188,.061,.327
Colby Rasmus,RF,BAL,18,45,5,6,1,0,1,1,3,19,0,0,.133,.204,.222,.426,49,1,0,0,0,0.82,2,10,0,.200,.089,45.00,.158,.061,.388
Dylan Bundy,P,BAL,31,5,1,1,0,0,0,0,0,2,0,0,.200,.200,.200,.400,5,0,0,0,0,1.00,0,1,0,.333,.000,-.--,.---,.000,.400
Engelb Vielma,2B,BAL,6,7,1,1,0,0,0,0,1,4,0,0,.143,.250,.143,.393,8,0,0,0,0,2.00,0,1,0,.333,.000,-.--,.250,.125,.500
Alex Cobb,P,BAL,28,6,0,1,0,0,0,0,0,2,0,0,.167,.167,.167,.334,7,0,1,0,0,4.00,0,1,0,.250,.000,-.--,.---,.000,.286
David Hess,P,BAL,21,2,2,0,0,0,0,0,1,0,0,0,.000,.333,.000,.333,3,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.333,.000
Andrew Susac,C,BAL,9,26,1,3,1,0,0,0,0,12,0,0,.115,.115,.154,.269,26,0,0,0,0,0.57,1,4,0,.214,.038,-.--,.---,.000,.462
Richard Bleier,P,BAL,31,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Brad Brach,P,BAL,42,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Zack Britton,P,BAL,16,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Andrew Cashner,P,BAL,29,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,3,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.000,.333
Miguel Castro,P,BAL,63,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Paul Fry,P,BAL,35,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Mychal Givens,P,BAL,69,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Donnie Hart,P,BAL,20,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Ryan Meisinger,P,BAL,18,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Darren O'Day,P,BAL,20,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Yefry Ramirez,P,BAL,17,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,2,0,0,0,0,0.00,0,0,0,.000,.000,-.--,.---,.000,.500
Tanner Scott,P,BAL,53,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Mike Wright,P,BAL,48,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,1,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.000,.000
