PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Wilson Ramos,C,PHI,33,89,9,30,8,1,1,17,10,19,0,0,.337,.396,.483,.879,101,0,0,2,3,2.82,10,43,1,.408,.146,89.00,.526,.099,.188
Jose Bautista,RF,PHI,27,45,12,11,4,0,2,6,11,15,2,1,.244,.404,.467,.871,57,1,0,0,0,0.58,6,21,0,.321,.222,22.50,.733,.193,.263
Rhys Hoskins,LF,PHI,153,558,89,137,38,0,34,96,87,150,5,3,.246,.354,.496,.850,660,9,0,5,7,0.58,72,277,2,.272,.251,16.41,.580,.132,.227
Drew Hutchison,P,PHI,11,3,0,1,0,0,0,0,1,1,0,0,.333,.500,.333,.833,4,0,0,0,0,1.00,0,1,0,.500,.000,-.--,1.000,.250,.250
Maikel Franco,3B,PHI,131,433,48,117,17,1,22,68,29,62,1,0,.270,.314,.467,.781,465,0,0,3,15,1.18,40,202,7,.270,.196,19.68,.468,.062,.133
Carlos Santana,1B,PHI,161,560,82,128,28,2,24,86,110,93,2,1,.229,.352,.414,.766,679,1,0,8,12,0.88,54,232,6,.231,.186,23.33,1.183,.162,.137
Trevor Plouffe,X,PHI,7,12,1,3,0,0,1,3,0,6,0,0,.250,.250,.500,.750,12,0,0,0,0,0.00,1,6,0,.400,.250,12.00,.---,.000,.500
Nick Williams,RF,PHI,140,407,53,104,12,3,17,50,32,111,3,2,.256,.324,.425,.749,448,9,0,0,4,1.21,32,173,2,.312,.170,23.94,.288,.071,.248
Jorge Alfaro,C,PHI,108,344,35,90,16,2,10,37,18,138,3,0,.262,.324,.407,.731,377,14,0,1,2,1.21,28,140,6,.406,.145,34.40,.130,.048,.366
Odubel Herrera,CF,PHI,148,550,64,140,19,3,22,71,38,122,5,2,.255,.310,.420,.730,597,7,1,1,11,0.90,44,231,3,.290,.165,25.00,.311,.064,.204
Roman Quinn,CF,PHI,50,131,13,34,6,4,2,12,10,35,10,4,.260,.317,.412,.729,143,1,1,0,1,1.25,12,54,0,.340,.153,65.50,.286,.070,.245
Cesar Hernandez,2B,PHI,161,605,91,153,15,3,15,60,95,155,19,6,.253,.356,.362,.718,708,4,1,3,12,1.12,33,219,4,.315,.109,40.33,.613,.134,.219
J.P. Crawford,SS,PHI,49,117,17,25,6,3,3,12,13,37,2,0,.214,.319,.393,.712,138,5,2,0,2,0.90,12,46,0,.286,.179,39.00,.351,.094,.268
Pedro Florimon,SS,PHI,50,71,13,16,6,1,2,5,5,30,1,2,.225,.276,.423,.699,76,0,0,0,0,0.67,9,30,0,.359,.197,35.50,.167,.066,.395
Asdrubal Cabrera,SS,PHI,49,171,20,39,13,0,5,17,12,38,0,0,.228,.286,.392,.678,185,2,0,0,4,1.04,18,67,0,.266,.164,34.20,.316,.065,.205
Ranger Suarez,P,PHI,4,6,0,1,0,1,0,0,0,2,0,0,.167,.167,.500,.667,6,0,0,0,0,2.00,1,3,0,.250,.333,-.--,.---,.000,.333
Justin Bour,X,PHI,29,49,6,11,3,0,1,5,4,13,1,0,.224,.296,.347,.643,54,1,0,0,2,1.27,4,17,0,.286,.122,49.00,.308,.074,.241
Aaron Altherr,RF,PHI,105,243,28,44,11,1,8,38,36,91,3,2,.181,.295,.333,.628,285,4,0,2,13,0.96,20,81,0,.247,.152,30.38,.396,.126,.319
Andrew Knapp,C,PHI,84,187,19,37,6,2,4,15,24,75,1,0,.198,.294,.316,.610,215,2,1,1,2,0.97,12,59,1,.303,.118,46.75,.320,.112,.349
Scott Kingery,SS,PHI,147,452,55,102,23,2,8,35,24,126,10,3,.226,.267,.338,.605,484,3,0,5,2,0.62,33,153,1,.291,.113,56.50,.190,.050,.260
Dylan Cozens,X,PHI,26,38,2,6,2,0,1,2,6,24,1,0,.158,.273,.289,.562,44,0,0,0,0,1.00,3,11,0,.385,.132,38.00,.250,.136,.545
Jesmuel Valentin,X,PHI,46,79,8,14,5,1,1,6,8,24,0,0,.177,.258,.304,.562,89,1,0,1,1,0.50,7,24,0,.236,.127,79.00,.333,.090,.270
Seranthony Dominguez,P,PHI,53,1,0,0,0,0,0,0,1,1,0,0,.000,.500,.000,.500,2,0,0,0,0,-.--,0,0,0,.---,.000,-.--,1.000,.500,.500
Vince Velasquez,P,PHI,32,40,2,9,1,0,0,1,0,11,0,0,.225,.225,.250,.475,45,0,5,0,2,4.00,1,10,0,.310,.025,-.--,.---,.000,.244
Mitch Walding,X,PHI,13,17,1,1,0,0,1,2,2,12,0,0,.059,.158,.235,.393,19,0,0,0,1,3.00,1,4,0,.000,.176,17.00,.167,.105,.632
Jake Arrieta,P,PHI,31,45,3,6,0,0,1,3,3,27,0,0,.133,.188,.200,.388,50,0,2,0,1,0.75,1,9,0,.294,.067,45.00,.111,.060,.540
Nick Pivetta,P,PHI,34,40,3,4,1,0,0,1,2,20,0,0,.100,.143,.125,.268,45,0,3,0,2,8.50,1,5,0,.200,.025,-.--,.100,.044,.444
Zach Eflin,P,PHI,25,44,3,4,0,0,1,1,0,31,0,0,.091,.091,.159,.250,50,0,6,0,0,14.00,1,7,0,.250,.068,44.00,.---,.000,.620
