PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Vidal Nuno,P,TB,17,2,0,2,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,2,0,0,0,0,-.--,0,2,0,1.000,.000,-.--,.---,.000,.000
Tommy Pham,LF,TB,39,143,35,49,7,6,7,22,25,43,5,1,.343,.448,.622,1.070,174,4,0,2,6,0.89,20,89,1,.442,.280,20.43,.581,.144,.247
Ji Man Choi,DH,TB,49,160,21,43,12,1,8,27,24,41,2,0,.269,.370,.506,.876,189,3,0,2,0,0.95,21,81,0,.310,.237,20.00,.585,.127,.217
Andrew Velazquez,3B,TB,13,10,3,3,1,0,0,0,1,3,1,0,.300,.417,.400,.817,12,1,0,0,0,0.33,1,4,0,.429,.100,-.--,.333,.083,.250
C.J. Cron,DH,TB,140,501,68,127,28,1,30,74,37,145,1,2,.253,.323,.493,.816,560,17,0,5,11,0.92,59,247,2,.293,.240,16.70,.255,.066,.259
Daniel Robertson,2B,TB,88,282,46,74,16,0,9,34,43,77,2,2,.262,.382,.415,.797,340,13,0,2,7,1.33,25,117,0,.328,.152,31.33,.558,.126,.226
Joey Wendle,2B,TB,139,487,62,146,33,6,7,61,37,96,16,4,.300,.354,.435,.789,545,9,2,10,11,1.02,46,212,4,.353,.136,69.57,.385,.068,.176
Brandon Lowe,2B,TB,43,129,16,30,6,2,6,25,16,38,2,1,.233,.324,.450,.774,148,2,0,1,3,1.00,14,58,0,.279,.217,21.50,.421,.108,.257
Mallex Smith,CF,TB,141,480,65,142,27,10,2,40,47,98,40,12,.296,.367,.406,.773,544,8,7,2,11,1.28,39,195,0,.366,.110,240.00,.480,.086,.180
Willy Adames,SS,TB,85,288,43,80,7,0,10,34,31,95,6,5,.278,.348,.406,.754,323,1,1,2,6,1.11,17,117,3,.378,.128,28.80,.326,.096,.294
Brad Miller,1B,TB,48,156,16,40,10,1,5,21,16,51,0,0,.256,.322,.429,.751,174,0,0,2,2,0.60,16,67,0,.343,.173,31.20,.314,.092,.293
Denard Span,LF,TB,43,143,27,34,7,1,4,28,28,24,6,2,.238,.364,.385,.749,173,1,0,1,5,0.69,12,55,0,.259,.147,35.75,1.167,.162,.139
Christian Arroyo,2B,TB,20,53,5,14,2,1,1,6,6,16,0,0,.264,.339,.396,.735,59,0,0,0,0,2.29,4,21,0,.361,.132,53.00,.375,.102,.271
Matt Duffy,3B,TB,132,503,59,148,22,1,4,44,47,93,12,6,.294,.361,.366,.727,560,7,1,2,12,1.45,27,184,1,.353,.072,125.75,.505,.084,.166
Austin Meadows,RF,TB,10,24,3,6,1,0,1,4,2,5,1,0,.250,.308,.417,.725,26,0,0,0,0,0.86,2,10,0,.278,.167,24.00,.400,.077,.192
Adam Moore,C,TB,8,18,2,4,1,0,1,2,1,7,0,0,.222,.263,.444,.707,20,0,1,0,0,1.67,2,8,0,.300,.222,18.00,.143,.050,.350
Jake Bauers,1B,TB,96,323,48,65,22,2,11,48,54,104,6,6,.201,.316,.384,.700,388,3,2,6,3,1.16,35,124,0,.252,.183,29.36,.519,.139,.268
Michael Perez,C,TB,24,74,9,21,5,0,1,11,3,19,0,0,.284,.304,.392,.696,80,0,1,2,0,0.54,6,29,0,.357,.108,74.00,.158,.038,.238
Blake Snell,P,TB,31,1,0,0,0,0,0,0,1,1,0,0,.000,.667,.000,.667,3,1,0,0,0,-.--,0,0,0,.---,.000,-.--,1.000,.333,.333
Kevin Kiermaier,CF,TB,88,332,44,72,12,9,7,29,25,91,10,5,.217,.282,.370,.652,367,6,2,2,4,1.28,28,123,2,.275,.154,47.43,.275,.068,.248
Carlos Gomez,RF,TB,118,360,42,75,15,2,9,32,25,103,12,3,.208,.298,.336,.634,408,21,2,0,6,0.60,26,121,0,.266,.128,40.00,.243,.061,.252
Johnny Field,RF,TB,63,169,20,36,9,0,6,14,7,58,4,0,.213,.253,.373,.626,179,2,1,0,3,1.11,15,63,0,.286,.160,28.17,.121,.039,.324
Adeiny Hechavarria,SS,TB,61,217,29,56,7,0,3,26,12,37,1,0,.258,.289,.332,.621,237,0,2,6,4,0.81,10,72,1,.290,.074,72.33,.324,.051,.156
Rob Refsnyder,LF,TB,40,84,10,14,3,0,2,5,18,26,0,2,.167,.314,.274,.588,103,0,0,0,5,1.00,5,23,0,.214,.107,42.00,.692,.175,.252
Nick Ciuffo,C,TB,16,37,3,7,1,0,1,5,3,12,0,0,.189,.262,.297,.559,44,1,2,1,1,1.63,2,11,0,.240,.108,37.00,.250,.068,.273
