PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Luke Voit,1B,NYY,39,132,28,44,5,0,14,33,15,39,0,0,.333,.405,.689,1.094,148,1,0,0,3,0.81,19,91,0,.380,.356,9.43,.385,.101,.264
Aaron Judge,RF,NYY,112,413,77,115,22,0,27,67,76,152,6,3,.278,.392,.528,.920,498,4,0,5,10,1.04,49,218,3,.368,.249,15.30,.500,.153,.305
Andrew McCutchen,RF,NYY,25,87,18,22,2,1,5,10,22,22,1,3,.253,.421,.471,.892,114,4,0,1,1,1.00,8,41,0,.279,.218,17.40,1.000,.193,.193
Miguel Andujar,3B,NYY,149,573,83,170,47,2,27,92,25,97,2,1,.297,.328,.527,.855,606,4,0,4,9,1.01,76,302,2,.316,.230,21.22,.258,.041,.160
Giancarlo Stanton,DH,NYY,158,617,102,164,34,1,38,100,70,211,5,0,.266,.343,.509,.852,705,8,0,10,17,0.97,73,314,5,.333,.243,16.24,.332,.099,.299
Aaron Hicks,CF,NYY,137,480,90,119,18,3,27,79,90,111,11,2,.248,.366,.467,.833,581,3,2,6,1,0.94,48,224,1,.264,.219,17.78,.811,.155,.191
Didi Gregorius,SS,NYY,134,504,89,135,23,5,27,86,48,69,10,6,.268,.335,.494,.829,569,7,1,9,8,0.74,55,249,3,.259,.226,18.67,.696,.084,.121
Gleyber Torres,2B,NYY,123,431,54,117,16,1,24,77,42,122,6,2,.271,.340,.480,.820,484,5,1,5,8,0.57,41,207,3,.321,.209,17.96,.344,.087,.252
Tyler Austin,1B,NYY,34,121,16,27,6,0,8,23,8,53,1,1,.223,.280,.471,.751,132,2,0,1,2,1.21,14,57,0,.311,.248,15.12,.151,.061,.402
Clint Frazier,LF,NYY,15,34,9,9,3,0,0,1,5,13,0,0,.265,.390,.353,.743,41,2,0,0,3,2.00,3,12,0,.429,.088,-.--,.385,.122,.317
Austin Romine,C,NYY,77,242,30,59,12,0,10,42,17,67,1,0,.244,.295,.417,.712,265,2,1,3,10,1.40,22,101,0,.292,.174,24.20,.254,.064,.253
Gary Sanchez,C,NYY,89,323,51,60,17,0,18,53,46,94,1,0,.186,.291,.406,.697,374,3,0,2,10,1.11,35,131,0,.197,.220,17.94,.489,.123,.251
Brett Gardner,LF,NYY,140,530,95,125,20,7,12,45,65,107,16,2,.236,.322,.368,.690,609,5,4,5,6,1.06,39,195,0,.272,.132,44.17,.607,.107,.176
Greg Bird,1B,NYY,82,272,23,54,16,1,11,38,30,78,0,0,.199,.286,.386,.672,311,5,0,4,4,0.76,28,105,1,.230,.188,24.73,.385,.096,.251
