PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
A.J. Cole,P,WSH,4,3,1,1,0,0,1,1,0,1,0,0,.333,.333,1.333,1.666,4,0,1,0,0,1.00,1,4,0,.000,1.000,3.00,.---,.000,.250
Juan Soto,LF,WSH,116,414,77,121,25,1,22,70,79,99,5,2,.292,.406,.517,.923,494,0,1,0,9,1.79,48,214,10,.338,.225,18.82,.798,.160,.200
Anthony Rendon,3B,WSH,136,529,88,163,44,2,24,92,55,82,2,1,.308,.374,.535,.909,597,5,0,8,5,0.59,70,283,5,.323,.227,22.04,.671,.092,.137
Bryce Harper,RF,WSH,159,550,103,137,34,0,34,100,130,169,13,3,.249,.393,.496,.889,695,6,0,9,7,0.96,68,273,16,.289,.247,16.18,.769,.187,.243
Victor Robles,CF,WSH,21,59,8,17,3,1,3,10,4,12,3,2,.288,.348,.525,.873,66,2,0,1,2,0.41,7,31,0,.311,.237,19.67,.333,.061,.182
Ryan Zimmerman,1B,WSH,85,288,33,76,21,2,13,51,30,55,1,1,.264,.337,.486,.823,323,3,0,2,10,1.27,36,140,1,.284,.222,22.15,.545,.093,.170
Adam Eaton,RF,WSH,95,319,55,96,18,1,5,33,38,64,9,1,.301,.394,.411,.805,370,11,2,0,2,1.06,24,131,0,.364,.110,63.80,.594,.103,.173
Howie Kendrick,2B,WSH,40,152,17,46,14,0,4,12,5,29,1,1,.303,.331,.474,.805,160,2,0,1,6,1.23,18,72,1,.350,.171,38.00,.172,.031,.181
Mark Reynolds,1B,WSH,86,206,26,51,8,0,13,40,24,64,0,0,.248,.328,.476,.804,235,2,0,3,8,0.92,21,98,1,.288,.228,15.85,.375,.102,.272
Trea Turner,SS,WSH,162,664,103,180,27,6,19,73,69,132,43,9,.271,.344,.416,.760,740,5,2,0,7,1.12,52,276,3,.314,.145,34.95,.523,.093,.178
Matt Wieters,C,WSH,76,235,24,56,8,0,8,30,30,45,0,1,.238,.330,.374,.704,271,3,1,2,5,0.59,16,88,3,.261,.136,29.38,.667,.111,.166
Brian Goodwin,X,WSH,48,65,9,13,1,0,3,12,10,26,3,1,.200,.321,.354,.675,79,2,1,1,0,1.00,4,23,0,.270,.154,21.67,.385,.127,.329
Matt Grace,P,WSH,56,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.666,3,0,0,0,0,0.00,0,1,0,.333,.000,-.--,.---,.000,.000
Wilmer Difo,2B,WSH,148,408,55,94,14,7,7,42,39,82,10,3,.230,.298,.350,.648,456,2,3,4,8,1.01,28,143,5,.269,.120,58.29,.476,.086,.180
Michael A. Taylor,CF,WSH,134,353,46,80,22,3,6,28,29,116,24,6,.227,.287,.357,.644,385,1,2,0,9,1.37,31,126,2,.320,.130,58.83,.250,.075,.301
Spencer Kieboom,C,WSH,52,125,16,29,5,0,2,13,16,28,0,0,.232,.322,.320,.642,143,1,0,1,2,1.09,7,40,0,.281,.088,62.50,.571,.112,.196
Adrian Sanchez,2B,WSH,28,58,8,16,2,1,0,3,1,8,0,0,.276,.288,.345,.633,59,0,0,0,0,1.00,3,20,0,.320,.069,-.--,.125,.017,.136
Andrew Stevenson,X,WSH,57,75,9,19,2,0,1,13,6,23,1,1,.253,.306,.320,.626,86,1,1,3,0,1.64,3,24,0,.333,.067,75.00,.261,.070,.267
Max Scherzer,P,WSH,35,70,8,17,2,0,0,6,1,14,1,0,.243,.274,.271,.545,78,2,5,0,1,3.40,2,19,0,.304,.029,-.--,.071,.013,.179
Pedro Severino,C,WSH,70,190,14,32,9,0,2,15,18,47,1,0,.168,.254,.247,.501,213,4,0,1,3,0.87,11,47,4,.211,.079,95.00,.383,.085,.221
