PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Leonys Martin,CF,CLE,6,15,3,5,0,0,2,4,1,2,0,1,.333,.353,.733,1.086,17,0,0,1,1,1.25,2,11,0,.250,.400,7.50,.500,.059,.118
Jose Ramirez,3B,CLE,157,578,110,156,38,4,39,105,106,80,34,6,.270,.387,.552,.939,698,8,0,6,2,0.62,81,319,15,.252,.282,14.82,1.325,.152,.115
Josh Donaldson,3B,CLE,16,50,8,14,3,0,3,7,10,10,0,0,.280,.400,.520,.920,60,0,0,0,2,1.00,6,26,0,.297,.240,16.67,1.000,.167,.167
Shane Bieber,P,CLE,20,4,0,1,1,0,0,0,1,2,0,0,.250,.400,.500,.900,5,0,0,0,0,1.00,1,2,0,.500,.250,-.--,.500,.200,.400
Francisco Lindor,SS,CLE,158,661,129,183,42,2,38,92,70,107,25,10,.277,.352,.519,.871,745,8,3,3,5,0.84,82,343,7,.279,.242,17.40,.654,.094,.144
Lonnie Chisenhall,RF,CLE,29,84,11,27,6,1,1,9,8,12,1,0,.321,.394,.452,.846,95,2,1,0,2,0.48,8,38,1,.366,.131,84.00,.667,.084,.126
Michael Brantley,LF,CLE,143,570,89,176,36,2,17,76,48,60,12,3,.309,.364,.468,.832,631,5,1,6,15,1.19,55,267,0,.319,.160,33.53,.800,.076,.095
Edwin Encarnacion,DH,CLE,137,500,74,123,16,1,32,107,63,132,3,0,.246,.336,.474,.810,579,8,0,7,14,0.81,49,237,2,.265,.228,15.62,.477,.109,.228
Yandy Diaz,DH,CLE,39,109,15,34,5,2,1,15,11,19,0,0,.312,.375,.422,.797,120,0,0,0,6,1.43,8,46,1,.371,.110,109.00,.579,.092,.158
Yan Gomes,C,CLE,112,403,52,107,26,0,16,48,21,119,0,0,.266,.313,.449,.762,435,8,0,3,4,0.58,42,181,2,.336,.184,25.19,.176,.048,.274
Melky Cabrera,RF,CLE,78,250,28,70,17,0,6,39,20,38,1,1,.280,.335,.420,.755,278,3,0,5,10,1.10,23,105,0,.303,.140,41.67,.526,.072,.137
Brandon Barnes,RF,CLE,19,19,2,5,0,0,1,2,2,5,0,0,.263,.333,.421,.754,21,0,0,0,1,0.80,1,8,0,.308,.158,19.00,.400,.095,.238
Yonder Alonso,1B,CLE,145,516,64,129,19,0,23,83,51,123,0,0,.250,.317,.421,.738,574,2,0,5,10,0.87,42,217,1,.283,.171,22.44,.415,.089,.214
Jason Kipnis,2B,CLE,147,530,65,122,28,1,18,75,60,112,7,1,.230,.315,.389,.704,601,7,1,3,5,0.60,47,206,1,.258,.158,29.44,.536,.100,.186
Erik Gonzalez,2B,CLE,81,136,17,36,10,1,1,16,5,34,3,0,.265,.301,.375,.676,143,2,0,0,0,1.75,12,51,0,.347,.110,136.00,.147,.035,.238
Brandon Guyer,RF,CLE,104,194,25,40,11,0,7,27,15,48,1,1,.206,.300,.371,.671,221,11,1,0,5,0.91,18,72,0,.237,.165,27.71,.313,.068,.217
Adam Rosales,X,CLE,13,19,4,4,1,0,1,2,1,5,0,0,.211,.250,.421,.671,21,0,1,0,0,1.20,2,8,0,.231,.211,19.00,.200,.048,.238
Greg Allen,CF,CLE,91,265,36,68,11,3,2,20,14,58,21,4,.257,.310,.343,.653,291,7,4,1,5,1.12,16,91,1,.320,.087,132.50,.241,.048,.199
Tyler Naquin,RF,CLE,61,174,22,46,7,0,3,23,6,42,1,1,.264,.295,.356,.651,183,2,0,1,1,1.49,10,62,1,.331,.092,58.00,.143,.033,.230
Bradley Zimmer,CF,CLE,34,106,14,24,5,0,2,9,7,44,4,1,.226,.281,.330,.611,114,1,0,0,1,1.53,7,35,0,.367,.104,53.00,.159,.061,.386
Rajai Davis,X,CLE,101,196,33,44,6,1,1,6,11,48,21,7,.224,.278,.281,.559,216,4,4,1,2,1.06,8,55,0,.291,.056,196.00,.229,.051,.222
Roberto Perez,C,CLE,62,179,16,30,9,1,2,19,21,70,1,0,.168,.256,.263,.519,210,1,7,2,6,1.38,12,47,0,.257,.095,89.50,.300,.100,.333
Carlos Carrasco,P,CLE,32,4,0,1,0,0,0,1,0,2,0,0,.250,.250,.250,.500,4,0,0,0,0,1.00,0,1,0,.500,.000,-.--,.---,.000,.500
Francisco Mejia,DH,CLE,1,2,0,0,0,0,0,0,2,0,0,0,.000,.500,.000,.500,4,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.500,.000
Eric Haase,X,CLE,9,16,0,2,0,0,0,1,0,6,0,0,.125,.176,.125,.301,17,1,0,0,1,1.67,0,2,0,.200,.000,-.--,.---,.000,.353
Cody Allen,P,CLE,70,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Trevor Bauer,P,CLE,28,3,1,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,3,0,0,0,0,2.00,0,0,0,.000,.000,-.--,.---,.000,.333
Mike Clevinger,P,CLE,32,4,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000,4,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
Oliver Drake,P,CLE,4,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Brad Hand,P,CLE,28,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Corey Kluber,P,CLE,33,6,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000,6,0,0,0,0,0.00,0,0,0,.000,.000,-.--,.---,.000,.667
George Kontos,P,CLE,6,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Evan Marshall,P,CLE,10,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Zach McAllister,P,CLE,41,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Andrew Miller,P,CLE,37,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
Tyler Olson,P,CLE,43,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Dan Otero,P,CLE,61,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Oliver Perez,P,CLE,51,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Adam Plutko,P,CLE,17,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,2,0,2,0,0,2.00,0,0,0,.---,--,-.--,.---,.000,.000
Neil Ramirez,P,CLE,47,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
Josh Tomlin,P,CLE,32,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
