PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Tyson Ross,P,STL,9,3,1,2,0,0,1,1,0,0,0,0,.667,.667,1.667,2.334,4,0,1,0,0,1.00,1,5,0,.500,1.000,3.00,.---,.000,.000
Matt Carpenter,1B,STL,156,564,111,145,42,0,36,81,102,158,4,1,.257,.374,.523,.897,677,6,0,4,0,0.55,78,295,17,.291,.266,15.67,.646,.151,.233
Patrick Wisdom,X,STL,32,50,11,13,1,0,4,10,6,19,2,1,.260,.362,.520,.882,58,2,0,0,1,1.00,5,26,0,.333,.260,12.50,.316,.103,.328
Jose Martinez,1B,STL,152,534,64,163,30,0,17,83,49,104,0,3,.305,.364,.457,.821,590,2,2,3,15,1.18,47,244,0,.351,.152,31.41,.471,.083,.176
Tyler O'Neill,RF,STL,61,130,29,33,5,0,9,23,7,57,2,0,.254,.303,.500,.803,142,3,0,2,0,0.40,14,65,0,.364,.246,14.44,.123,.049,.401
Yairo Munoz,SS,STL,108,293,39,81,16,0,8,42,30,71,5,6,.276,.350,.413,.763,329,4,0,2,3,1.65,24,121,7,.338,.137,36.62,.423,.091,.216
Luke Voit,X,STL,8,11,2,2,0,0,1,3,2,4,0,0,.182,.308,.455,.763,13,0,0,0,0,1.50,1,5,0,.167,.273,11.00,.500,.154,.308
Jedd Gyorko,3B,STL,125,351,49,92,19,1,11,47,44,77,2,0,.262,.346,.416,.762,402,3,0,4,12,0.82,31,146,0,.303,.154,31.91,.571,.109,.192
Marcell Ozuna,LF,STL,148,582,69,163,16,2,23,88,38,110,3,0,.280,.325,.433,.758,628,3,0,4,10,1.05,41,252,2,.309,.153,25.30,.345,.061,.175
Harrison Bader,CF,STL,138,379,61,100,20,2,12,37,31,125,15,3,.264,.334,.422,.756,427,11,2,4,1,0.80,34,160,3,.358,.158,31.58,.248,.073,.293
Yadier Molina,C,STL,123,459,55,120,20,0,20,74,29,66,4,3,.261,.314,.436,.750,503,9,0,6,15,0.85,40,200,0,.264,.174,22.95,.439,.058,.131
Paul DeJong,SS,STL,115,436,68,105,25,1,19,68,36,123,1,1,.241,.313,.433,.746,490,12,0,5,6,0.52,45,189,2,.288,.193,22.95,.293,.073,.251
Kolten Wong,2B,STL,127,353,41,88,18,2,9,38,31,60,6,5,.249,.332,.388,.720,407,14,6,3,6,1.40,29,137,3,.275,.139,39.22,.517,.076,.147
Carlos Martinez,P,STL,34,33,1,8,2,0,1,4,0,11,0,0,.242,.235,.394,.629,36,0,2,1,0,3.25,3,13,0,.318,.152,33.00,.---,.000,.306
Greg Garcia,X,STL,114,181,15,40,6,0,3,15,20,37,3,1,.221,.309,.304,.613,208,4,1,2,3,0.95,9,55,1,.259,.083,60.33,.541,.096,.178
Dexter Fowler,RF,STL,90,289,40,52,10,0,8,31,38,75,5,2,.180,.278,.298,.576,334,3,0,4,2,0.89,18,86,0,.210,.118,36.12,.507,.114,.225
Matt Adams,1B,STL,27,57,5,9,1,0,3,9,3,18,0,0,.158,.200,.333,.533,60,0,0,0,0,0.88,4,19,1,.167,.175,19.00,.167,.050,.300
Francisco Pena,C,STL,58,133,10,27,3,0,2,8,6,43,1,0,.203,.239,.271,.510,142,1,0,2,5,1.60,5,36,3,.278,.068,66.50,.140,.042,.303
Mike Mayers,P,STL,50,1,0,0,0,0,0,0,1,1,0,0,.000,.500,.000,.500,2,0,0,0,0,-.--,0,0,0,.---,.000,-.--,1.000,.500,.500
Austin Gomber,P,STL,29,19,1,4,1,0,0,4,0,3,0,0,.211,.211,.263,.474,21,0,2,0,0,13.00,1,5,0,.250,.053,-.--,.---,.000,.143
Daniel Ponce de Leon,P,STL,12,9,0,1,0,1,0,1,0,4,0,0,.111,.111,.333,.444,10,0,1,0,0,5.00,1,3,0,.200,.222,-.--,.---,.000,.400
Miles Mikolas,P,STL,34,63,4,9,1,0,2,6,2,33,0,0,.143,.167,.254,.421,71,0,5,1,0,2.00,3,16,0,.241,.111,31.50,.061,.028,.465
Steven Baron,C,STL,2,5,0,1,0,0,0,0,0,2,0,0,.200,.200,.200,.400,5,0,0,0,0,0.00,0,1,0,.333,.000,-.--,.---,.000,.400
Jack Flaherty,P,STL,31,46,2,7,0,0,0,0,2,20,0,0,.152,.188,.152,.340,52,0,4,0,0,4.75,0,7,0,.269,.000,-.--,.100,.038,.385
Luke Weaver,P,STL,34,38,4,6,0,0,0,2,1,14,0,0,.158,.179,.158,.337,46,0,7,0,1,4.00,0,6,0,.250,.000,-.--,.071,.022,.304
Edmundo Sosa,X,STL,3,2,1,0,0,0,0,0,1,1,0,0,.000,.333,.000,.333,3,0,0,0,0,0.00,0,0,0,.000,.000,-.--,1.000,.333,.333
John Gant,P,STL,28,31,2,2,0,0,2,3,0,14,0,0,.065,.065,.258,.323,34,0,3,0,0,5.00,2,8,0,.000,.194,15.50,.---,.000,.412
Carson Kelly,C,STL,19,35,1,4,0,0,0,3,3,7,0,0,.114,.205,.114,.319,42,1,3,0,0,1.25,0,4,0,.143,.000,-.--,.429,.071,.167
Adolis Garcia,RF,STL,21,17,3,2,1,0,0,1,0,7,0,0,.118,.118,.176,.294,17,0,0,0,0,1.67,1,3,0,.200,.059,-.--,.---,.000,.412
Michael Wacha,P,STL,15,25,3,2,0,0,0,1,1,9,0,0,.080,.115,.080,.195,32,0,6,0,0,2.33,0,2,0,.125,.000,-.--,.111,.031,.281
Adam Wainwright,P,STL,8,11,0,1,0,0,0,1,0,6,0,0,.091,.091,.091,.182,12,0,1,0,0,0.67,0,1,0,.200,.000,-.--,.---,.000,.500
Matt Bowman,P,STL,22,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,1,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.000,.000
John Brebbia,P,STL,45,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,2,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.000,.500
Brett Cecil,P,STL,40,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Giovanny Gallegos,P,STL,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Luke Gregerson,P,STL,17,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Preston Guilmet,P,STL,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Jordan Hicks,P,STL,73,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
Greg Holland,P,STL,32,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Dakota Hudson,P,STL,26,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,1,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.000,.000
Dominic Leone,P,STL,30,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Tyler Lyons,P,STL,27,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Bud Norris,P,STL,64,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Alex Reyes,P,STL,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
Ryan Sherriff,P,STL,5,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Chasen Shreve,P,STL,20,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
Sam Tuivailala,P,STL,31,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Tyler Webb,P,STL,18,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
