PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Ian Kennedy,P,KC,22,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,2,0,0,0,0,1.00,0,1,0,.500,.000,-.--,.---,.000,.000
Ryan O'Hearn,1B,KC,44,149,23,39,10,2,12,30,20,45,0,0,.262,.353,.597,.950,170,1,0,0,0,0.76,24,89,0,.293,.336,12.42,.444,.118,.265
Jorge Soler,RF,KC,61,223,27,59,18,0,9,28,28,69,3,1,.265,.354,.466,.820,257,4,0,2,6,1.20,27,104,0,.340,.202,24.78,.406,.109,.268
Whit Merrifield,2B,KC,158,632,88,192,43,3,12,60,61,114,45,10,.304,.367,.438,.805,707,6,2,6,12,0.67,58,277,2,.352,.134,52.67,.535,.086,.161
Adalberto Mondesi,SS,KC,75,275,47,76,13,3,14,37,11,77,32,7,.276,.306,.498,.804,291,1,3,1,2,0.94,30,137,0,.335,.222,19.64,.143,.038,.265
Heath Fillmyer,P,KC,17,4,0,1,1,0,0,1,0,3,0,0,.250,.250,.500,.750,5,0,1,0,0,1.00,1,2,0,1.000,.250,-.--,.---,.000,.600
Jon Jay,LF,KC,59,238,28,73,9,2,1,18,19,39,3,2,.307,.363,.374,.737,266,3,4,2,4,2.07,12,89,0,.360,.067,238.00,.487,.071,.147
Brian Goodwin,CF,KC,27,94,11,25,5,0,3,13,6,31,1,1,.266,.317,.415,.732,101,1,0,0,0,1.00,8,39,0,.367,.149,31.33,.194,.059,.307
Salvador Perez,C,KC,129,510,52,120,23,0,27,80,17,108,1,1,.235,.274,.439,.713,544,12,0,5,19,0.65,50,224,0,.245,.204,18.89,.157,.031,.199
Alex Gordon,LF,KC,141,506,56,124,24,0,13,54,50,124,12,2,.245,.324,.370,.694,568,10,0,2,7,1.22,37,187,4,.299,.125,38.92,.403,.088,.218
Hunter Dozier,1B,KC,102,362,36,83,19,4,11,34,24,109,2,3,.229,.278,.395,.673,388,1,0,1,12,0.97,34,143,0,.296,.166,32.91,.220,.062,.281
Jorge Bonifacio,RF,KC,69,236,31,53,16,2,4,23,29,71,0,1,.225,.312,.360,.672,270,2,1,2,3,0.64,22,85,1,.301,.136,59.00,.408,.107,.263
Brad Keller,P,KC,41,3,1,1,0,0,0,0,0,1,0,0,.333,.333,.333,.666,3,0,0,0,0,1.00,0,1,0,.500,.000,-.--,.---,.000,.333
Meibrys Viloria,C,KC,10,27,4,7,2,0,0,4,1,9,0,0,.259,.286,.333,.619,29,0,1,0,1,2.00,2,9,0,.389,.074,-.--,.111,.034,.310
Rosell Herrera,RF,KC,75,265,25,63,14,3,1,20,19,52,3,4,.238,.292,.325,.617,289,2,1,2,6,2.12,18,86,0,.290,.087,265.00,.365,.066,.180
Alcides Escobar,SS,KC,140,485,54,112,22,3,4,34,29,74,8,2,.231,.279,.313,.592,531,5,8,4,14,1.19,29,152,1,.263,.082,121.25,.392,.055,.139
Cheslor Cuthbert,3B,KC,30,103,11,20,2,0,3,7,11,23,0,1,.194,.282,.301,.583,117,2,0,1,5,1.03,5,31,0,.218,.107,34.33,.478,.094,.197
Ryan Goins,2B,KC,41,115,10,26,8,1,0,6,4,29,0,0,.226,.252,.313,.565,120,0,1,0,2,1.26,9,36,0,.302,.087,-.--,.138,.033,.242
Brett Phillips,CF,KC,36,112,13,21,4,2,2,7,9,50,1,1,.188,.252,.313,.565,123,1,0,1,1,1.10,8,35,0,.311,.125,56.00,.180,.073,.407
Cam Gallagher,C,KC,22,63,5,13,3,0,1,7,3,15,0,0,.206,.250,.302,.552,69,1,1,1,1,0.61,4,19,0,.250,.095,63.00,.200,.043,.217
Drew Butera,C,KC,52,149,11,28,9,0,2,18,13,37,0,0,.188,.259,.289,.548,166,2,0,2,4,0.56,11,43,0,.232,.101,74.50,.351,.078,.223
Abraham Almonte,CF,KC,50,134,15,24,1,2,3,9,15,36,2,2,.179,.260,.284,.544,151,0,1,1,6,1.30,6,38,0,.219,.104,44.67,.417,.099,.238
Ramon Torres,3B,KC,9,28,4,5,1,0,0,1,1,3,0,0,.179,.207,.214,.421,29,0,0,0,1,1.22,1,6,0,.200,.036,-.--,.333,.034,.103
Paulo Orlando,CF,KC,25,90,6,15,3,0,0,5,3,25,0,0,.167,.194,.200,.394,93,0,0,0,3,1.00,3,18,0,.231,.033,-.--,.120,.032,.269
