PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Randy Rosario,P,CHC,44,1,1,1,0,0,0,1,1,0,0,0,1.000,1.000,1.000,2.000,2,0,0,0,0,-.--,0,1,0,1.000,.000,-.--,.---,.500,.000
Mark Zagunis,X,CHC,5,5,0,2,1,0,0,1,1,1,0,0,.400,.500,.600,1.100,6,0,0,0,0,0.00,1,3,0,.500,.200,-.--,1.000,.167,.167
Javier Baez,2B,CHC,160,606,101,176,40,9,34,111,29,167,21,9,.290,.326,.554,.880,645,5,1,4,10,1.29,83,336,8,.347,.264,17.82,.174,.045,.259
Anthony Rizzo,1B,CHC,153,566,74,160,29,1,25,101,70,80,6,4,.283,.376,.470,.846,665,20,0,9,11,0.79,55,266,15,.287,.187,22.64,.875,.105,.120
Kris Bryant,3B,CHC,102,389,59,106,28,3,13,52,48,107,2,4,.272,.374,.460,.834,457,17,0,3,5,0.70,44,179,6,.342,.188,29.92,.449,.105,.234
Kyle Schwarber,LF,CHC,137,428,64,102,14,3,26,61,78,140,4,3,.238,.356,.467,.823,510,1,1,2,6,1.12,43,200,20,.288,.229,16.46,.557,.153,.275
Ben Zobrist,RF,CHC,139,455,67,139,28,3,9,58,55,60,3,4,.305,.378,.440,.818,520,2,1,7,8,1.13,40,200,1,.331,.134,50.56,.917,.106,.115
Daniel Murphy,2B,CHC,35,138,23,41,6,0,6,13,7,23,2,0,.297,.329,.471,.800,146,0,0,1,1,0.63,12,65,0,.318,.174,23.00,.304,.048,.158
Ian Happ,CF,CHC,142,387,56,90,19,2,15,44,70,167,8,4,.233,.353,.408,.761,462,3,0,2,6,0.91,36,158,9,.362,.176,25.80,.419,.152,.361
Taylor Davis,C,CHC,5,5,0,2,0,0,0,2,0,1,0,0,.400,.333,.400,.733,6,0,0,1,0,0.50,0,2,0,.400,.000,-.--,.---,.000,.167
Jason Heyward,RF,CHC,127,440,67,119,23,4,8,57,42,60,1,1,.270,.335,.395,.730,489,2,2,2,7,1.17,35,174,1,.297,.125,55.00,.700,.086,.123
Willson Contreras,C,CHC,138,474,50,118,27,5,10,54,53,121,4,1,.249,.339,.390,.729,544,13,2,2,14,1.39,42,185,2,.313,.141,47.40,.438,.097,.222
David Bote,3B,CHC,74,184,23,44,9,2,6,33,19,60,3,4,.239,.319,.408,.727,210,4,0,3,3,2.07,17,75,1,.314,.168,30.67,.317,.090,.286
Albert Almora,CF,CHC,152,444,62,127,24,1,5,41,24,83,1,3,.286,.323,.378,.701,479,3,2,6,12,1.30,30,168,1,.337,.092,88.80,.289,.050,.173
Tommy La Stella,X,CHC,123,169,23,45,8,0,1,19,17,27,0,1,.266,.340,.331,.671,192,2,0,0,5,1.77,9,56,1,.312,.065,169.00,.630,.089,.141
Addison Russell,SS,CHC,130,420,52,105,21,1,5,38,40,99,4,0,.250,.317,.340,.657,465,2,1,2,7,0.81,27,143,2,.314,.090,84.00,.404,.086,.213
Victor Caratini,C,CHC,76,181,21,42,7,0,2,21,12,42,0,0,.232,.293,.304,.597,200,4,2,1,5,1.38,9,55,0,.290,.072,90.50,.286,.060,.210
Brian Duensing,P,CHC,48,1,1,0,0,0,0,0,1,1,0,0,.000,.500,.000,.500,2,0,0,0,0,-.--,0,0,0,.---,.000,-.--,1.000,.500,.500
Cole Hamels,P,CHC,12,23,1,3,0,0,1,1,1,12,0,0,.130,.167,.261,.428,25,0,1,0,0,2.00,1,6,0,.200,.130,23.00,.083,.040,.480
Terrance Gore,X,CHC,14,5,5,1,0,0,0,0,0,1,6,0,.200,.200,.200,.400,5,0,0,0,0,0.50,0,1,0,.250,.000,-.--,.---,.000,.200
Alec Mills,P,CHC,7,5,0,1,0,0,0,0,0,2,0,0,.200,.200,.200,.400,5,0,0,0,0,1.00,0,1,0,.333,.000,-.--,.---,.000,.400
Chris Gimenez,C,CHC,12,28,1,4,0,0,0,1,3,7,1,0,.143,.219,.143,.362,32,0,0,1,1,1.25,0,4,0,.182,.000,-.--,.429,.094,.219
Tyler Chatwood,P,CHC,25,25,3,4,0,0,0,2,1,6,0,0,.160,.192,.160,.352,32,0,6,0,0,3.20,0,4,0,.211,.000,-.--,.167,.031,.188
