PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Jose Abreu,1B,CWS,145,556,80,176,35,2,36,107,51,131,3,1,.317,.383,.581,.964,622,11,0,4,14,1.46,73,323,15,.356,.264,15.44,.389,.082,.211
Adam Dunn,DH,CWS,106,363,43,80,17,0,20,54,65,132,1,1,.220,.340,.433,.773,435,3,0,4,5,0.87,37,157,5,.279,.212,18.15,.492,.149,.303
Adam Eaton,CF,CWS,123,486,76,146,26,10,1,35,43,83,15,9,.300,.362,.401,.763,538,5,2,2,4,1.90,37,195,0,.359,.101,486.00,.518,.080,.154
Conor Gillaspie,3B,CWS,130,464,50,131,31,5,7,57,36,78,0,4,.282,.336,.416,.752,506,3,0,3,5,0.74,43,193,4,.325,.134,66.29,.462,.071,.154
Moises Sierra,RF,CWS,83,127,20,35,8,2,2,7,7,34,3,1,.276,.311,.417,.728,135,0,0,1,0,0.97,12,53,0,.359,.142,63.50,.206,.052,.252
Josh Phegley,C,CWS,11,37,4,8,2,0,3,7,0,11,0,0,.216,.211,.514,.725,38,0,0,1,0,0.73,5,19,0,.208,.297,12.33,.---,.000,.289
Avisail Garcia,RF,CWS,46,172,19,42,8,0,7,29,14,44,4,1,.244,.305,.413,.718,190,2,0,2,5,1.67,15,71,1,.285,.169,24.57,.318,.074,.232
Alexei Ramirez,SS,CWS,158,622,82,170,35,2,15,74,24,81,21,4,.273,.305,.408,.713,657,6,1,4,21,1.02,52,254,0,.292,.135,41.47,.296,.037,.123
Tyler Flowers,C,CWS,127,407,42,98,16,1,15,50,25,159,0,1,.241,.297,.396,.693,442,8,1,1,10,1.53,32,161,0,.355,.155,27.13,.157,.057,.360
Dayan Viciedo,RF,CWS,145,523,65,121,22,3,21,58,32,122,0,1,.231,.281,.405,.686,563,5,0,3,19,1.08,46,212,3,.261,.174,24.90,.262,.057,.217
Marcus Semien,3B,CWS,64,231,30,54,10,2,6,28,21,70,3,0,.234,.300,.372,.672,255,1,2,0,6,0.79,18,86,0,.310,.139,38.50,.300,.082,.275
John Danks,P,CWS,32,3,0,1,0,0,0,0,0,1,0,0,.333,.333,.333,.666,3,0,0,0,0,0.00,0,1,0,.500,.000,-.--,.---,.000,.333
Alejandro De Aza,LF,CWS,122,395,45,96,19,5,5,31,33,100,15,7,.243,.309,.354,.663,439,6,2,3,6,1.06,29,140,2,.311,.111,79.00,.330,.075,.228
Michael Taylor,LF,CWS,11,28,3,7,1,0,0,0,5,9,0,0,.250,.364,.286,.650,33,0,0,0,0,0.71,1,8,0,.368,.036,-.--,.556,.152,.273
Adrian Nieto,C,CWS,48,106,8,25,5,0,2,7,8,38,0,1,.236,.296,.340,.636,118,1,3,0,3,1.56,7,36,0,.348,.104,53.00,.211,.068,.322
Gordon Beckham,2B,CWS,101,390,43,86,24,0,7,36,19,70,3,0,.221,.263,.336,.599,422,5,3,5,12,0.95,31,131,1,.248,.115,55.71,.271,.045,.166
Jordan Danks,CF,CWS,51,117,14,26,2,0,2,10,14,46,5,3,.222,.303,.291,.594,132,0,0,1,1,0.84,4,34,1,.343,.068,58.50,.304,.106,.348
Paul Konerko,X,CWS,81,208,15,43,8,0,5,22,10,51,0,0,.207,.254,.317,.571,224,4,0,2,7,0.87,13,66,0,.247,.111,41.60,.196,.045,.228
Yolmer Sanchez,2B,CWS,28,100,6,25,5,0,0,5,3,25,1,1,.250,.269,.300,.569,104,0,0,1,1,0.89,5,30,0,.329,.050,-.--,.120,.029,.240
Leury Garcia,X,CWS,74,145,13,24,3,0,1,6,5,48,11,1,.166,.192,.207,.399,155,0,4,1,6,2.71,4,30,1,.237,.041,145.00,.104,.032,.310
Andy Wilkins,1B,CWS,17,43,2,6,2,0,0,2,2,22,0,0,.140,.178,.186,.364,45,0,0,0,1,1.14,2,8,0,.286,.047,-.--,.091,.044,.489
Ronald Belisario,P,CWS,62,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Maikel Cleto,P,CWS,28,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
