PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Jonathan Lucroy,C,MIL,153,585,73,176,53,2,13,69,66,71,4,4,.301,.373,.465,.838,655,2,0,2,13,0.90,68,272,3,.324,.164,45.00,.930,.101,.108
Carlos Gomez,CF,MIL,148,574,95,163,34,4,23,73,47,141,34,12,.284,.356,.477,.833,644,19,1,3,10,0.70,61,274,0,.339,.193,24.96,.333,.073,.219
Rickie Weeks,X,MIL,121,252,36,69,19,1,8,29,25,73,3,4,.274,.357,.452,.809,286,8,0,1,7,1.58,28,114,0,.355,.179,31.50,.342,.087,.255
Ryan Braun,RF,MIL,135,530,68,141,30,6,19,81,41,113,11,5,.266,.324,.453,.777,580,6,0,3,17,1.29,55,240,3,.304,.187,27.90,.363,.071,.195
Aramis Ramirez,3B,MIL,133,494,47,141,23,1,15,66,21,75,3,0,.285,.330,.427,.757,531,13,0,3,18,0.73,39,211,2,.310,.142,32.93,.280,.040,.141
Khris Davis,LF,MIL,144,501,70,122,37,2,22,69,32,122,4,1,.244,.299,.457,.756,549,10,0,6,13,0.89,61,229,0,.275,.214,22.77,.262,.058,.222
Scooter Gennett,2B,MIL,137,440,55,127,31,3,9,54,22,67,6,3,.289,.320,.434,.754,474,0,8,4,11,0.93,43,191,5,.321,.145,48.89,.328,.046,.141
Matt Clark,1B,MIL,16,27,4,5,0,0,3,7,2,8,0,0,.185,.226,.519,.745,31,0,0,2,1,0.60,3,14,2,.111,.333,9.00,.250,.065,.258
Gerardo Parra,LF,MIL,46,123,13,33,4,1,3,10,8,28,4,2,.268,.318,.390,.708,134,1,2,0,4,1.46,8,48,2,.326,.122,41.00,.286,.060,.209
Martin Maldonado,C,MIL,52,111,14,26,5,0,4,16,11,32,0,0,.234,.320,.387,.707,126,3,1,0,4,0.74,9,43,1,.293,.153,27.75,.344,.087,.254
Mark Reynolds,1B,MIL,130,378,47,74,9,0,22,45,47,122,5,1,.196,.287,.394,.681,433,3,1,4,8,0.72,31,149,3,.218,.198,17.18,.385,.109,.282
Lyle Overbay,1B,MIL,121,258,24,60,14,0,4,35,36,60,2,0,.233,.328,.333,.661,296,1,0,1,8,1.48,18,86,2,.287,.101,64.50,.600,.122,.203
Elian Herrera,RF,MIL,69,135,14,37,7,1,0,5,3,36,4,1,.274,.288,.341,.629,140,0,1,1,1,0.88,8,46,1,.370,.067,-.--,.083,.021,.257
Jean Segura,SS,MIL,146,513,61,126,14,6,5,31,28,70,20,9,.246,.289,.326,.615,557,4,10,2,13,1.79,25,167,5,.275,.080,102.60,.400,.050,.126
Logan Schafer,X,MIL,65,116,13,21,9,1,0,8,15,27,2,1,.181,.278,.276,.554,136,1,3,1,0,1.06,10,32,3,.233,.095,-.--,.556,.110,.199
Tyler Thornburg,P,MIL,27,1,0,0,0,0,0,0,0,0,0,0,.000,.500,.000,.500,2,1,0,0,0,0.00,0,0,0,.000,.000,-.--,.---,.000,.000
Caleb Gindl,RF,MIL,8,19,0,3,0,0,0,0,4,5,0,0,.158,.304,.158,.462,23,0,0,0,0,0.57,0,3,0,.214,.000,-.--,.800,.174,.217
Jason Rogers,1B,MIL,8,9,0,1,1,0,0,0,1,1,0,0,.111,.200,.222,.422,10,0,0,0,0,0.75,1,2,0,.125,.111,-.--,1.000,.100,.100
Hector Gomez,SS,MIL,15,20,2,3,1,0,0,1,1,9,0,0,.150,.190,.200,.390,21,0,0,0,0,1.00,1,4,0,.273,.050,-.--,.111,.048,.429
Jeff Bianchi,SS,MIL,29,70,4,12,1,0,0,6,3,17,0,0,.171,.203,.186,.389,74,0,0,1,1,1.10,1,13,0,.222,.014,-.--,.176,.041,.230
Jimmy Nelson,P,MIL,14,21,1,3,1,0,0,0,0,7,0,0,.143,.143,.190,.333,22,0,1,0,1,3.00,1,4,0,.214,.048,-.--,.---,.000,.318
Kyle Lohse,P,MIL,31,61,2,7,0,0,0,5,2,23,0,0,.115,.154,.115,.269,74,1,9,1,1,1.41,0,7,0,.179,.000,-.--,.087,.027,.311
Marco Estrada,P,MIL,39,32,0,3,0,0,0,2,3,13,0,0,.094,.171,.094,.265,40,0,5,0,1,3.20,0,3,0,.158,.000,-.--,.231,.075,.325
Yovani Gallardo,P,MIL,33,54,1,6,1,0,0,1,1,18,0,0,.111,.127,.130,.257,60,0,5,0,1,1.50,1,7,0,.167,.019,-.--,.056,.017,.300
Wily Peralta,P,MIL,32,57,4,3,2,0,0,3,2,24,0,0,.053,.083,.088,.171,68,0,8,1,1,1.44,2,5,0,.088,.035,-.--,.083,.029,.353
Matt Garza,P,MIL,27,49,2,3,1,0,0,0,1,21,0,0,.061,.080,.082,.162,57,0,7,0,0,15.00,1,4,0,.107,.020,-.--,.048,.018,.368
Mike Fiers,P,MIL,14,19,0,1,0,0,0,0,0,11,0,0,.053,.053,.053,.106,26,0,7,0,0,6.00,0,1,0,.125,.000,-.--,.---,.000,.423
Irving Falu,X,MIL,11,10,0,0,0,0,0,1,1,1,0,0,.000,.083,.000,.083,12,0,0,1,1,1.00,0,0,0,.000,.000,-.--,1.000,.083,.083
Jonathan Broxton,P,MIL,11,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Zach Duke,P,MIL,74,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,2,0,1,0,0,1.00,0,0,0,.---,.000,-.--,.---,.000,.500
Alfredo Figaro,P,MIL,6,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,1,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.000,.000
Tom Gorzelanny,P,MIL,23,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
Jim Henderson,P,MIL,14,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Jeremy Jeffress,P,MIL,29,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Brandon Kintzler,P,MIL,64,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Matt Pagnozzi,C,MIL,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Francisco Rodriguez,P,MIL,69,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Will Smith,P,MIL,78,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Wei-Chung Wang,P,MIL,14,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Rob Wooten,P,MIL,40,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
