PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Troy Tulowitzki,SS,COL,91,315,71,107,18,1,21,52,50,57,1,1,.340,.432,.603,1.035,375,5,0,5,4,0.79,40,190,4,.355,.263,15.00,.877,.133,.152
Michael Cuddyer,RF,COL,49,190,32,63,15,1,10,31,14,30,3,0,.332,.376,.579,.955,205,0,0,1,5,1.28,26,110,0,.351,.247,19.00,.467,.068,.146
Corey Dickerson,LF,COL,131,436,74,136,27,6,24,76,37,101,8,7,.312,.364,.567,.931,478,1,0,4,6,0.78,57,247,6,.356,.255,18.17,.366,.077,.211
Ben Paulsen,1B,COL,31,63,8,20,4,0,4,10,2,19,0,0,.317,.348,.571,.919,66,1,0,0,1,2.00,8,36,1,.400,.254,15.75,.105,.030,.288
Michael McKenry,C,COL,57,168,23,53,9,0,8,22,22,42,0,3,.315,.398,.512,.910,192,1,1,0,6,0.95,17,86,1,.381,.196,21.00,.524,.115,.219
Justin Morneau,1B,COL,135,502,62,160,32,3,17,82,34,60,0,3,.319,.364,.496,.860,550,6,0,8,7,1.06,52,249,4,.330,.177,29.53,.567,.062,.109
Rafael Ynoa,3B,COL,19,67,5,23,6,1,0,13,4,9,0,0,.343,.380,.463,.843,71,0,0,0,1,1.33,7,31,0,.397,.119,-.--,.444,.056,.127
Nolan Arenado,3B,COL,111,432,58,124,34,2,18,61,25,58,2,1,.287,.328,.500,.828,467,4,1,5,13,0.71,54,216,1,.294,.213,24.00,.431,.054,.124
Drew Stubbs,CF,COL,132,388,67,112,22,4,15,43,30,136,20,3,.289,.339,.482,.821,424,1,2,3,4,1.04,41,187,1,.404,.193,25.87,.221,.071,.321
Matt McBride,X,COL,21,31,6,7,2,0,2,6,2,12,0,0,.226,.294,.484,.778,34,1,0,0,0,0.33,4,15,0,.294,.258,15.50,.167,.059,.353
Charlie Blackmon,CF,COL,154,593,82,171,27,3,19,72,31,96,28,10,.288,.335,.440,.775,648,13,6,5,3,0.86,49,261,5,.315,.152,31.21,.323,.048,.148
Jhoulys Chacin,P,COL,12,15,2,5,1,0,0,0,1,4,0,0,.333,.375,.400,.775,17,0,1,0,0,2.50,1,6,0,.455,.067,-.--,.250,.059,.235
