PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
David Hensley,DH,HOU,16,29,7,10,2,1,1,5,5,6,0,0,.345,.441,.586,1.027,16,29,7,10,2,1,1,5,5,6,0,0,.345,.441,.586
Yordan Alvarez,DH,HOU,135,470,95,144,29,2,37,97,78,106,1,1,.306,.406,.613,1.019,HOU,135,470,95,144,29,2,37,97,78,106,1,1,.306,.406
Jose Altuve,2B,HOU,141,527,103,158,39,0,28,57,66,87,18,1,.300,.387,.533,.920,1.019,HOU,141,527,103,158,39,0,28,57,66,87,18,1,.300
Alex Bregman,3B,HOU,155,548,93,142,38,0,23,93,87,77,1,2,.259,.366,.454,.820,.533,.920,HOU,155,548,93,142,38,0,23,93,87,77,1,2
Kyle Tucker,RF,HOU,150,544,71,140,28,1,30,107,59,95,25,4,.257,.330,.478,.808,.366,.454,.820,HOU,150,544,71,140,28,1,30,107,59,95,25
Michael Brantley,DH,HOU,64,243,28,70,14,1,5,26,31,30,1,1,.288,.370,.416,.786,.257,.330,.478,.808,HOU,64,243,28,70,14,1,5,26,31,30
Chas McCormick,LF,HOU,119,359,47,88,12,2,14,44,46,106,4,3,.245,.332,.407,.739,1,.288,.370,.416,.786,HOU,119,359,47,88,12,2,14,44,46
Jeremy Pena,SS,HOU,136,521,72,132,20,2,22,63,22,135,11,2,.253,.289,.426,.715,4,3,.245,.332,.407,.739,HOU,136,521,72,132,20,2,22,63
Aledmys Diaz,LF,HOU,92,305,35,74,13,0,12,38,18,53,1,1,.243,.287,.403,.690,135,11,2,.253,.289,.426,.715,HOU,92,305,35,74,13,0,12
Yuli Gurriel,1B,HOU,146,545,53,132,40,0,8,53,30,73,8,0,.242,.288,.360,.648,18,53,1,1,.243,.287,.403,.690,HOU,146,545,53,132,40,0
Trey Mancini,DH,HOU,51,165,17,29,7,0,8,22,18,49,0,0,.176,.258,.364,.622,53,30,73,8,0,.242,.288,.360,.648,HOU,51,165,17,29,7
Martin Maldonado,C,HOU,113,344,40,64,12,0,15,45,22,116,0,0,.186,.248,.352,.600,8,22,18,49,0,0,.176,.258,.364,.622,HOU,113,344,40,64
Christian Vazquez,C,HOU,35,104,8,26,3,0,1,10,4,18,0,2,.250,.278,.308,.586,0,15,45,22,116,0,0,.186,.248,.352,.600,HOU,35,104,8
J.J. Matijevic,X,HOU,32,67,7,14,2,0,2,5,2,25,1,0,.209,.254,.328,.582,3,0,1,10,4,18,0,2,.250,.278,.308,.586,HOU,32,67
Jake Meyers,CF,HOU,52,150,13,34,6,2,1,15,7,54,2,1,.227,.269,.313,.582,14,2,0,2,5,2,25,1,0,.209,.254,.328,.582,HOU,52
Mauricio Dubon,CF,HOU,83,197,21,41,8,0,3,16,12,26,2,3,.208,.254,.294,.548,13,34,6,2,1,15,7,54,2,1,.227,.269,.313,.582,HOU
Jose Siri,CF,HOU,48,135,18,24,4,2,3,10,9,48,6,1,.178,.238,.304,.542,197,21,41,8,0,3,16,12,26,2,3,.208,.254,.294,.548
Yainer Diaz,DH,HOU,6,8,0,1,1,0,0,1,1,2,0,0,.125,.222,.250,.472,48,135,18,24,4,2,3,10,9,48,6,1,.178,.238,.304
Korey Lee,C,HOU,12,25,1,4,2,0,0,4,1,9,0,0,.160,.192,.240,.432,HOU,6,8,0,1,1,0,0,1,1,2,0,0,.125,.222
Jason Castro,C,HOU,34,78,6,9,2,0,1,3,8,40,1,0,.115,.205,.179,.384,.472,HOU,12,25,1,4,2,0,0,4,1,9,0,0,.160
Niko Goodrum,2B,HOU,15,43,2,5,2,0,0,1,2,23,1,0,.116,.156,.163,.319,.240,.432,HOU,34,78,6,9,2,0,1,3,8,40,1,0
Taylor Jones,X,HOU,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.205,.179,.384,HOU,15,43,2,5,2,0,0,1,2,23,1
Joe Perez,3B,HOU,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,.116,.156,.163,.319,HOU,1,1,0,0,0,0,0,0,0,0
