PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Manny Machado,3B,SD,150,578,100,172,37,1,32,102,63,133,9,1,.298,.366,.531,.897,150,578,100,172,37,1,32,102,63,133,9,1,.298,.366,.531
Juan Soto,RF,SD,52,182,31,43,8,1,6,16,44,34,0,0,.236,.388,.390,.778,SD,52,182,31,43,8,1,6,16,44,34,0,0,.236,.388
Luke Voit,DH,SD,82,298,38,67,18,0,13,48,39,110,1,1,.225,.317,.416,.733,.778,SD,82,298,38,67,18,0,13,48,39,110,1,1,.225
Eric Hosmer,1B,SD,90,335,32,91,16,0,8,40,33,55,0,0,.272,.336,.391,.727,.416,.733,SD,90,335,32,91,16,0,8,40,33,55,0,0
Brandon Drury,1B,SD,46,168,25,40,9,0,8,28,9,42,0,1,.238,.290,.435,.725,.336,.391,.727,SD,46,168,25,40,9,0,8,28,9,42,0
Jake Cronenworth,2B,SD,158,587,88,140,30,4,17,88,70,131,3,0,.239,.332,.390,.722,.238,.290,.435,.725,SD,158,587,88,140,30,4,17,88,70,131
Jurickson Profar,LF,SD,152,575,82,140,36,2,15,58,73,103,5,1,.243,.331,.391,.722,0,.239,.332,.390,.722,SD,152,575,82,140,36,2,15,58,73
Wil Myers,RF,SD,77,261,29,68,15,0,7,41,21,86,2,1,.261,.315,.398,.713,5,1,.243,.331,.391,.722,SD,77,261,29,68,15,0,7,41
Ha-Seong Kim,SS,SD,150,517,58,130,29,3,11,59,51,100,12,2,.251,.325,.383,.708,86,2,1,.261,.315,.398,.713,SD,150,517,58,130,29,3,11
Jorge Alfaro,C,SD,82,256,25,63,14,0,7,40,11,98,1,0,.246,.285,.383,.668,51,100,12,2,.251,.325,.383,.708,SD,82,256,25,63,14,0
Nomar Mazara,RF,SD,55,159,16,42,8,0,2,18,10,40,0,0,.264,.316,.352,.668,40,11,98,1,0,.246,.285,.383,.668,SD,55,159,16,42,8
Austin Nola,C,SD,110,347,40,87,15,0,4,40,34,60,2,1,.251,.321,.329,.650,2,18,10,40,0,0,.264,.316,.352,.668,SD,110,347,40,87
Jose Azocar,RF,SD,98,202,24,52,9,3,0,10,12,44,5,6,.257,.298,.332,.630,0,4,40,34,60,2,1,.251,.321,.329,.650,SD,98,202,24
Trent Grisham,CF,SD,152,451,58,83,16,2,17,53,57,150,7,1,.184,.284,.341,.625,9,3,0,10,12,44,5,6,.257,.298,.332,.630,SD,152,451
CJ Abrams,SS,SD,46,125,16,29,5,0,2,11,4,27,1,2,.232,.285,.320,.605,83,16,2,17,53,57,150,7,1,.184,.284,.341,.625,SD,46
Luis Campusano,C,SD,16,48,4,12,1,0,1,5,1,11,0,0,.250,.260,.333,.593,16,29,5,0,2,11,4,27,1,2,.232,.285,.320,.605,SD
Josh Bell,DH,SD,53,177,26,34,5,0,3,14,32,41,0,0,.192,.316,.271,.587,48,4,12,1,0,1,5,1,11,0,0,.250,.260,.333,.593
Esteury Ruiz,LF,SD,14,27,1,6,1,1,0,2,0,5,1,2,.222,.222,.333,.555,53,177,26,34,5,0,3,14,32,41,0,0,.192,.316,.271
Eguy Rosario,3B,SD,7,5,0,1,0,0,0,0,1,2,0,0,.200,.333,.200,.533,SD,14,27,1,6,1,1,0,2,0,5,1,2,.222,.222
Brandon Dixon,3B,SD,5,14,1,3,1,0,0,1,0,5,0,0,.214,.214,.286,.500,.555,SD,7,5,0,1,0,0,0,0,1,2,0,0,.200
Matthew Batten,3B,SD,15,19,0,2,1,0,0,1,2,6,0,0,.105,.227,.158,.385,.200,.533,SD,5,14,1,3,1,0,0,1,0,5,0,0
Matt Beaty,RF,SD,20,43,6,4,1,1,0,1,2,8,0,0,.093,.170,.163,.333,.214,.286,.500,SD,15,19,0,2,1,0,0,1,2,6,0
Sergio Alcantara,SS,SD,22,35,3,4,0,0,0,3,2,12,0,2,.114,.158,.114,.272,.105,.227,.158,.385,SD,20,43,6,4,1,1,0,1,2,8
Trayce Thompson,RF,SD,6,14,1,1,0,0,0,2,2,7,0,1,.071,.188,.071,.259,0,.093,.170,.163,.333,SD,22,35,3,4,0,0,0,3,2
Robinson Cano,2B,SD,12,33,1,3,0,0,0,1,1,10,0,0,.091,.118,.091,.209,0,2,.114,.158,.114,.272,SD,6,14,1,1,0,0,0,2
Luis Liberato,X,SD,7,5,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,5,0,0,0,0,0.00,0,0,0,.000,.000,-.--,.---,.000,.600
Taylor Rogers,P,SD,42,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Brent Rooker,LF,SD,2,7,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000,7,0,0,0,0,0.50,0,0,0,.000,.000,-.--,.---,.000,.571
Blake Snell,P,SD,25,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
