PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Mike Trout,CF,LAA,119,438,85,124,28,2,40,80,54,139,1,0,.283,.369,.630,.999,499,6,0,1,6,0.43,70,276,8,.323,.347,10.95,.388,.108,.279
Livan Soto,SS,LAA,18,55,9,22,5,1,1,9,2,13,1,1,.400,.414,.582,.996,59,0,1,1,1,0.83,7,32,0,.500,.182,55.00,.154,.034,.220
Shohei Ohtani,DH,LAA,157,586,90,160,30,6,34,95,72,161,11,9,.273,.356,.519,.875,666,5,0,3,6,1.03,70,304,14,.320,.246,17.24,.447,.108,.242
Taylor Ward,RF,LAA,135,495,73,139,22,2,23,65,60,120,5,3,.281,.360,.473,.833,564,4,0,5,5,0.64,47,234,0,.325,.192,21.52,.500,.106,.213
Monte Harrison,LF,LAA,9,11,5,2,0,0,1,3,2,8,1,0,.182,.357,.455,.812,14,1,0,0,1,1.00,1,5,0,.500,.273,11.00,.250,.143,.571
Luis Rengifo,2B,LAA,127,489,45,129,22,4,17,52,17,79,6,2,.264,.294,.429,.723,511,4,1,0,11,1.10,43,210,0,.285,.166,28.76,.215,.033,.155
Anthony Rendon,3B,LAA,47,166,15,38,10,0,5,24,23,35,2,0,.229,.326,.380,.706,193,2,0,2,7,0.67,15,63,0,.258,.151,33.20,.657,.119,.181
Mike Ford,1B,LAA,28,91,8,21,4,0,3,5,8,26,0,0,.231,.293,.374,.667,99,0,0,0,1,0.42,7,34,0,.290,.143,30.33,.308,.081,.263
Logan O'Hoppe,C,LAA,5,14,1,4,0,0,0,2,2,3,0,0,.286,.375,.286,.661,16,0,0,0,0,0.40,0,4,0,.364,.000,-.--,.667,.125,.188
Mickey Moniak,LF,LAA,19,60,9,12,2,1,3,6,1,25,1,0,.200,.226,.417,.643,62,1,0,0,0,0.35,6,25,0,.281,.217,20.00,.040,.016,.403
Jared Walsh,1B,LAA,118,423,41,91,18,2,15,44,27,138,2,1,.215,.269,.374,.643,454,4,0,0,6,1.11,35,158,4,.281,.158,28.20,.196,.059,.304
Matt Thaiss,C,LAA,29,69,9,15,1,0,2,8,11,24,1,0,.217,.321,.319,.640,81,0,0,1,2,1.82,3,22,1,.295,.101,34.50,.458,.136,.296
Jo Adell,LF,LAA,88,268,22,60,12,2,8,27,11,107,4,2,.224,.264,.373,.637,285,4,0,1,6,0.85,22,100,0,.338,.149,33.50,.103,.039,.375
Brandon Marsh,LF,LAA,93,292,34,66,9,2,8,37,22,117,8,2,.226,.284,.353,.637,323,3,3,3,2,0.98,19,103,1,.341,.127,36.50,.188,.068,.362
David Fletcher,2B,LAA,61,216,20,55,9,1,2,17,7,16,1,0,.255,.288,.333,.621,228,3,2,0,6,0.71,12,72,0,.268,.079,108.00,.438,.031,.070
Matt Duffy,3B,LAA,77,228,14,57,8,0,2,16,17,50,0,0,.250,.308,.311,.619,247,2,0,0,6,1.02,10,71,0,.313,.061,114.00,.340,.069,.202
Max Stassi,C,LAA,102,333,32,60,12,1,9,30,38,112,0,0,.180,.267,.303,.570,375,2,1,1,12,1.23,22,101,0,.239,.123,37.00,.339,.101,.299
Kurt Suzuki,C,LAA,51,139,10,25,4,0,4,15,15,29,0,0,.180,.266,.295,.561,159,2,1,2,3,0.54,8,41,0,.194,.115,34.75,.517,.094,.182
Tyler Wade,2B,LAA,67,147,22,32,5,0,1,8,10,33,8,5,.218,.272,.272,.544,163,1,5,0,3,1.18,6,40,0,.274,.054,147.00,.303,.061,.202
Andrew Velazquez,SS,LAA,125,322,37,63,8,0,9,28,15,119,17,1,.196,.236,.304,.540,349,3,6,3,3,1.26,17,98,0,.274,.109,35.78,.126,.043,.341
Michael Stefanic,2B,LAA,25,61,5,12,2,0,0,0,5,12,0,0,.197,.279,.230,.509,69,2,1,0,1,1.38,2,14,0,.245,.033,-.--,.417,.072,.174
Jack Mayfield,2B,LAA,23,70,8,13,1,1,1,6,3,17,1,0,.186,.230,.271,.501,74,1,0,0,1,0.90,3,19,0,.231,.086,70.00,.176,.041,.230
Austin Romine,C,LAA,3,8,0,2,0,0,0,0,0,3,0,0,.250,.250,.250,.500,9,0,1,0,0,1.00,0,2,0,.400,.000,-.--,.---,.000,.333
Chad Wallach,C,LAA,12,35,3,5,1,0,1,4,4,9,0,0,.143,.231,.257,.488,40,0,1,0,1,0.83,2,9,0,.160,.114,35.00,.444,.100,.225
David MacKinnon,1B,LAA,16,37,0,7,0,0,0,6,5,12,0,0,.189,.279,.189,.468,43,0,0,1,2,0.90,0,7,0,.269,.000,-.--,.417,.116,.279
Juan Lagares,RF,LAA,20,60,4,11,2,1,0,0,2,15,0,0,.183,.210,.250,.460,62,0,0,0,0,0.62,3,15,0,.244,.067,-.--,.133,.032,.242
Jonathan Villar,3B,LAA,13,49,6,8,0,0,1,3,4,17,1,0,.163,.226,.224,.450,54,0,1,0,1,4.00,1,11,0,.226,.061,49.00,.235,.074,.315
Magneuris Sierra,CF,LAA,45,91,7,15,1,3,0,5,4,25,6,1,.165,.200,.242,.442,96,0,1,0,0,1.26,4,22,0,.227,.077,-.--,.160,.042,.260
