PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Eloy Jimenez,DH,CWS,84,292,40,86,12,0,16,54,28,72,0,0,.295,.358,.500,.858,327,3,0,4,8,1.30,28,146,0,.337,.205,18.25,.389,.086,.220
Jose Abreu,1B,CWS,157,601,85,183,40,0,15,75,62,110,0,0,.304,.378,.446,.824,679,12,0,4,19,1.21,55,268,2,.350,.141,40.07,.564,.091,.162
Danny Mendick,SS,CWS,31,97,22,28,4,1,3,15,7,23,1,0,.289,.343,.443,.786,106,1,1,0,2,0.96,8,43,0,.352,.155,32.33,.304,.066,.217
Elvis Andrus,SS,CWS,43,181,25,49,8,0,9,28,9,30,11,0,.271,.309,.464,.773,191,1,0,0,1,1.43,17,84,0,.282,.193,20.11,.300,.047,.157
Jake Burger,3B,CWS,51,168,20,42,9,1,8,26,10,56,0,0,.250,.302,.458,.760,183,3,1,1,7,0.89,18,77,1,.324,.208,21.00,.179,.055,.306
Andrew Vaughn,RF,CWS,134,510,60,138,28,1,17,76,31,96,0,0,.271,.321,.429,.750,555,9,0,5,13,1.18,46,219,0,.301,.159,30.00,.323,.056,.173
Luis Robert,CF,CWS,98,380,54,108,18,0,12,56,17,77,11,3,.284,.319,.426,.745,401,3,0,1,6,0.98,30,162,1,.329,.142,31.67,.221,.042,.192
Tim Anderson,SS,CWS,79,332,50,100,13,0,6,25,14,55,13,0,.301,.339,.395,.734,351,5,0,0,10,1.81,19,131,1,.347,.093,55.33,.255,.040,.157
Seby Zavala,C,CWS,61,178,22,48,14,0,2,21,19,64,0,0,.270,.347,.382,.729,205,3,3,2,1,0.48,16,68,0,.404,.112,89.00,.297,.093,.312
Gavin Sheets,RF,CWS,124,377,34,91,19,0,15,53,27,86,0,0,.241,.295,.411,.706,410,3,0,3,9,0.74,34,155,0,.272,.170,25.13,.314,.066,.210
Josh Harrison,2B,CWS,119,386,50,99,19,2,7,27,21,71,2,1,.256,.317,.370,.687,425,14,2,2,9,0.96,28,143,0,.297,.114,55.14,.296,.049,.167
AJ Pollock,LF,CWS,138,489,61,120,26,1,14,56,32,98,3,1,.245,.292,.389,.681,527,2,0,4,13,1.04,41,190,0,.278,.143,34.93,.327,.061,.186
Yoan Moncada,3B,CWS,104,397,41,84,18,1,12,51,32,114,2,0,.212,.273,.353,.626,433,2,1,1,5,0.86,31,140,2,.265,.141,33.08,.281,.074,.263
Romy Gonzalez,2B,CWS,32,105,15,25,4,1,2,11,2,39,0,1,.238,.257,.352,.609,109,1,0,1,3,1.63,7,37,0,.354,.114,52.50,.051,.018,.358
Adam Engel,CF,CWS,119,245,32,55,13,1,2,17,11,76,12,4,.224,.269,.310,.579,260,4,0,0,2,0.63,16,76,1,.317,.086,122.50,.145,.042,.292
Adam Haseley,X,CWS,14,21,4,5,0,0,0,2,3,7,0,0,.238,.333,.238,.571,25,0,1,0,0,10.00,0,5,0,.357,.000,-.--,.429,.120,.280
Yasmani Grandal,C,CWS,99,327,15,66,7,0,5,27,45,79,1,0,.202,.301,.269,.570,376,2,0,2,8,0.80,12,88,1,.249,.067,65.40,.570,.120,.210
Carlos Perez,C,CWS,7,18,0,4,2,0,0,2,0,2,0,0,.222,.222,.333,.555,18,0,0,0,1,0.71,2,6,0,.250,.111,-.--,.---,.000,.111
Reese McGuire,C,CWS,53,151,12,34,9,0,0,10,6,33,0,0,.225,.261,.285,.546,166,2,5,2,2,0.86,9,43,0,.283,.060,-.--,.182,.036,.199
Leury Garcia,2B,CWS,97,300,38,63,8,0,3,20,7,65,2,0,.210,.233,.267,.500,315,3,2,3,6,1.30,11,80,0,.255,.057,100.00,.108,.022,.206
Mark Payton,LF,CWS,8,21,3,3,0,0,0,1,4,4,0,0,.143,.280,.143,.423,25,0,0,0,0,1.00,0,3,0,.176,.000,-.--,1.000,.160,.160
Lenyn Sosa,2B,CWS,11,35,3,4,1,0,1,1,1,12,0,0,.114,.139,.229,.368,36,0,0,0,2,1.11,2,8,0,.136,.114,35.00,.083,.028,.333
Aaron Bummer,P,CWS,32,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Matt Foster,P,CWS,48,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Kendall Graveman,P,CWS,65,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Liam Hendriks,P,CWS,58,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Jimmy Lambert,P,CWS,42,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Reynaldo Lopez,P,CWS,61,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Anderson Severino,P,CWS,6,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
