PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Liover Peguero,SS,PIT,1,3,0,1,0,0,0,0,1,2,0,0,.333,.500,.333,.833,4,0,0,0,0,-.--,0,1,0,1.000,.000,-.--,.500,.250,.500
Ji Hwan Bae,CF,PIT,10,33,5,11,3,0,0,6,2,6,3,0,.333,.405,.424,.829,37,2,0,0,0,1.67,3,14,0,.407,.091,-.--,.333,.054,.162
Canaan Smith-Njigba,LF,PIT,3,5,1,1,1,0,0,0,1,0,0,0,.200,.429,.400,.829,7,1,0,0,0,3.00,1,2,0,.200,.200,-.--,.---,.143,.000
Bryan Reynolds,CF,PIT,145,542,74,142,19,4,27,62,56,141,7,3,.262,.345,.461,.806,614,14,0,2,13,1.12,50,250,6,.306,.199,20.07,.397,.091,.230
Oneil Cruz,SS,PIT,87,331,45,77,13,4,17,54,28,126,10,4,.233,.294,.450,.744,361,1,0,1,3,1.39,34,149,1,.317,.218,19.47,.222,.078,.349
Rodolfo Castro,2B,PIT,71,253,25,59,8,4,11,27,22,74,5,3,.233,.299,.427,.726,278,2,0,1,6,1.28,23,108,0,.284,.194,23.00,.297,.079,.266
Jack Suwinski,LF,PIT,106,326,45,66,11,0,19,38,41,114,4,2,.202,.298,.411,.709,372,4,0,1,5,0.96,30,134,1,.242,.209,17.16,.360,.110,.306
Roberto Perez,C,PIT,21,60,8,14,2,0,2,8,9,25,0,0,.233,.333,.367,.700,69,0,0,0,1,1.63,4,22,0,.364,.133,30.00,.360,.130,.362
Ben Gamel,LF,PIT,115,371,42,86,20,2,9,46,48,98,5,1,.232,.324,.369,.693,423,3,0,1,5,1.00,31,137,2,.291,.137,41.22,.490,.113,.232
Kevin Newman,2B,PIT,78,288,31,79,18,2,2,24,16,48,8,2,.274,.316,.372,.688,309,2,2,1,6,1.05,22,107,0,.322,.097,144.00,.333,.052,.155
Miguel Andujar,DH,PIT,9,36,4,9,3,1,0,9,2,5,0,1,.250,.275,.389,.664,40,0,0,2,1,0.85,4,14,0,.273,.139,-.--,.400,.050,.125
Jake Marisnick,CF,PIT,31,77,9,18,6,0,2,6,4,24,2,1,.234,.272,.390,.662,82,0,1,0,2,0.80,8,30,1,.314,.156,38.50,.167,.049,.293
Ke'Bryan Hayes,3B,PIT,136,505,55,123,24,3,7,41,48,122,20,5,.244,.314,.345,.659,560,5,0,2,12,1.17,34,174,0,.307,.101,72.14,.393,.086,.218
Michael Chavis,1B,PIT,129,401,39,92,16,3,14,49,19,126,1,1,.229,.265,.389,.654,426,2,0,4,4,0.89,33,156,1,.294,.160,28.64,.151,.045,.296
Hoy Park,2B,PIT,23,51,7,11,2,0,2,6,4,15,1,0,.216,.276,.373,.649,60,1,2,2,0,1.64,4,19,0,.250,.157,25.50,.267,.067,.250
Cal Mitchell,RF,PIT,69,212,21,48,11,0,5,17,18,52,3,1,.226,.286,.349,.635,232,0,1,1,3,1.15,16,74,0,.276,.123,42.40,.346,.078,.224
Diego Castillo,SS,PIT,96,262,28,54,13,0,11,29,14,75,1,1,.206,.251,.382,.633,283,3,0,4,7,0.83,24,100,1,.239,.176,23.82,.187,.049,.265
Tucupita Marcano,LF,PIT,49,160,18,33,6,2,2,13,10,44,2,1,.206,.256,.306,.562,177,1,5,1,1,0.98,10,49,0,.270,.100,80.00,.227,.056,.249
Josh VanMeter,2B,PIT,67,171,15,32,5,2,3,14,19,45,4,0,.187,.266,.292,.558,192,0,0,2,3,0.78,10,50,0,.232,.105,57.00,.422,.099,.234
