PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Otto Lopez,SS,TOR,8,9,0,6,0,0,0,3,1,1,0,1,.667,.700,.667,1.367,10,0,0,0,0,0.00,0,6,0,.750,.000,-.--,1.000,.100,.100
Danny Jansen,C,TOR,72,215,34,56,10,0,15,44,25,44,1,0,.260,.339,.516,.855,248,3,0,5,1,0.58,25,111,1,.255,.256,14.33,.568,.101,.177
Vladimir Guerrero,1B,TOR,160,638,90,175,35,0,32,97,58,116,8,3,.274,.339,.480,.819,706,6,0,4,26,1.45,67,306,6,.289,.205,19.94,.500,.082,.164
George Springer,CF,TOR,133,513,89,137,22,4,25,76,54,100,14,2,.267,.342,.472,.814,583,7,0,5,7,1.05,51,242,1,.285,.205,20.52,.540,.093,.172
Teoscar Hernandez,RF,TOR,131,499,71,133,35,1,25,77,34,152,6,3,.267,.316,.491,.807,535,2,0,0,18,1.16,61,245,0,.335,.224,19.96,.224,.064,.284
Bo Bichette,SS,TOR,159,652,91,189,43,1,24,93,41,155,13,8,.290,.333,.469,.802,697,2,0,2,21,1.30,68,306,0,.347,.179,27.17,.265,.059,.222
Alejandro Kirk,C,TOR,139,470,59,134,19,0,14,63,63,58,0,0,.285,.372,.415,.787,541,4,0,4,11,1.12,33,195,2,.299,.130,33.57,1.086,.116,.107
Whit Merrifield,2B,TOR,44,121,19,34,5,0,5,16,8,24,1,2,.281,.323,.446,.769,130,0,0,1,3,1.00,10,54,0,.312,.165,24.20,.333,.062,.185
Matt Chapman,3B,TOR,155,538,83,123,27,1,27,76,68,170,2,2,.229,.324,.433,.757,621,10,0,5,7,0.58,55,233,1,.277,.204,19.93,.400,.110,.274
Lourdes Gurriel,LF,TOR,121,453,52,132,32,1,5,52,31,83,3,4,.291,.343,.400,.743,493,6,0,2,11,1.00,38,181,1,.346,.108,90.60,.373,.063,.168
Gabriel Moreno,C,TOR,25,69,10,22,1,0,1,7,4,8,0,0,.319,.356,.377,.733,73,0,0,0,2,1.17,2,26,0,.350,.058,69.00,.500,.055,.110
Santiago Espinal,2B,TOR,135,449,51,120,25,0,7,51,36,68,6,6,.267,.322,.370,.692,491,2,1,3,12,0.93,32,166,1,.300,.102,64.14,.529,.073,.138
Gosuke Katoh,X,TOR,8,7,2,1,1,0,0,0,3,1,0,0,.143,.400,.286,.686,11,0,1,0,0,2.00,1,2,0,.167,.143,-.--,3.000,.273,.091
Zack Collins,DH,TOR,26,72,7,14,4,0,4,10,6,31,0,0,.194,.266,.417,.683,79,1,0,0,0,0.42,8,30,0,.270,.222,18.00,.194,.076,.392
Raimel Tapia,LF,TOR,128,411,47,109,20,3,7,52,16,81,8,2,.265,.292,.380,.672,433,0,3,1,12,1.62,30,156,0,.315,.114,58.71,.198,.037,.187
Cavan Biggio,2B,TOR,97,257,43,52,18,1,6,24,38,85,2,0,.202,.318,.350,.668,303,6,1,1,2,0.72,25,90,0,.275,.148,42.83,.447,.125,.281
Tyler Heineman,C,TOR,10,15,2,4,2,0,0,1,0,4,0,0,.267,.267,.400,.667,16,0,1,0,1,3.00,2,6,0,.364,.133,-.--,.---,.000,.250
Vinny Capra,DH,TOR,8,5,2,1,0,0,0,0,2,1,0,0,.200,.429,.200,.629,7,0,0,0,0,2.00,0,1,0,.250,.000,-.--,2.000,.286,.143
Jackie Bradley,CF,TOR,40,73,9,13,4,0,1,9,7,19,0,0,.178,.250,.274,.524,80,0,0,0,2,1.56,5,20,0,.226,.096,73.00,.368,.088,.238
Bradley Zimmer,CF,TOR,100,89,14,9,4,0,2,5,5,41,3,2,.101,.200,.213,.413,101,6,1,0,0,1.50,6,19,0,.152,.112,44.50,.122,.050,.406
Zach Pop,P,TOR,18,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
