PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Yu Darvish,P,TEX,17,3,1,1,0,0,1,1,0,1,0,0,.333,.333,1.333,1.666,3,0,0,0,1,1.00,1,4,0,.000,1.000,3.00,.---,.000,.333
Derek Holland,P,TEX,22,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,2,0,0,0,0,-.--,0,1,0,1.000,.000,-.--,.---,.000,.500
Drew Stubbs,LF,TEX,19,20,6,6,0,0,2,3,4,7,4,0,.300,.400,.600,1.000,25,0,0,1,0,1.00,2,12,0,.333,.300,10.00,.571,.160,.280
Brett Nicholas,C,TEX,15,40,5,11,5,0,2,4,4,9,0,0,.275,.356,.550,.906,45,1,0,0,2,0.54,7,22,0,.310,.275,20.00,.444,.089,.200
Carlos Gomez,LF,TEX,33,116,18,33,6,0,8,24,13,36,5,3,.284,.362,.543,.905,130,1,0,0,0,0.62,14,63,0,.347,.259,14.50,.361,.100,.277
Jonathan Lucroy,C,TEX,47,152,19,42,7,0,11,31,14,30,0,0,.276,.345,.539,.884,168,2,0,0,4,0.74,18,82,2,.279,.263,13.82,.467,.083,.179
Adrian Beltre,3B,TEX,153,583,89,175,31,1,32,104,48,66,1,1,.300,.358,.521,.879,640,6,0,3,10,0.84,64,304,6,.293,.221,18.22,.727,.075,.103
Elvis Andrus,SS,TEX,147,506,75,153,31,7,8,69,47,70,24,8,.302,.362,.439,.801,568,4,4,7,18,1.10,46,222,2,.333,.136,63.25,.671,.083,.123
Rougned Odor,2B,TEX,150,605,89,164,33,4,33,88,19,135,14,7,.271,.296,.502,.798,632,4,0,4,6,0.89,70,304,0,.297,.231,18.33,.141,.030,.214
Robinson Chirinos,C,TEX,57,147,21,33,11,0,9,20,15,44,0,1,.224,.314,.483,.797,170,5,1,2,4,1.09,20,71,0,.250,.259,16.33,.341,.088,.259
Ian Desmond,CF,TEX,156,625,107,178,29,3,22,86,44,160,21,6,.285,.335,.446,.781,677,5,0,3,11,1.54,54,279,2,.350,.162,28.41,.275,.065,.236
Carlos Beltran,DH,TEX,52,193,23,54,12,0,7,29,13,31,1,0,.280,.325,.451,.776,206,0,0,0,6,1.00,19,87,1,.303,.171,27.57,.419,.063,.150
Shin-Soo Choo,RF,TEX,48,178,27,43,7,0,7,17,25,46,6,3,.242,.357,.399,.756,210,7,0,0,1,1.23,14,71,1,.288,.157,25.43,.543,.119,.219
Justin Ruggiano,LF,TEX,1,4,0,1,1,0,0,1,0,1,0,0,.250,.250,.500,.750,4,0,0,0,0,1.00,1,2,0,.333,.250,-.--,.---,.000,.250
Nomar Mazara,RF,TEX,145,516,59,137,13,3,20,64,39,112,0,2,.266,.320,.419,.739,568,6,0,7,12,1.26,36,216,1,.299,.153,25.80,.348,.069,.197
Ryan Rua,LF,TEX,99,240,40,62,8,1,8,22,21,76,9,0,.258,.331,.400,.731,269,6,0,2,8,1.08,17,96,2,.342,.142,30.00,.276,.078,.283
Mitch Moreland,1B,TEX,147,460,49,107,21,0,22,60,35,118,1,0,.233,.298,.422,.720,503,8,0,0,8,0.91,43,194,5,.266,.189,20.91,.297,.070,.235
Bryan Holaday,C,TEX,30,84,14,20,6,1,2,13,5,16,0,1,.238,.290,.405,.695,94,2,1,2,0,0.38,9,34,0,.265,.167,42.00,.313,.053,.170
Martin Perez,P,TEX,33,3,0,1,0,0,0,0,0,1,0,0,.333,.333,.333,.666,4,0,1,0,0,2.00,0,1,0,.500,.000,-.--,.---,.000,.250
Jurickson Profar,3B,TEX,90,272,35,65,6,3,5,20,30,61,2,1,.239,.321,.338,.659,307,3,2,0,7,1.39,14,92,0,.291,.099,54.40,.492,.098,.199
Bobby Wilson,C,TEX,42,128,11,32,4,0,3,22,5,33,0,0,.250,.277,.352,.629,141,1,4,3,2,0.89,7,45,0,.305,.102,42.67,.152,.035,.234
Prince Fielder,DH,TEX,89,326,29,69,16,0,8,44,32,63,0,0,.212,.292,.334,.626,370,7,0,5,12,1.16,24,109,1,.235,.123,40.75,.508,.086,.170
Delino DeShields,CF,TEX,74,182,36,38,7,0,4,13,15,54,8,3,.209,.275,.313,.588,203,2,3,1,1,1.76,11,57,0,.272,.104,45.50,.278,.074,.266
Jared Hoying,RF,TEX,39,46,8,10,2,0,0,5,3,8,1,0,.217,.265,.261,.526,49,0,0,0,0,0.47,2,12,0,.263,.043,-.--,.375,.061,.163
Joey Gallo,DH,TEX,17,25,2,1,0,0,1,1,5,19,1,0,.040,.200,.160,.360,30,0,0,0,0,0.25,1,4,0,.000,.120,25.00,.263,.167,.633
Hanser Alberto,X,TEX,35,56,2,8,1,0,0,5,0,17,1,0,.143,.143,.161,.304,58,0,2,0,1,0.94,1,9,0,.205,.018,-.--,.---,.000,.293
Cole Hamels,P,TEX,32,8,0,1,0,0,0,0,0,1,0,0,.125,.125,.125,.250,8,0,0,0,0,1.00,0,1,0,.143,.000,-.--,.---,.000,.125
Dario Alvarez,P,TEX,10,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Tony Barnette,P,TEX,53,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Matt Bush,P,TEX,58,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Alex Claudio,P,TEX,39,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Jake Diekman,P,TEX,66,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Sam Dyson,P,TEX,73,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
A.J. Griffin,P,TEX,23,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,2,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
Jeremy Jeffress,P,TEX,12,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Keone Kela,P,TEX,35,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Jose Leclerc,P,TEX,12,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Nick Martinez,P,TEX,12,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,2,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.000,.500
Cesar Ramos,P,TEX,16,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Shawn Tolleson,P,TEX,37,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
