PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Drew Butera,C,KC,56,123,18,35,10,1,4,16,8,36,0,0,.285,.328,.480,.808,133,0,2,0,2,0.93,15,59,0,.373,.195,30.75,.222,.060,.271
Mike Moustakas,3B,KC,27,104,12,25,6,0,7,13,9,13,0,1,.240,.301,.500,.801,113,0,0,0,5,0.94,13,52,0,.214,.260,14.86,.692,.080,.115
Kendrys Morales,DH,KC,154,558,65,147,24,0,30,93,48,120,0,0,.263,.327,.468,.795,618,7,0,5,20,1.16,54,261,2,.283,.204,18.60,.400,.078,.194
Eric Hosmer,1B,KC,158,605,80,161,24,1,25,104,57,132,5,3,.266,.328,.433,.761,667,1,0,4,18,2.01,50,262,5,.301,.167,24.20,.432,.085,.198
Lorenzo Cain,CF,KC,103,397,56,114,19,1,9,56,31,84,14,5,.287,.339,.408,.747,434,2,0,4,15,1.36,29,162,3,.341,.121,44.11,.369,.071,.194
Paulo Orlando,RF,KC,128,457,52,138,24,4,5,43,13,105,14,3,.302,.329,.405,.734,484,7,3,3,12,1.29,33,185,1,.380,.103,91.40,.124,.027,.217
Cheslor Cuthbert,3B,KC,128,475,49,130,28,1,12,46,32,96,2,0,.274,.318,.413,.731,510,0,1,2,14,0.91,41,196,0,.320,.139,39.58,.333,.063,.188
Jarrod Dyson,CF,KC,107,299,46,83,14,8,1,25,26,39,30,7,.278,.340,.388,.728,337,3,8,1,4,1.82,23,116,2,.315,.110,299.00,.667,.077,.116
Salvador Perez,C,KC,139,514,57,127,28,2,22,64,22,119,0,0,.247,.288,.438,.726,546,8,0,2,12,0.67,52,225,3,.280,.191,23.36,.185,.040,.218
Whit Merrifield,2B,KC,81,311,44,88,22,3,2,29,19,72,8,3,.283,.323,.392,.715,332,0,1,1,1,0.89,27,122,1,.361,.109,155.50,.264,.057,.217
Brett Eibner,LF,KC,26,78,11,18,6,0,3,10,6,23,0,0,.231,.286,.423,.709,85,0,1,0,1,0.81,9,33,1,.288,.192,26.00,.261,.071,.271
Rey Fuentes,RF,KC,13,41,2,13,1,0,0,5,3,8,0,2,.317,.364,.341,.705,44,0,0,0,0,1.50,1,14,0,.394,.024,-.--,.375,.068,.182
Alex Gordon,LF,KC,128,445,62,98,16,2,17,40,52,148,8,1,.220,.312,.380,.692,506,8,0,1,9,0.90,35,169,3,.288,.160,26.18,.351,.103,.292
