PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Freddie Freeman,1B,ATL,158,589,102,178,43,6,34,91,89,171,6,1,.302,.400,.569,.969,693,10,0,5,12,0.71,83,335,18,.370,.267,17.32,.520,.128,.247
Brandon Snyder,X,ATL,37,46,8,11,5,1,4,9,1,16,0,0,.239,.255,.652,.907,47,0,0,0,1,1.71,10,30,0,.269,.413,11.50,.063,.021,.340
Rio Ruiz,X,ATL,5,7,1,2,0,1,0,2,0,2,1,0,.286,.286,.571,.857,7,0,0,0,0,0.00,1,4,0,.400,.286,-.--,.---,.000,.286
Matt Kemp,LF,ATL,56,214,35,60,15,0,12,39,20,56,1,0,.280,.336,.519,.855,241,1,0,6,9,0.89,27,111,3,.316,.238,17.83,.357,.083,.232
Anthony Recker,C,ATL,33,90,6,25,8,0,2,15,16,22,1,0,.278,.394,.433,.827,112,2,3,1,0,0.68,10,39,1,.343,.156,45.00,.727,.143,.196
Dansby Swanson,SS,ATL,38,129,20,39,7,1,3,17,13,34,3,0,.302,.361,.442,.803,145,0,1,2,2,0.97,11,57,5,.383,.140,43.00,.382,.090,.234
Tyler Flowers,C,ATL,83,281,27,76,18,0,8,41,29,91,0,0,.270,.357,.420,.777,325,11,0,4,3,0.84,26,118,1,.366,.149,35.12,.319,.089,.280
Nick Markakis,RF,ATL,158,599,67,161,38,0,13,89,71,101,0,2,.269,.346,.397,.743,684,5,0,9,16,1.00,51,238,9,.300,.129,46.08,.703,.104,.148
Ender Inciarte,CF,ATL,131,522,85,152,24,7,3,29,45,68,16,7,.291,.351,.381,.732,578,4,5,2,8,1.29,34,199,5,.329,.090,174.00,.662,.078,.118
Adonis Garcia,3B,ATL,134,532,65,145,29,0,14,65,24,93,3,2,.273,.311,.406,.717,563,6,0,0,18,1.53,43,216,4,.308,.133,38.00,.258,.043,.165
Jace Peterson,2B,ATL,115,350,45,89,16,1,7,29,52,69,5,5,.254,.350,.366,.716,408,1,2,3,9,2.08,24,128,2,.296,.111,50.00,.754,.127,.169
Bud Norris,P,ATL,22,12,1,2,0,1,0,0,3,5,0,0,.167,.375,.333,.708,22,1,6,0,0,11.00,1,4,0,.286,.167,-.--,.600,.136,.227
Mallex Smith,CF,ATL,72,189,28,45,7,4,3,22,20,48,16,8,.238,.316,.365,.681,215,2,3,1,3,2.85,14,69,0,.302,.127,63.00,.417,.093,.223
Jeff Francoeur,LF,ATL,99,257,29,64,13,0,7,33,16,75,2,0,.249,.290,.381,.671,276,0,0,3,4,1.33,20,98,2,.320,.132,36.71,.213,.058,.272
Gordon Beckham,2B,ATL,85,240,25,52,16,1,5,30,26,50,1,0,.217,.300,.354,.654,273,4,0,3,12,1.01,22,85,1,.250,.138,48.00,.520,.095,.183
Chase d'Arnaud,X,ATL,84,233,24,57,14,2,1,21,23,50,9,3,.245,.317,.335,.652,262,3,0,3,5,0.82,17,78,1,.303,.090,233.00,.460,.088,.191
Drew Stubbs,CF,ATL,20,38,6,9,0,0,1,3,4,20,4,0,.237,.310,.316,.626,42,0,0,0,1,2.00,1,12,0,.471,.079,38.00,.200,.095,.476
Erick Aybar,SS,ATL,97,335,27,81,14,2,2,26,20,59,3,5,.242,.293,.313,.606,368,6,3,4,14,1.62,18,105,5,.284,.072,167.50,.339,.054,.160
Kelly Johnson,2B,ATL,49,121,8,26,6,0,1,10,10,25,1,0,.215,.273,.289,.562,132,0,0,1,4,1.45,7,35,1,.260,.074,121.00,.400,.076,.189
A.J. Pierzynski,C,ATL,81,247,15,54,15,0,2,23,6,29,1,0,.219,.243,.304,.547,259,3,0,3,13,1.39,17,75,1,.237,.085,123.50,.207,.023,.112
Hector Olivera,LF,ATL,6,19,2,4,1,0,0,2,1,5,0,0,.211,.238,.263,.501,21,0,0,1,1,1.75,1,5,0,.267,.053,-.--,.200,.048,.238
Jhoulys Chacin,P,ATL,5,8,0,2,0,0,0,1,0,1,0,0,.250,.250,.250,.500,8,0,0,0,0,0.67,0,2,0,.286,.000,-.--,.---,.000,.125
Reid Brignac,X,ATL,13,29,3,6,2,0,0,1,0,8,0,0,.207,.207,.276,.483,29,0,0,0,0,0.88,2,8,0,.286,.069,-.--,.---,.000,.276
Emilio Bonifacio,X,ATL,24,38,6,8,0,0,0,3,3,12,1,0,.211,.268,.211,.479,43,0,2,0,0,1.22,0,8,0,.308,.000,-.--,.250,.070,.279
Daniel Castro,SS,ATL,47,130,8,26,1,0,0,7,7,24,1,1,.200,.241,.208,.449,139,0,2,0,4,1.56,1,27,1,.245,.008,-.--,.292,.050,.173
Julio Teheran,P,ATL,31,49,1,10,1,0,0,2,1,16,0,0,.204,.220,.224,.444,61,0,11,0,1,1.43,1,11,0,.303,.020,-.--,.063,.016,.262
Rob Whalen,P,ATL,6,10,0,2,0,0,0,0,0,3,0,0,.200,.200,.200,.400,11,0,1,0,0,6.00,0,2,0,.286,.000,-.--,.---,.000,.273
Blake Lalli,X,ATL,10,13,0,2,1,0,0,1,0,3,0,0,.154,.154,.231,.385,13,0,0,0,1,3.00,1,3,0,.200,.077,-.--,.---,.000,.231
Joel De La Cruz,P,ATL,22,16,0,3,0,0,0,1,0,8,0,0,.188,.188,.188,.376,18,0,2,0,1,6.00,0,3,0,.375,.000,-.--,.---,.000,.444
Mike Foltynewicz,P,ATL,22,36,3,5,1,0,0,1,1,19,0,0,.139,.162,.167,.329,42,0,5,0,0,2.40,1,6,0,.294,.028,-.--,.053,.024,.452
