PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Edubray Ramos,P,PHI,42,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,1,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,1.000,.000
A.J. Ellis,C,PHI,11,32,3,10,3,0,1,9,3,7,1,0,.313,.371,.500,.871,35,0,0,0,0,1.14,4,16,0,.375,.188,32.00,.429,.086,.200
Tommy Joseph,1B,PHI,107,315,47,81,15,0,21,47,22,75,1,1,.257,.308,.505,.813,347,4,0,6,11,0.70,36,159,0,.267,.248,15.00,.293,.063,.216
Odubel Herrera,CF,PHI,159,583,87,167,21,6,15,49,63,134,25,7,.286,.361,.420,.781,656,6,2,2,6,1.00,42,245,7,.349,.134,38.87,.470,.096,.204
Cesar Hernandez,2B,PHI,155,547,67,161,14,11,6,39,66,116,17,13,.294,.371,.393,.764,622,2,5,2,6,1.83,31,215,4,.363,.099,91.17,.569,.106,.186
Cameron Rupp,C,PHI,105,389,36,98,26,1,16,54,24,114,1,0,.252,.303,.447,.750,419,5,0,1,11,1.28,43,174,0,.315,.195,24.31,.211,.057,.272
Maikel Franco,3B,PHI,152,581,67,148,23,1,25,88,40,106,1,1,.255,.306,.427,.733,630,5,0,4,13,1.04,49,248,7,.271,.172,23.24,.377,.063,.168
Andres Blanco,X,PHI,90,190,26,48,15,1,4,21,11,41,2,3,.253,.316,.405,.721,209,7,0,1,7,1.55,20,77,0,.301,.153,47.50,.268,.053,.196
Carlos Ruiz,C,PHI,48,165,18,43,6,0,3,12,24,28,3,1,.261,.368,.352,.720,193,4,0,0,3,0.92,9,58,1,.299,.091,55.00,.857,.124,.145
Ryan Howard,1B,PHI,112,331,35,65,10,0,25,59,27,114,0,1,.196,.257,.453,.710,362,1,0,3,7,0.94,35,150,2,.205,.257,13.24,.237,.075,.315
Roman Quinn,LF,PHI,15,57,10,15,4,0,0,6,8,19,5,1,.263,.373,.333,.706,69,2,2,0,0,1.08,4,19,0,.395,.070,-.--,.421,.116,.275
Peter Bourjos,RF,PHI,123,355,40,89,20,7,5,23,17,91,6,4,.251,.292,.389,.681,383,4,6,1,6,1.33,32,138,2,.323,.138,71.00,.187,.044,.238
Freddy Galvis,SS,PHI,158,584,61,141,26,3,20,67,25,136,17,6,.241,.274,.399,.673,624,3,8,4,16,0.91,49,233,6,.280,.158,29.20,.184,.040,.218
David Lough,LF,PHI,30,67,6,16,3,1,0,4,9,8,1,2,.239,.342,.313,.655,79,2,0,1,0,0.91,4,21,1,.267,.075,-.--,1.125,.114,.101
Cody Asche,LF,PHI,71,197,22,42,15,0,4,18,18,54,3,1,.213,.284,.350,.634,218,2,0,1,1,0.79,19,69,0,.271,.137,49.25,.333,.083,.248
Zach Eflin,P,PHI,11,23,2,6,2,0,0,0,0,8,0,0,.261,.261,.348,.609,23,0,0,0,2,3.50,2,8,0,.400,.087,-.--,.---,.000,.348
Jimmy Paredes,X,PHI,76,143,13,31,7,0,4,17,5,44,0,1,.217,.242,.350,.592,150,0,1,1,0,1.59,11,50,0,.281,.133,35.75,.114,.033,.293
Aaron Altherr,RF,PHI,57,198,23,39,6,0,4,22,23,69,7,2,.197,.300,.288,.588,227,6,0,0,4,1.43,10,57,2,.280,.091,49.50,.333,.101,.304
