PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
John Hicks,1B,DET,1,2,1,1,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500,2,0,0,0,0,1.00,1,2,0,.500,.500,-.--,.---,.000,.000
Miguel Cabrera,1B,DET,158,595,92,188,31,1,38,108,75,116,0,0,.316,.393,.563,.956,679,4,0,5,26,1.04,70,335,15,.336,.247,15.66,.647,.110,.171
J.D. Martinez,RF,DET,120,460,69,141,35,2,22,68,49,128,1,2,.307,.373,.535,.908,517,3,0,5,13,1.04,59,246,2,.378,.228,20.91,.383,.095,.248
Ian Kinsler,2B,DET,153,618,117,178,29,4,28,83,45,115,14,6,.288,.348,.484,.832,679,13,0,3,5,0.56,61,299,0,.314,.196,22.07,.391,.066,.169
Nick Castellanos,3B,DET,110,411,54,117,25,4,18,58,28,111,1,1,.285,.331,.496,.827,447,3,0,5,4,0.58,47,204,1,.345,.212,22.83,.252,.063,.248
Victor Martinez,DH,DET,154,553,65,160,22,0,27,86,50,90,0,0,.289,.351,.476,.827,610,4,0,3,19,0.82,49,263,8,.303,.186,20.48,.556,.082,.148
Cameron Maybin,CF,DET,94,349,65,110,14,5,4,43,36,69,15,6,.315,.383,.418,.801,391,3,2,1,8,1.79,23,146,0,.383,.103,87.25,.522,.092,.176
Steven Moya,RF,DET,31,94,9,24,4,2,5,11,5,38,0,1,.255,.290,.500,.790,100,0,0,1,0,0.83,11,47,0,.365,.245,18.80,.132,.050,.380
Justin Upton,LF,DET,153,570,81,140,28,2,31,87,50,179,9,4,.246,.310,.465,.775,626,4,0,2,15,0.85,61,265,3,.301,.219,18.39,.279,.080,.286
Erick Aybar,3B,DET,29,80,7,20,5,0,1,8,11,11,0,0,.250,.341,.350,.691,91,0,0,0,1,2.06,6,28,1,.279,.100,80.00,1.000,.121,.121
Tyler Collins,CF,DET,56,136,14,32,2,3,4,15,13,38,1,1,.235,.305,.382,.687,151,1,0,1,1,0.81,9,52,0,.295,.147,34.00,.342,.086,.252
Jose Iglesias,SS,DET,137,467,57,119,26,0,4,32,28,50,7,4,.255,.306,.336,.642,513,8,7,3,12,1.23,30,157,1,.276,.081,116.75,.560,.055,.097
James McCann,C,DET,105,344,31,76,9,1,12,48,23,109,0,1,.221,.272,.358,.630,373,2,1,3,12,0.85,22,123,0,.283,.137,28.67,.211,.062,.292
Jarrod Saltalamacchia,C,DET,92,246,30,42,5,1,12,38,41,104,0,0,.171,.284,.346,.630,292,0,0,5,1,0.50,18,85,1,.222,.175,20.50,.394,.140,.356
Anthony Gose,CF,DET,30,91,11,19,2,2,2,7,9,38,0,1,.209,.287,.341,.628,101,1,0,0,1,2.09,6,31,0,.333,.132,45.50,.237,.089,.376
Andrew Romine,3B,DET,109,174,21,41,5,2,2,16,13,38,8,0,.236,.304,.322,.626,194,4,3,0,5,1.65,9,56,0,.291,.086,87.00,.342,.067,.196
JaCoby Jones,X,DET,13,28,3,6,3,0,0,2,0,12,0,0,.214,.214,.321,.535,28,0,0,0,1,1.50,3,9,0,.375,.107,-.--,.---,.000,.429
Mike Aviles,RF,DET,68,167,17,35,5,1,1,6,9,27,2,2,.210,.258,.269,.527,181,2,3,0,5,1.25,7,45,0,.245,.060,167.00,.333,.050,.149
Jordan Zimmermann,P,DET,19,4,0,1,0,0,0,0,0,2,0,0,.250,.250,.250,.500,5,0,1,0,0,2.00,0,1,0,.500,.000,-.--,.---,.000,.400
Casey McGehee,3B,DET,30,92,4,21,1,0,0,1,3,14,0,0,.228,.260,.239,.499,96,1,0,0,5,1.19,1,22,0,.269,.011,-.--,.214,.031,.146
Dixon Machado,SS,DET,8,10,1,1,0,0,0,0,3,4,0,0,.100,.308,.100,.408,13,0,0,0,0,1.50,0,1,0,.167,.000,-.--,.750,.231,.308
Alex Presley,CF,DET,3,5,0,1,0,0,0,0,0,0,0,0,.200,.200,.200,.400,5,0,0,0,0,1.00,0,1,0,.200,.000,-.--,.---,.000,.000
Justin Verlander,P,DET,34,5,1,1,0,0,0,0,0,2,0,0,.200,.200,.200,.400,5,0,0,0,0,1.00,0,1,0,.333,.000,-.--,.---,.000,.400
Bobby Wilson,C,DET,5,13,0,2,0,0,0,2,1,3,0,0,.154,.200,.154,.354,15,0,0,1,1,0.80,0,2,0,.182,.000,-.--,.333,.067,.200
Daniel Norris,P,DET,14,2,0,0,0,0,0,0,1,0,0,0,.000,.333,.000,.333,3,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.333,.000
Michael Fulmer,P,DET,26,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,2,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
Shane Greene,P,DET,50,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,2,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.000,.000
Logan Kensing,P,DET,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Mark Lowe,P,DET,54,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Francisco Rodriguez,P,DET,61,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Bruce Rondon,P,DET,37,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Kyle Ryan,P,DET,56,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Anibal Sanchez,P,DET,35,6,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,6,0,0,0,0,2.00,0,0,0,.000,.000,-.--,.---,.000,.500
Drew VerHagen,P,DET,19,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Justin Wilson,P,DET,66,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Alex Wilson,P,DET,62,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
