PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Jose Altuve,2B,HOU,161,640,108,216,42,5,24,96,60,70,30,10,.338,.396,.531,.927,717,7,3,7,15,0.97,71,340,11,.347,.194,26.67,.857,.084,.098
Evan Gattis,DH,HOU,128,447,58,112,19,0,32,72,43,127,2,1,.251,.319,.508,.827,499,4,0,5,12,0.97,51,227,6,.273,.257,13.97,.339,.086,.255
George Springer,RF,HOU,162,644,116,168,29,5,29,82,88,178,9,10,.261,.359,.457,.816,744,11,0,1,12,1.43,63,294,2,.317,.196,22.21,.494,.118,.239
Luis Valbuena,3B,HOU,90,292,38,76,17,1,13,40,44,81,1,1,.260,.357,.459,.816,342,1,3,2,5,0.84,31,134,2,.315,.199,22.46,.543,.129,.237
Carlos Correa,SS,HOU,153,577,76,158,36,3,20,96,75,139,13,3,.274,.361,.451,.812,660,5,0,3,12,1.44,59,260,5,.328,.177,28.85,.540,.114,.211
Alex Bregman,3B,HOU,49,201,31,53,13,3,8,34,15,52,2,0,.264,.313,.478,.791,217,0,0,1,1,0.54,24,96,0,.317,.214,25.12,.288,.069,.240
Teoscar Hernandez,LF,HOU,41,100,15,23,7,0,4,11,11,28,0,2,.230,.304,.420,.724,112,0,0,1,5,1.00,11,42,1,.275,.190,25.00,.393,.098,.250
Marwin Gonzalez,1B,HOU,141,484,55,123,26,3,13,51,22,118,12,6,.254,.293,.401,.694,518,5,6,1,16,1.29,42,194,1,.311,.147,37.23,.186,.042,.228
Jason Castro,C,HOU,113,329,41,69,16,3,11,32,45,123,2,1,.210,.307,.377,.684,376,1,1,0,9,1.42,30,124,0,.297,.167,29.91,.366,.120,.327
Yuli Gurriel,3B,HOU,36,130,13,34,7,0,3,15,5,12,1,1,.262,.292,.385,.677,137,1,0,1,7,0.77,10,50,0,.267,.123,43.33,.417,.036,.088
Lance McCullers,P,HOU,14,3,1,1,0,0,0,0,0,0,0,0,.333,.333,.333,.666,3,0,0,0,0,1.00,0,1,0,.333,.000,-.--,.---,.000,.000
Tyler White,1B,HOU,86,249,24,54,16,0,8,28,23,65,1,0,.217,.286,.378,.664,276,2,0,2,6,0.89,24,94,1,.258,.161,31.12,.354,.083,.236
Colby Rasmus,LF,HOU,107,369,38,76,10,0,15,54,43,121,4,1,.206,.286,.355,.641,417,0,1,4,5,0.74,25,131,0,.257,.149,24.60,.355,.103,.290
Tony Kemp,LF,HOU,59,120,15,26,4,3,1,7,14,27,2,1,.217,.296,.325,.621,136,0,1,1,5,1.09,8,39,0,.269,.108,120.00,.519,.103,.199
Carlos Gomez,CF,HOU,85,295,27,62,16,1,5,29,21,100,13,2,.210,.272,.322,.594,323,4,3,0,11,1.19,22,95,2,.300,.112,59.00,.210,.065,.310
Jake Marisnick,CF,HOU,118,287,40,60,18,1,5,21,16,83,10,5,.209,.257,.331,.588,311,3,4,1,4,1.07,24,95,0,.275,.122,57.40,.193,.051,.267
