PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Jhoulys Chacin,P,LAA,29,2,1,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,2,0,0,0,0,0.00,0,1,0,.500,.000,-.--,.---,.000,.000
Mike Trout,CF,LAA,159,549,123,173,32,5,29,100,116,137,30,7,.315,.441,.550,.991,681,11,0,5,5,0.98,66,302,12,.371,.235,18.93,.847,.170,.201
Geovany Soto,C,LAA,26,78,11,21,5,0,4,9,6,21,0,0,.269,.321,.487,.808,86,0,2,0,1,0.81,9,38,0,.321,.218,19.50,.286,.070,.244
C.J. Cron,1B,LAA,116,407,51,113,25,2,16,69,24,75,2,3,.278,.325,.467,.792,445,7,0,5,9,0.91,43,190,1,.302,.189,25.44,.320,.054,.169
Jefry Marte,1B,LAA,88,258,38,65,14,0,15,44,18,59,2,2,.252,.310,.481,.791,284,5,0,3,8,0.99,29,124,0,.267,.229,17.20,.305,.063,.208
Kole Calhoun,RF,LAA,157,594,91,161,35,5,18,75,67,118,2,3,.271,.348,.438,.786,672,6,0,5,10,0.82,58,260,0,.309,.167,33.00,.568,.100,.176
Albert Pujols,DH,LAA,152,593,71,159,19,0,31,119,49,75,4,0,.268,.323,.457,.780,650,2,0,6,24,0.99,50,271,6,.260,.189,19.13,.653,.075,.115
Yunel Escobar,3B,LAA,132,517,68,157,28,1,5,39,40,67,0,3,.304,.355,.391,.746,567,3,3,4,21,1.91,34,202,0,.339,.087,103.40,.597,.071,.118
Juan Graterol,C,LAA,9,14,2,4,2,0,0,3,0,3,0,0,.286,.286,.429,.715,15,0,1,0,0,3.00,2,6,0,.364,.143,-.--,.---,.000,.200
Andrelton Simmons,SS,LAA,124,448,48,126,22,2,4,44,28,38,10,1,.281,.324,.366,.690,483,2,1,4,16,1.63,28,164,0,.298,.085,112.00,.737,.058,.079
Jett Bandy,C,LAA,70,209,23,49,9,0,8,25,11,38,1,0,.234,.281,.392,.673,231,4,3,4,5,0.48,17,82,0,.246,.158,26.12,.289,.048,.165
Hector Santiago,P,LAA,22,3,0,1,0,0,0,0,0,1,0,0,.333,.333,.333,.666,3,0,0,0,0,1.00,0,1,0,.500,.000,-.--,.---,.000,.333
Johnny Giavotella,2B,LAA,99,346,44,90,20,1,6,31,13,39,4,3,.260,.287,.376,.663,367,1,4,3,11,1.49,27,130,0,.276,.116,57.67,.333,.035,.106
Gregorio Petit,2B,LAA,89,204,21,50,13,1,2,17,15,51,1,1,.245,.299,.348,.647,223,1,2,1,7,1.30,16,71,1,.316,.103,102.00,.294,.067,.229
Daniel Nava,LF,LAA,45,119,10,28,5,0,1,13,9,26,0,0,.235,.309,.303,.612,136,5,0,3,2,0.74,6,36,0,.284,.067,119.00,.346,.066,.191
Ji Man Choi,1B,LAA,54,112,9,19,4,0,5,12,16,27,2,4,.170,.271,.339,.610,129,0,0,1,2,1.16,9,38,1,.173,.170,22.40,.593,.124,.209
Nick Buss,LF,LAA,36,81,7,16,7,1,1,8,6,24,2,1,.198,.247,.346,.593,90,0,1,2,4,0.76,9,28,0,.259,.148,81.00,.250,.067,.267
Rafael Ortega,LF,LAA,66,185,24,43,8,0,1,16,13,23,8,3,.232,.283,.292,.575,202,0,3,0,5,1.84,9,54,0,.261,.059,185.00,.565,.064,.114
Cliff Pennington,2B,LAA,74,172,18,36,4,2,3,10,13,55,1,0,.209,.265,.308,.573,188,0,3,0,4,0.95,9,53,0,.289,.099,57.33,.236,.069,.293
Carlos Perez,C,LAA,87,268,25,56,16,0,5,31,12,49,1,0,.209,.244,.325,.569,291,1,8,2,6,0.88,21,87,0,.236,.116,53.60,.245,.041,.168
Ricky Nolasco,P,LAA,11,1,0,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500,2,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.500,.000
