G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%,RANK
55.45,139.7,18.325,36.9,6.75,0.975,4.1,17.4,13.075,30.525,2.05,0.85,0.138625,0.2081,0.19935,0.40745000000000003,156.5,1.2,0.925,1.6,3.75,0.8877500000000002,11.825,57.9,1.0,0.17734999999999998,0.060775,21.88375,0.2699,0.0789,0.187025,17
51.951219512195124,133.09756097560975,14.878048780487806,31.878048780487806,6.487804878048781,0.3902439024390244,3.6097560975609757,13.804878048780488,10.390243902439025,37.4390243902439,2.682926829268293,1.4878048780487805,0.14848780487804877,0.18921951219512195,0.22202439024390244,0.4112439024390243,146.82926829268294,1.2682926829268293,1.1219512195121952,0.926829268292683,2.682926829268293,1.1207317073170733,10.487804878048781,49.97560975609756,0.4146341463414634,0.19653658536585367,0.07343902439024391,36.89951219512196,0.1780731707317073,0.04539024390243903,0.27114634146341465,30
55.073170731707314,134.65853658536585,18.70731707317073,34.21951219512195,7.341463414634147,0.6097560975609756,4.536585365853658,17.682926829268293,13.975609756097562,28.73170731707317,1.8048780487804879,0.6829268292682927,0.13799999999999998,0.18804878048780488,0.21617073170731707,0.404219512195122,151.4390243902439,1.0975609756097562,0.5121951219512195,1.1951219512195121,2.6341463414634148,0.7129268292682926,12.487804878048781,56.390243902439025,0.7073170731707317,0.1659268292682927,0.07831707317073172,17.985609756097563,0.2757560975609756,0.05939024390243903,0.24141463414634146,4
55.073170731707314,135.0487804878049,17.365853658536587,34.09756097560975,6.658536585365853,0.5853658536585366,4.512195121951219,16.317073170731707,12.439024390243903,27.390243902439025,2.731707317073171,1.0,0.12848780487804878,0.17809756097560975,0.19809756097560977,0.37619512195121957,150.0487804878049,0.926829268292683,0.7073170731707317,0.926829268292683,3.2439024390243905,0.8341463414634147,11.75609756097561,55.46341463414634,0.4634146341463415,0.1492439024390244,0.06958536585365854,28.30682926829268,0.2918780487804878,0.058,0.17734146341463414,23
52.11363636363637,123.6590909090909,15.636363636363637,30.772727272727273,5.613636363636363,0.4772727272727273,4.113636363636363,14.909090909090908,12.318181818181818,31.454545454545453,1.4545454545454546,0.7045454545454546,0.1511136363636364,0.1885909090909091,0.22147727272727274,0.4100681818181818,139.38636363636363,1.25,1.3181818181818181,0.7954545454545454,2.7045454545454546,1.4297727272727274,10.204545454545455,49.68181818181818,0.8181818181818182,0.19395454545454546,0.07038636363636364,17.677045454545453,0.20438636363636364,0.04497727272727273,0.24809090909090906,3
58.375,136.85,16.0,34.525,5.95,1.075,3.925,15.25,10.175,29.575,3.55,1.25,0.143025,0.174675,0.216675,0.39135,151.6,1.775,1.925,0.875,2.9,1.41275,10.95,54.4,0.55,0.193375,0.073675,22.6505,0.20642500000000003,0.034124999999999996,0.294225,21
53.20454545454545,126.29545454545455,17.795454545454547,33.95454545454545,7.318181818181818,0.45454545454545453,2.840909090909091,16.931818181818183,10.931818181818182,25.227272727272727,1.0227272727272727,0.5,0.11793181818181818,0.16015909090909092,0.1638409090909091,0.324,140.95454545454547,1.4545454545454546,1.2727272727272727,1.0,3.5,1.5572727272727276,10.613636363636363,50.70454545454545,0.8636363636363636,0.15602272727272729,0.045909090909090906,23.986818181818183,0.22093181818181817,0.04245454545454546,0.33854545454545454,2
42.42,109.96,12.04,26.14,5.94,0.36,3.44,11.52,8.78,24.6,1.26,0.64,0.13382,0.16664,0.21101999999999996,0.37766000000000005,121.58,1.34,0.86,0.6,2.4,1.2153999999999998,9.74,43.12,0.56,0.17125999999999997,0.07726,16.726399999999998,0.17964,0.036019999999999996,0.1789,26
53.38636363636363,129.0,15.568181818181818,33.36363636363637,6.863636363636363,0.7045454545454546,2.9545454545454546,14.704545454545455,11.795454545454545,25.954545454545453,1.4090909090909092,0.9318181818181818,0.14356818181818182,0.18068181818181817,0.20572727272727273,0.386409090909091,143.95454545454547,0.9772727272727273,1.1363636363636365,0.9772727272727273,3.6363636363636362,1.6284090909090911,10.522727272727273,50.5,1.1590909090909092,0.1836818181818182,0.062159090909090914,26.17681818181818,0.23290909090909093,0.043477272727272726,0.2242045454545454,16
47.673469387755105,112.06122448979592,13.244897959183673,29.53061224489796,5.73469387755102,0.3469387755102041,2.816326530612245,12.612244897959183,9.714285714285714,23.387755102040817,1.5918367346938775,0.5714285714285714,0.13718367346938776,0.1922857142857143,0.19753061224489796,0.3898163265306122,125.40816326530613,1.163265306122449,1.4489795918367347,0.9795918367346939,2.6530612244897958,1.3810204081632653,8.89795918367347,44.40816326530612,0.9183673469387755,0.1723061224489796,0.0603265306122449,24.912857142857142,0.23242857142857143,0.06053061224489796,0.2828163265306123,8
