PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Nick Fortes,C,MIA,14,31,6,9,0,0,4,7,3,8,1,0,.290,.353,.677,1.030,34,0,0,0,1,0.40,4,21,0,.263,.387,7.75,.375,.088,.235
Starling Marte,CF,MIA,64,233,52,71,11,1,7,25,32,57,22,3,.305,.405,.451,.856,275,8,1,1,2,1.74,19,105,2,.376,.146,33.29,.561,.116,.207
Garrett Cooper,RF,MIA,71,215,30,61,10,1,9,33,30,68,1,1,.284,.380,.465,.845,250,4,0,1,6,1.72,20,100,0,.374,.181,23.89,.441,.120,.272
Jesus Sanchez,RF,MIA,64,227,27,57,8,2,14,36,20,78,0,1,.251,.319,.489,.808,251,3,0,1,2,1.38,24,111,3,.316,.238,16.21,.256,.080,.311
Jesus Aguilar,1B,MIA,131,449,49,117,23,0,22,93,46,93,0,0,.261,.329,.459,.788,510,3,0,7,11,0.60,45,206,4,.279,.198,20.41,.495,.090,.182
Bryan De La Cruz,CF,MIA,58,199,17,59,7,2,5,19,18,53,1,1,.296,.356,.427,.783,219,1,0,1,8,1.00,14,85,1,.380,.131,39.80,.340,.082,.242
Adam Duvall,RF,MIA,91,314,41,72,10,1,22,68,21,105,5,0,.229,.277,.478,.755,339,1,0,3,4,0.56,33,150,0,.263,.248,14.27,.200,.062,.310
Jazz Chisholm,2B,MIA,124,464,70,115,20,4,18,53,34,145,23,8,.248,.303,.425,.728,507,4,2,3,3,1.18,42,197,0,.319,.177,25.78,.234,.067,.286
Brian Anderson,3B,MIA,67,233,24,58,9,0,7,28,26,65,5,0,.249,.337,.378,.715,264,5,0,0,4,1.12,16,88,2,.317,.129,33.29,.400,.098,.246
Miguel Rojas,SS,MIA,132,495,66,131,30,3,9,48,37,74,13,3,.265,.322,.392,.714,539,5,1,1,10,0.91,42,194,0,.295,.127,55.00,.500,.069,.137
Corey Dickerson,LF,MIA,63,205,27,54,12,3,2,14,16,45,2,4,.263,.324,.380,.704,225,3,0,1,5,1.33,17,78,0,.327,.117,102.50,.356,.071,.200
Lewin Diaz,1B,MIA,40,122,16,25,4,1,8,13,6,33,0,0,.205,.242,.451,.693,128,0,0,0,1,0.60,13,55,1,.210,.246,15.25,.182,.047,.258
Deven Marrero,SS,MIA,10,16,4,3,0,0,1,1,3,6,1,0,.188,.316,.375,.691,19,0,0,0,2,0.40,1,6,0,.222,.188,16.00,.500,.158,.316
Ross Detwiler,P,MIA,46,3,0,1,0,0,0,0,0,2,0,0,.333,.333,.333,.666,3,0,0,0,0,-.--,0,1,0,1.000,.000,-.--,.---,.000,.667
Payton Henry,C,MIA,5,15,0,4,1,0,0,0,1,5,0,0,.267,.313,.333,.646,16,0,0,0,1,1.00,1,5,0,.400,.067,-.--,.200,.063,.313
Lewis Brinson,LF,MIA,89,274,24,62,14,0,9,33,13,72,1,1,.226,.263,.376,.639,290,1,1,1,5,0.89,23,103,0,.273,.150,30.44,.181,.045,.248
Jorge Alfaro,C,MIA,92,295,22,72,15,1,4,30,11,99,8,1,.244,.283,.342,.625,311,5,0,0,8,1.88,20,101,0,.354,.098,73.75,.111,.035,.318
Eddy Alvarez,3B,MIA,24,64,8,12,4,1,1,6,4,18,1,0,.188,.297,.328,.625,74,6,0,0,2,0.79,6,21,1,.244,.141,64.00,.222,.054,.243
Jon Berti,3B,MIA,85,233,35,49,10,1,4,19,32,61,8,4,.210,.311,.313,.624,271,3,1,2,7,2.07,15,73,0,.265,.103,58.25,.525,.118,.225
Jose Devers,2B,MIA,21,41,7,10,3,0,0,5,3,11,0,0,.244,.304,.317,.621,46,1,0,1,0,1.10,3,13,0,.323,.073,-.--,.273,.065,.239
Isan Diaz,3B,MIA,89,238,25,46,9,0,4,17,34,73,1,1,.193,.293,.282,.575,278,1,1,3,2,0.91,13,67,6,.256,.088,59.50,.466,.122,.263
Magneuris Sierra,CF,MIA,123,209,27,48,6,1,0,5,15,50,11,0,.230,.281,.268,.549,225,0,1,0,1,1.04,7,56,4,.302,.038,-.--,.300,.067,.222
Brian Miller,LF,MIA,5,11,1,3,0,0,0,0,0,3,0,0,.273,.273,.273,.546,11,0,0,0,0,0.25,0,3,0,.375,.000,-.--,.---,.000,.273
Alex Jackson,C,MIA,42,108,11,17,4,0,3,12,11,60,0,0,.157,.260,.278,.538,123,4,0,0,0,0.35,7,30,0,.311,.120,36.00,.183,.089,.488
Chad Wallach,C,MIA,23,60,2,12,2,1,0,6,3,32,0,0,.200,.242,.267,.509,66,1,0,2,1,1.25,3,16,0,.400,.067,-.--,.094,.045,.485
Sandy Leon,C,MIA,84,202,15,37,5,0,4,14,12,65,0,0,.183,.237,.267,.504,220,3,1,2,2,0.75,9,54,0,.244,.084,50.50,.185,.055,.295
Monte Harrison,CF,MIA,9,10,0,2,1,0,0,0,0,3,0,1,.200,.200,.300,.500,11,0,1,0,0,2.00,1,3,0,.286,.100,-.--,.---,.000,.273
Joe Panik,X,MIA,53,122,8,21,3,0,1,7,9,20,2,0,.172,.241,.221,.462,134,2,1,0,5,1.05,4,27,1,.198,.049,122.00,.450,.067,.149
Luis Marte,2B,MIA,4,6,2,1,0,0,0,0,1,2,0,0,.167,.286,.167,.453,7,0,0,0,0,0.00,0,1,0,.250,.000,-.--,.500,.143,.286
Edward Cabrera,P,MIA,7,7,0,1,1,0,0,1,0,3,0,0,.143,.143,.286,.429,7,0,0,0,0,0.00,1,2,0,.250,.143,-.--,.---,.000,.429
Braxton Garrett,P,MIA,8,11,1,2,0,0,0,0,0,4,0,0,.182,.182,.182,.364,11,0,0,0,0,4.00,0,2,0,.286,.000,-.--,.---,.000,.364
Zach Thompson,P,MIA,27,15,0,2,1,0,0,0,0,9,0,0,.133,.133,.200,.333,18,0,3,0,0,6.00,1,3,0,.333,.067,-.--,.---,.000,.500
Jesus Luzardo,P,MIA,12,14,1,0,0,0,0,0,4,6,0,0,.000,.222,.000,.222,19,0,1,0,0,8.00,0,0,0,.000,.000,-.--,.667,.211,.316
Jordan Holloway,P,MIA,13,10,0,1,0,0,0,0,0,6,0,0,.100,.100,.100,.200,10,0,0,0,0,2.00,0,1,0,.250,.000,-.--,.---,.000,.600
Cody Poteet,P,MIA,8,10,1,1,0,0,0,1,0,3,0,0,.100,.100,.100,.200,11,0,1,0,0,6.00,0,1,0,.143,.000,-.--,.---,.000,.273
