PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Mitch Moreland,1B,BOS,22,67,14,22,4,0,8,21,11,18,0,0,.328,.430,.746,1.176,79,1,0,0,0,1.25,12,50,1,.341,.418,8.38,.611,.139,.228
Bobby Dalbec,1B,BOS,23,80,13,21,3,0,8,16,10,39,0,0,.263,.359,.600,.959,92,2,0,0,0,1.22,11,48,0,.394,.337,10.00,.256,.109,.424
Cesar Puello,RF,BOS,5,8,1,3,0,0,0,0,2,2,0,0,.375,.500,.375,.875,11,0,1,0,0,4.00,0,3,0,.500,.000,-.--,1.000,.182,.182
Xander Bogaerts,SS,BOS,56,203,36,61,8,0,11,28,21,41,8,0,.300,.364,.502,.866,225,0,0,1,3,0.96,19,102,2,.329,.202,18.46,.512,.093,.182
Kevin Plawecki,C,BOS,24,82,8,28,5,1,1,17,5,14,1,0,.341,.393,.463,.856,89,2,0,0,4,0.90,7,38,0,.403,.122,82.00,.357,.056,.157
Alex Verdugo,RF,BOS,53,201,36,62,16,0,6,15,17,45,4,0,.308,.367,.478,.845,221,2,0,1,4,1.50,22,96,1,.371,.169,33.50,.378,.077,.204
Yairo Munoz,LF,BOS,12,45,6,15,5,0,1,4,0,11,2,0,.333,.333,.511,.844,45,0,0,0,1,1.11,6,23,0,.424,.178,45.00,.---,.000,.244
Deivy Grullon,C,BOS,1,3,0,1,0,0,0,1,1,1,0,0,.333,.500,.333,.833,4,0,0,0,0,0.00,0,1,0,.500,.000,-.--,1.000,.250,.250
Jackie Bradley,CF,BOS,55,191,32,54,11,0,7,22,23,48,5,2,.283,.364,.450,.814,217,2,0,1,2,1.73,18,86,1,.343,.168,27.29,.479,.106,.221
Christian Vazquez,C,BOS,47,173,22,49,9,0,7,23,16,43,4,3,.283,.344,.457,.801,189,0,0,0,6,0.88,16,79,0,.341,.173,24.71,.372,.085,.228
Kevin Pillar,RF,BOS,30,117,20,32,7,2,4,13,8,23,1,1,.274,.325,.470,.795,126,1,0,0,4,0.88,13,55,0,.311,.197,29.25,.348,.063,.183
Rafael Devers,3B,BOS,57,232,32,61,16,1,11,43,13,67,0,0,.263,.310,.483,.793,248,3,0,0,8,1.26,28,112,0,.325,.220,21.09,.194,.052,.270
Christian Arroyo,2B,BOS,14,50,7,12,1,0,3,8,4,11,0,0,.240,.296,.440,.736,54,0,0,0,2,1.45,4,22,0,.250,.200,16.67,.364,.074,.204
J.D. Martinez,DH,BOS,54,211,22,45,16,0,7,27,22,59,1,0,.213,.291,.389,.680,237,2,0,2,6,0.82,23,82,3,.259,.175,30.14,.373,.093,.249
Jonathan Arauz,2B,BOS,25,72,8,18,2,0,1,9,8,21,0,0,.250,.325,.319,.644,80,0,0,0,0,1.06,3,23,0,.340,.069,72.00,.381,.100,.263
Michael Chavis,1B,BOS,42,146,16,31,5,2,5,19,8,50,3,0,.212,.259,.377,.636,158,2,0,2,6,1.23,12,55,0,.280,.164,29.20,.160,.051,.316
Jose Peraza,2B,BOS,34,111,13,25,8,1,1,8,5,18,1,1,.225,.275,.342,.617,120,3,0,1,3,0.60,10,38,0,.258,.117,111.00,.278,.042,.150
Andrew Benintendi,LF,BOS,14,39,4,4,1,0,0,1,11,17,1,2,.103,.314,.128,.442,52,1,1,0,1,1.38,1,5,0,.182,.026,-.--,.647,.212,.327
Tzu-Wei Lin,SS,BOS,26,52,2,8,1,0,0,3,2,17,0,0,.154,.182,.173,.355,57,0,2,1,1,0.88,1,9,0,.222,.019,-.--,.118,.035,.298
Ryan Brasier,P,BOS,25,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Jonathan Lucroy,C,BOS,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Marcus Walden,P,BOS,15,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
