PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Travis Blankenhorn,2B,MIN,1,3,0,1,1,0,0,0,0,0,0,0,.333,.500,.667,1.167,4,1,0,0,0,0.00,1,2,0,.333,.333,-.--,.---,.000,.000
Nelson Cruz,DH,MIN,53,185,33,56,6,0,16,33,25,58,0,0,.303,.397,.595,.992,214,4,0,0,8,1.54,22,110,5,.360,.292,11.56,.431,.117,.271
Brent Rooker,RF,MIN,7,19,4,6,2,0,1,5,0,5,0,0,.316,.381,.579,.960,21,2,0,0,0,1.00,3,11,0,.385,.263,19.00,.---,.000,.238
Byron Buxton,CF,MIN,39,130,19,33,3,0,13,27,2,36,2,1,.254,.267,.577,.844,135,1,0,2,2,0.58,16,75,0,.241,.323,10.00,.056,.015,.267
Josh Donaldson,3B,MIN,28,81,14,18,2,0,6,11,18,24,0,0,.222,.373,.469,.842,102,2,0,1,4,2.08,8,38,1,.231,.247,13.50,.750,.176,.235
Eddie Rosario,LF,MIN,57,210,31,54,7,0,13,42,19,34,3,1,.257,.316,.476,.792,231,0,0,2,3,0.70,20,100,2,.248,.219,16.15,.559,.082,.147
Ryan Jeffers,C,MIN,26,55,5,15,0,0,3,7,5,19,0,0,.273,.355,.436,.791,62,2,0,0,0,1.10,3,24,0,.364,.164,18.33,.263,.081,.306
Luis Arraez,2B,MIN,32,112,16,36,9,0,0,13,8,11,0,0,.321,.364,.402,.766,121,0,0,1,2,0.94,9,45,0,.353,.080,-.--,.727,.066,.091
Max Kepler,RF,MIN,48,171,27,39,9,0,9,23,22,36,3,0,.228,.321,.439,.760,196,2,0,1,1,0.67,18,75,0,.236,.211,19.00,.611,.112,.184
Miguel Sano,1B,MIN,53,186,31,38,12,0,13,25,18,90,0,0,.204,.278,.478,.756,205,1,0,0,3,0.81,25,89,1,.301,.274,14.31,.200,.088,.439
Willians Astudillo,C,MIN,8,16,4,4,1,0,1,3,0,2,0,0,.250,.250,.500,.750,16,0,0,0,0,0.11,2,8,0,.231,.250,16.00,.---,.000,.125
Jake Cave,CF,MIN,42,113,17,25,3,2,4,15,5,44,0,2,.221,.285,.389,.674,123,5,0,0,0,1.59,9,44,0,.323,.168,28.25,.114,.041,.358
Jorge Polanco,SS,MIN,55,209,22,54,8,0,4,19,13,35,4,2,.258,.304,.354,.658,226,1,2,1,7,0.73,12,74,0,.292,.096,52.25,.371,.058,.155
Alex Avila,C,MIN,23,49,6,9,2,0,1,2,11,22,0,0,.184,.355,.286,.641,62,2,0,0,2,0.80,3,14,0,.308,.102,49.00,.500,.177,.355
LaMonte Wade,1B,MIN,16,39,3,9,3,0,0,1,4,9,1,1,.231,.318,.308,.626,44,1,0,0,0,0.75,3,12,0,.300,.077,-.--,.444,.091,.205
Ildemaro Vargas,2B,MIN,10,22,3,5,1,1,0,2,1,2,0,0,.227,.250,.364,.614,24,0,0,1,1,1.00,2,8,0,.238,.136,-.--,.500,.042,.083
Marwin Gonzalez,3B,MIN,53,175,15,37,4,0,5,22,17,41,0,0,.211,.286,.320,.606,199,3,0,4,1,0.87,9,56,0,.241,.109,35.00,.415,.085,.206
Ehire Adrianza,3B,MIN,44,89,10,17,7,0,0,3,11,23,1,0,.191,.287,.270,.557,101,1,0,0,3,0.69,7,24,0,.258,.079,-.--,.478,.109,.228
Mitch Garver,C,MIN,23,72,8,12,1,0,2,5,7,37,0,0,.167,.247,.264,.511,81,1,0,1,1,0.60,3,19,0,.294,.097,36.00,.189,.086,.457
Aaron Whitefield,CF,MIN,3,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,1,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.000,.000
