PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Ramon Urias,SS,BAL,10,25,3,9,2,0,1,3,2,6,0,0,.360,.407,.560,.967,27,0,0,0,1,2.33,3,14,0,.444,.200,25.00,.333,.074,.222
Jose Iglesias,SS,BAL,39,142,16,53,17,0,3,24,3,17,0,0,.373,.400,.556,.956,150,4,0,1,1,1.52,20,79,0,.407,.183,47.33,.176,.020,.113
Anthony Santander,RF,BAL,37,153,24,40,13,1,11,32,10,25,0,1,.261,.315,.575,.890,165,2,0,0,2,0.40,25,88,3,.248,.314,13.91,.400,.061,.152
Ryan Mountcastle,LF,BAL,35,126,12,42,5,0,5,23,11,30,0,1,.333,.386,.492,.878,140,1,0,2,2,0.87,10,62,0,.398,.159,25.20,.367,.079,.214
Renato Nunez,1B,BAL,52,195,29,50,10,0,12,31,17,64,0,0,.256,.324,.492,.816,216,3,0,1,4,0.58,22,96,0,.317,.236,16.25,.266,.079,.296
DJ Stewart,RF,BAL,31,88,13,17,2,0,7,15,20,38,0,0,.193,.355,.455,.810,112,2,2,0,0,1.33,9,40,0,.233,.261,12.57,.526,.179,.339
Pat Valaika,SS,BAL,52,141,24,39,4,0,8,16,8,34,0,2,.277,.315,.475,.790,150,0,1,0,3,0.60,12,67,0,.313,.199,17.62,.235,.053,.227
Chance Sisco,C,BAL,36,98,11,21,4,0,4,10,17,41,0,0,.214,.364,.378,.742,121,6,0,0,1,0.64,8,37,0,.321,.163,24.50,.415,.140,.339
Cedric Mullins,CF,BAL,48,140,16,38,4,3,3,12,8,37,7,2,.271,.315,.407,.722,153,1,4,0,0,0.92,10,57,0,.350,.136,46.67,.216,.052,.242
Austin Hays,CF,BAL,33,122,20,34,2,0,4,9,8,25,2,3,.279,.328,.393,.721,134,2,0,2,1,1.03,6,48,0,.316,.115,30.50,.320,.060,.187
Rio Ruiz,3B,BAL,54,185,25,41,11,0,9,32,17,46,1,2,.222,.286,.427,.713,204,0,1,1,4,1.33,20,79,1,.244,.205,20.56,.370,.083,.225
Pedro Severino,C,BAL,48,160,17,40,5,1,5,21,16,40,1,0,.250,.322,.388,.710,178,1,1,0,3,0.98,11,62,0,.304,.138,32.00,.400,.090,.225
Hanser Alberto,2B,BAL,54,219,35,62,15,0,3,22,5,30,3,0,.283,.306,.393,.699,231,3,2,2,6,0.87,18,86,0,.314,.110,73.00,.167,.022,.130
Dwight Smith,LF,BAL,21,63,9,14,3,0,2,6,7,19,1,0,.222,.306,.365,.671,72,1,0,1,1,1.38,5,23,1,.279,.143,31.50,.368,.097,.264
Andrew Velazquez,SS,BAL,40,63,11,10,1,1,0,3,10,23,4,2,.159,.274,.206,.480,77,0,4,0,2,1.43,2,13,0,.250,.048,-.--,.435,.130,.299
Bryan Holaday,C,BAL,21,31,5,5,1,0,0,4,2,9,0,0,.161,.212,.194,.406,33,0,0,0,1,0.89,1,6,0,.227,.032,-.--,.222,.061,.273
Chris Davis,1B,BAL,16,52,3,6,3,0,0,1,3,17,0,0,.115,.164,.173,.337,55,0,0,0,0,1.07,3,9,0,.171,.058,-.--,.176,.055,.309
Mason Williams,LF,BAL,10,18,0,2,0,1,0,0,0,9,0,1,.111,.111,.222,.333,18,0,0,0,0,6.00,1,4,0,.222,.111,-.--,.---,.000,.500
Dilson Herrera,1B,BAL,3,5,0,0,0,0,0,0,0,4,0,0,.000,.167,.000,.167,6,1,0,0,0,0.00,0,0,0,.000,.000,-.--,.---,.000,.667
Travis Lakins,P,BAL,22,0,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
Cesar Valdez,P,BAL,9,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
