PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Randy Arozarena,LF,TB,23,64,15,18,2,0,7,11,6,22,4,0,.281,.382,.641,1.023,76,5,0,1,2,1.50,9,41,0,.306,.359,9.14,.273,.079,.289
Brian O'Grady,1B,TB,2,5,2,2,1,0,0,0,0,1,1,0,.400,.400,.600,1.000,5,0,0,0,0,1.00,1,3,0,.500,.200,-.--,.---,.000,.200
Mike Brosseau,1B,TB,37,86,12,26,5,1,5,12,8,31,2,0,.302,.378,.558,.936,98,3,0,1,1,0.76,11,48,0,.412,.256,17.20,.258,.082,.316
Brandon Lowe,2B,TB,56,193,36,52,9,2,14,37,25,58,3,0,.269,.362,.554,.916,224,4,0,2,2,0.67,25,107,0,.309,.285,13.79,.431,.112,.259
Kevan Smith,C,TB,17,31,3,8,3,0,1,8,5,11,0,0,.258,.378,.452,.830,38,1,0,0,1,2.00,4,14,0,.368,.194,31.00,.455,.132,.289
Yandy Diaz,3B,TB,34,114,16,35,3,0,2,11,23,17,0,0,.307,.428,.386,.814,138,1,0,0,6,3.13,5,44,1,.347,.079,57.00,1.353,.167,.123
Willy Adames,SS,TB,54,185,29,48,15,1,8,23,20,74,2,1,.259,.332,.481,.813,205,0,0,0,4,1.17,24,89,0,.388,.222,23.12,.270,.098,.361
Joey Wendle,3B,TB,50,168,24,48,9,2,4,17,10,35,8,2,.286,.342,.435,.777,184,5,0,1,1,1.32,15,73,1,.338,.149,42.00,.286,.054,.190
Nathaniel Lowe,1B,TB,21,67,10,15,2,0,4,11,9,28,1,0,.224,.316,.433,.749,76,0,0,0,2,1.67,6,29,2,.314,.209,16.75,.321,.118,.368
Ji Man Choi,1B,TB,42,122,16,28,13,0,3,16,20,36,0,0,.230,.331,.410,.741,145,0,0,3,1,0.69,16,50,2,.291,.180,40.67,.556,.138,.248
Brett Phillips,RF,TB,17,20,2,3,0,1,1,3,5,7,3,0,.150,.320,.400,.720,25,0,0,0,0,0.43,2,8,0,.167,.250,20.00,.714,.200,.280
Jose Martinez,DH,TB,24,67,10,16,4,0,2,10,9,20,0,0,.239,.329,.388,.717,76,0,0,0,5,2.10,6,26,1,.311,.149,33.50,.450,.118,.263
Yoshi Tsutsugo,DH,TB,51,157,27,31,5,1,8,24,26,50,0,0,.197,.314,.395,.709,185,1,0,1,5,0.88,14,62,1,.230,.197,19.62,.520,.141,.270
Kevin Kiermaier,CF,TB,49,138,16,30,5,3,3,22,20,42,8,1,.217,.321,.362,.683,159,1,0,0,2,2.14,11,50,1,.290,.145,46.00,.476,.126,.264
Manuel Margot,CF,TB,47,145,19,39,9,0,1,11,13,25,12,4,.269,.327,.352,.679,159,0,0,1,0,0.91,10,51,0,.317,.083,145.00,.520,.082,.157
Austin Meadows,LF,TB,36,132,19,27,8,1,4,13,17,50,2,1,.205,.296,.371,.667,152,1,0,2,0,0.50,13,49,0,.288,.167,33.00,.340,.112,.329
Hunter Renfroe,RF,TB,42,122,18,19,5,0,8,22,14,37,2,0,.156,.252,.393,.645,139,2,0,1,3,1.09,13,48,0,.141,.238,15.25,.378,.101,.266
Mike Zunino,C,TB,28,75,8,11,4,0,4,10,6,37,0,0,.147,.238,.360,.598,84,3,0,0,0,0.42,8,27,0,.206,.213,18.75,.162,.071,.440
Michael Perez,C,TB,38,84,7,14,3,0,1,13,7,27,0,0,.167,.237,.238,.475,93,1,0,1,3,0.69,4,20,0,.228,.071,84.00,.259,.075,.290
