PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Max Stassi,C,HOU,11,15,4,6,0,0,1,2,1,5,0,0,.400,.438,.600,1.038,11,15,4,6,0,0,1,2,1,5,0,0,.400,.438,.600
Scott Feldman,P,HOU,18,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,HOU,18,2,0,1,0,0,0,0,0,1,0,0,.500,.500
Brett Oberholtzer,P,HOU,8,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,1.000,HOU,8,0,0,0,0,0,0,0,1,0,0,0,.000
Matt Duffy,X,HOU,8,8,0,3,1,0,0,3,1,2,0,0,.375,.444,.500,.944,.000,1.000,HOU,8,8,0,3,1,0,0,3,1,2,0,0
Carlos Correa,SS,HOU,99,387,52,108,22,1,22,68,40,78,14,4,.279,.345,.512,.857,.444,.500,.944,HOU,99,387,52,108,22,1,22,68,40,78,14
George Springer,RF,HOU,102,388,59,107,19,2,16,41,50,109,16,4,.276,.367,.459,.826,.279,.345,.512,.857,HOU,102,388,59,107,19,2,16,41,50,109
Jose Altuve,2B,HOU,154,638,86,200,40,4,15,66,33,67,38,13,.313,.353,.459,.812,4,.276,.367,.459,.826,HOU,154,638,86,200,40,4,15,66,33
Colby Rasmus,LF,HOU,137,432,67,103,23,2,25,61,47,154,2,1,.238,.314,.475,.789,38,13,.313,.353,.459,.812,HOU,137,432,67,103,23,2,25,61
Domingo Santana,RF,HOU,14,39,6,10,2,0,2,8,2,17,2,1,.256,.310,.462,.772,154,2,1,.238,.314,.475,.789,HOU,14,39,6,10,2,0,2
Hank Conger,C,HOU,73,201,25,46,11,0,11,33,23,63,0,1,.229,.311,.448,.759,2,17,2,1,.256,.310,.462,.772,HOU,73,201,25,46,11,0
Marwin Gonzalez,1B,HOU,120,344,44,96,18,1,12,34,16,74,4,5,.279,.317,.442,.759,33,23,63,0,1,.229,.311,.448,.759,HOU,120,344,44,96,18
Jonathan Villar,SS,HOU,53,116,18,33,7,1,2,11,10,29,7,2,.284,.339,.414,.753,12,34,16,74,4,5,.279,.317,.442,.759,HOU,53,116,18,33
Evan Gattis,DH,HOU,153,566,66,139,20,11,27,88,30,119,0,1,.246,.285,.463,.748,1,2,11,10,29,7,2,.284,.339,.414,.753,HOU,153,566,66
Luis Valbuena,3B,HOU,132,434,62,97,18,0,25,56,50,106,1,0,.224,.310,.438,.748,20,11,27,88,30,119,0,1,.246,.285,.463,.748,HOU,132,434
Chris Carter,1B,HOU,129,391,50,78,17,0,24,64,57,151,1,2,.199,.307,.427,.734,97,18,0,25,56,50,106,1,0,.224,.310,.438,.748,HOU,129
Preston Tucker,LF,HOU,98,300,35,73,19,0,13,33,20,68,0,2,.243,.297,.437,.734,50,78,17,0,24,64,57,151,1,2,.199,.307,.427,.734,HOU
Jed Lowrie,3B,HOU,69,230,35,51,14,0,9,30,28,43,1,0,.222,.312,.400,.712,300,35,73,19,0,13,33,20,68,0,2,.243,.297,.437,.734
Carlos Gomez,CF,HOU,41,149,19,36,9,0,4,13,8,31,10,3,.242,.288,.383,.671,69,230,35,51,14,0,9,30,28,43,1,0,.222,.312,.400
Jake Marisnick,CF,HOU,133,339,46,80,15,4,9,36,18,105,24,9,.236,.281,.383,.664,HOU,41,149,19,36,9,0,4,13,8,31,10,3,.242,.288
Jason Castro,C,HOU,104,337,38,71,19,0,11,31,33,115,0,0,.211,.283,.365,.648,.671,HOU,133,339,46,80,15,4,9,36,18,105,24,9,.236
Jon Singleton,1B,HOU,19,47,6,9,2,0,1,6,10,17,1,0,.191,.328,.298,.626,.383,.664,HOU,104,337,38,71,19,0,11,31,33,115,0,0
L.J. Hoes,RF,HOU,8,15,1,4,0,0,0,1,1,3,0,0,.267,.313,.267,.580,.283,.365,.648,HOU,19,47,6,9,2,0,1,6,10,17,1
Alex Presley,LF,HOU,8,12,1,3,0,0,0,1,1,5,0,0,.250,.308,.250,.558,.191,.328,.298,.626,HOU,8,15,1,4,0,0,0,1,1,3
Robbie Grossman,LF,HOU,24,49,7,7,2,0,1,5,5,17,0,0,.143,.222,.245,.467,0,.267,.313,.267,.580,HOU,8,12,1,3,0,0,0,1,1
Dallas Keuchel,P,HOU,33,5,0,1,0,0,0,0,0,4,0,0,.200,.200,.200,.400,0,0,.250,.308,.250,.558,HOU,24,49,7,7,2,0,1,5
Roberto Hernandez,P,HOU,20,2,1,0,0,0,0,0,1,2,0,0,.000,.333,.000,.333,3,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.500,.333,.667
