PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Carlos Carrasco,P,CLE,30,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,3,0,2,0,0,2.00,0,1,0,1.000,.000,-.--,.---,.000,.000
Ryan Raburn,X,CLE,82,173,22,52,16,1,8,29,23,44,0,0,.301,.393,.543,.936,201,4,0,1,5,1.23,25,94,3,.361,.243,21.62,.523,.114,.219
Michael Brantley,LF,CLE,137,529,68,164,45,0,15,84,60,51,15,1,.310,.379,.480,.859,596,2,0,5,14,1.04,60,254,8,.318,.170,35.27,1.176,.101,.086
Francisco Lindor,SS,CLE,99,390,50,122,22,4,12,51,27,69,12,2,.313,.353,.482,.835,438,1,13,7,12,1.31,38,188,0,.348,.169,32.50,.391,.062,.158
Jason Kipnis,2B,CLE,141,565,86,171,43,7,9,52,57,107,12,8,.303,.372,.451,.823,641,9,4,6,5,1.34,59,255,6,.356,.149,62.78,.533,.089,.167
David Murphy,DH,CLE,84,206,22,61,12,1,5,27,16,29,0,1,.296,.344,.437,.781,229,1,1,4,4,1.09,18,90,1,.318,.141,41.20,.552,.070,.127
Abraham Almonte,CF,CLE,51,178,30,47,9,5,5,20,16,33,6,0,.264,.321,.455,.776,196,0,0,2,4,1.56,19,81,0,.296,.191,35.60,.485,.082,.168
Carlos Santana,1B,CLE,154,550,72,127,29,2,19,85,108,122,11,3,.231,.357,.395,.752,666,3,0,5,20,1.05,50,217,8,.261,.164,28.95,.885,.162,.183
Roberto Perez,C,CLE,70,184,30,42,9,1,7,21,33,64,0,0,.228,.348,.402,.750,226,2,5,2,9,1.93,17,74,1,.304,.174,26.29,.516,.146,.283
Jesus Aguilar,X,CLE,7,19,0,6,1,0,0,2,0,7,0,0,.316,.350,.368,.718,20,1,0,0,0,0.50,1,7,0,.500,.053,-.--,.---,.000,.350
Brandon Moss,RF,CLE,94,337,36,73,17,1,15,50,32,106,0,0,.217,.288,.407,.695,375,3,0,3,9,0.56,33,137,2,.265,.190,22.47,.302,.085,.283
