PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Emmanuel Burriss,X,WSH,5,3,2,2,0,0,0,0,2,0,0,0,.667,.800,.667,1.467,5,0,0,0,0,1.00,0,2,0,.667,.000,-.--,.---,.400,.000
Bryce Harper,RF,WSH,153,521,118,172,38,1,42,99,124,131,6,4,.330,.460,.649,1.109,654,5,0,4,15,1.04,81,338,15,.369,.319,12.40,.947,.190,.200
Sammy Solis,P,WSH,18,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,2,0,0,0,0,1.00,0,1,0,.500,.000,-.--,.---,.000,.000
Matthew den Dekker,LF,WSH,55,99,12,25,6,1,5,12,9,20,0,1,.253,.315,.485,.800,110,0,2,0,0,1.15,12,48,0,.270,.232,19.80,.450,.082,.182
Denard Span,CF,WSH,61,246,38,74,17,0,5,22,25,26,11,0,.301,.365,.431,.796,275,1,1,2,5,1.22,22,106,0,.318,.130,49.20,.962,.091,.095
Yunel Escobar,3B,WSH,139,535,75,168,25,1,9,56,45,70,2,2,.314,.375,.415,.790,591,8,1,2,24,1.70,35,222,0,.347,.101,59.44,.643,.076,.118
Clint Robinson,1B,WSH,126,309,44,84,15,1,10,34,37,52,0,0,.272,.358,.424,.782,352,5,0,1,6,1.10,26,131,4,.298,.152,30.90,.712,.105,.148
Ryan Zimmerman,1B,WSH,95,346,43,86,25,1,16,73,33,79,1,0,.249,.308,.465,.773,390,1,0,10,13,1.30,42,161,0,.268,.217,21.62,.418,.085,.203
Pedro Severino,C,WSH,2,4,1,1,1,0,0,0,0,1,0,0,.250,.250,.500,.750,4,0,0,0,0,1.00,1,2,0,.333,.250,-.--,.---,.000,.250
Danny Espinosa,2B,WSH,118,367,59,88,21,1,13,37,33,106,5,2,.240,.311,.409,.720,412,6,3,3,6,1.18,35,150,5,.299,.169,28.23,.311,.080,.257
Anthony Rendon,2B,WSH,80,311,43,82,16,0,5,25,36,70,1,2,.264,.344,.363,.707,355,4,0,4,8,0.87,21,113,0,.321,.100,62.20,.514,.101,.197
Jayson Werth,LF,WSH,88,331,51,73,16,1,12,42,38,84,0,1,.221,.302,.384,.686,378,3,0,6,8,0.70,29,127,0,.253,.163,27.58,.452,.101,.222
Ian Desmond,SS,WSH,156,583,69,136,27,2,19,62,45,187,13,5,.233,.290,.384,.674,641,3,6,4,9,1.43,48,224,0,.307,.151,30.68,.241,.070,.292
Taylor Jordan,P,WSH,4,6,0,2,0,0,0,0,0,2,0,0,.333,.333,.333,.666,6,0,0,0,0,1.00,0,2,0,.500,.000,-.--,.---,.000,.333
Michael A. Taylor,CF,WSH,138,472,49,108,15,2,14,63,35,158,16,3,.229,.282,.358,.640,511,1,1,2,5,1.13,31,169,9,.311,.129,33.71,.222,.068,.309
Trea Turner,2B,WSH,27,40,5,9,1,0,1,1,4,12,2,2,.225,.295,.325,.620,44,0,0,0,0,1.71,2,13,0,.296,.100,40.00,.333,.091,.273
Wilson Ramos,C,WSH,128,475,41,109,16,0,15,68,21,101,0,0,.229,.258,.358,.616,504,0,0,8,16,1.90,31,170,2,.256,.128,31.67,.208,.042,.200
Tyler Moore,X,WSH,97,187,14,38,12,0,6,27,11,45,0,0,.203,.250,.364,.614,200,1,0,1,2,0.84,18,68,2,.234,.160,31.17,.244,.055,.225
Dan Uggla,X,WSH,67,120,12,22,4,2,2,16,19,40,0,1,.183,.298,.300,.598,141,1,0,1,3,0.79,8,36,0,.253,.117,60.00,.475,.135,.284
Jose Lobaton,C,WSH,44,136,11,27,4,0,3,20,15,40,0,0,.199,.279,.294,.573,155,1,1,2,5,1.12,7,40,1,.253,.096,45.33,.375,.097,.258
Doug Fister,P,WSH,29,31,2,7,1,0,0,0,2,15,0,0,.226,.273,.258,.531,39,0,6,0,0,2.00,1,8,0,.438,.032,-.--,.133,.051,.385
Reed Johnson,X,WSH,17,22,0,5,1,0,0,3,0,6,0,0,.227,.250,.273,.523,24,1,0,1,1,1.00,1,6,0,.294,.045,-.--,.---,.000,.250
Max Scherzer,P,WSH,34,69,4,15,0,0,0,0,2,23,0,0,.217,.239,.217,.456,77,0,6,0,0,8.25,0,15,0,.326,.000,-.--,.087,.026,.299
