PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Keith Hessler,P,AZ,18,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,1,0,0,0,0,-.--,0,1,0,1.000,.000,-.--,.---,.000,.000
Peter O'Brien,X,AZ,8,10,1,4,1,0,1,3,2,5,0,0,.400,.500,.800,1.300,12,0,0,0,0,1.00,2,8,0,.750,.400,10.00,.400,.167,.417
Paul Goldschmidt,1B,AZ,159,567,103,182,38,2,33,110,118,151,21,5,.321,.435,.570,1.005,695,2,0,7,16,0.99,73,323,29,.382,.249,17.18,.781,.170,.217
Phil Gosselin,2B,AZ,24,66,17,20,5,1,3,13,7,11,0,1,.303,.382,.545,.927,76,2,0,1,2,1.40,9,36,0,.321,.242,22.00,.636,.092,.145
David Peralta,LF,AZ,149,462,61,144,26,10,17,78,44,107,9,4,.312,.371,.522,.893,517,4,0,7,7,1.69,53,241,2,.368,.210,27.18,.411,.085,.207
AJ Pollock,CF,AZ,157,609,111,192,39,6,20,76,53,89,39,7,.315,.367,.498,.865,673,2,0,9,19,1.25,65,303,0,.338,.182,30.45,.596,.079,.132
Jamie Romak,X,AZ,12,15,2,5,2,0,0,1,1,6,0,0,.333,.375,.467,.842,16,0,0,0,0,0.33,2,7,0,.556,.133,-.--,.167,.063,.375
Welington Castillo,C,AZ,80,274,34,70,13,1,17,50,21,75,0,0,.255,.317,.496,.813,303,5,0,3,10,1.06,31,136,0,.286,.241,16.12,.280,.069,.248
Jarrod Saltalamacchia,C,AZ,70,171,23,43,14,0,8,23,19,57,0,0,.251,.332,.474,.806,194,2,1,1,3,0.78,22,81,0,.327,.222,21.38,.333,.098,.294
Mark Trumbo,RF,AZ,46,174,23,45,10,3,9,23,10,39,0,0,.259,.299,.506,.805,184,0,0,0,4,0.84,22,88,0,.286,.247,19.33,.256,.054,.212
Socrates Brito,X,AZ,18,33,5,10,3,1,0,1,1,7,1,0,.303,.324,.455,.779,34,0,0,0,0,1.29,4,15,0,.385,.152,-.--,.143,.029,.206
Ender Inciarte,RF,AZ,132,524,73,159,27,5,6,45,26,58,21,10,.303,.338,.408,.746,561,4,2,5,8,1.45,38,214,0,.329,.105,87.33,.448,.046,.103
Jake Lamb,3B,AZ,107,350,38,92,15,5,6,34,36,97,3,2,.263,.331,.386,.717,390,1,0,3,5,1.10,26,135,3,.344,.123,58.33,.371,.092,.249
Yasmany Tomas,RF,AZ,118,406,40,111,19,3,9,48,17,110,5,2,.273,.305,.401,.706,426,2,0,1,16,1.78,31,163,0,.354,.128,45.11,.155,.040,.258
Jordan Pacheco,C,AZ,29,66,8,16,0,0,2,8,9,14,1,0,.242,.333,.333,.666,78,1,0,2,6,1.38,2,22,0,.269,.091,33.00,.643,.115,.179
Aaron Hill,2B,AZ,116,313,32,72,18,0,6,39,31,54,7,2,.230,.295,.345,.640,353,1,0,8,9,0.84,24,108,0,.253,.115,52.17,.574,.088,.153
Nick Ahmed,SS,AZ,134,421,49,95,17,6,9,34,29,81,4,5,.226,.275,.359,.634,459,1,5,3,4,1.02,32,151,1,.257,.133,46.78,.358,.063,.176
Brandon Drury,3B,AZ,20,56,3,12,3,0,2,8,2,8,0,0,.214,.254,.375,.629,59,1,0,0,5,2.00,5,21,0,.217,.161,28.00,.250,.034,.136
Cliff Pennington,SS,AZ,72,135,15,32,3,0,1,10,16,29,3,0,.237,.314,.281,.595,157,0,4,2,4,1.16,4,38,2,.290,.044,135.00,.552,.102,.185
Chris Owings,2B,AZ,147,515,59,117,27,5,4,43,26,144,16,4,.227,.264,.322,.586,552,1,7,3,9,0.87,36,166,3,.305,.095,128.75,.181,.047,.261
Tuffy Gosewisch,C,AZ,38,128,9,27,6,0,1,13,8,23,2,1,.211,.261,.281,.542,138,1,0,1,2,1.19,7,36,0,.248,.070,128.00,.348,.058,.167
Jeremy Hellickson,P,AZ,29,41,3,9,0,0,0,7,2,14,0,0,.220,.283,.220,.503,49,2,3,1,0,1.75,0,9,0,.321,.000,-.--,.143,.041,.286
Josh Collmenter,P,AZ,44,27,2,5,0,0,0,1,3,9,0,0,.185,.267,.185,.452,32,0,2,0,1,6.50,0,5,0,.278,.000,-.--,.333,.094,.281
Oscar Hernandez,C,AZ,18,31,4,5,1,0,0,1,3,15,0,0,.161,.257,.194,.451,36,1,1,0,0,3.00,1,6,0,.313,.032,-.--,.200,.083,.417
Danny Dorn,X,AZ,23,30,0,5,1,0,0,3,2,10,0,0,.167,.219,.200,.419,32,0,0,0,1,1.50,1,6,0,.250,.033,-.--,.200,.063,.313
Patrick Corbin,P,AZ,16,25,1,3,0,0,0,3,3,11,0,0,.120,.214,.120,.334,29,0,1,0,1,5.00,0,3,0,.214,.000,-.--,.273,.103,.379
