PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Zack Collins,C,CLE,2,4,0,2,0,0,0,0,2,2,0,0,.500,.667,.500,1.167,6,0,0,0,0,-.--,0,2,0,1.000,.000,-.--,1.000,.333,.333
Josh Naylor,1B,CLE,121,452,52,139,31,0,17,97,33,68,10,3,.308,.354,.489,.843,495,3,0,7,11,0.98,48,221,9,.326,.181,26.59,.485,.067,.137
Jose Ramirez,3B,CLE,156,611,87,172,36,5,24,80,73,73,28,6,.282,.356,.475,.831,691,1,0,6,8,0.59,65,290,22,.285,.193,25.46,1.000,.106,.106
Bo Naylor,C,CLE,67,198,33,47,13,0,11,32,30,53,5,0,.237,.339,.470,.809,230,1,0,1,2,0.55,24,93,1,.267,.232,18.00,.566,.130,.230
David Fry,C,CLE,58,101,12,24,6,0,4,15,8,30,2,0,.238,.319,.416,.735,113,4,0,0,3,0.81,10,42,0,.299,.178,25.25,.267,.071,.265
Ramon Laureano,RF,CLE,41,136,22,33,8,1,3,14,16,41,4,1,.243,.342,.382,.724,158,5,0,1,4,0.91,12,52,0,.323,.140,45.33,.390,.101,.259
Andres Gimenez,2B,CLE,153,557,76,140,27,5,15,62,32,112,30,6,.251,.314,.399,.713,616,20,4,3,10,1.07,47,222,3,.289,.147,37.13,.286,.052,.182
Steven Kwan,LF,CLE,158,638,93,171,36,7,5,54,70,75,21,3,.268,.340,.370,.710,718,3,1,6,9,0.98,48,236,2,.294,.102,127.60,.933,.097,.104
Tyler Freeman,X,CLE,64,153,20,37,7,0,4,18,10,30,5,0,.242,.295,.366,.661,168,2,2,1,3,1.34,11,56,0,.275,.124,38.25,.333,.060,.179
Kole Calhoun,1B,CLE,43,157,18,34,7,0,6,25,13,37,0,1,.217,.282,.376,.658,174,2,0,2,3,0.66,13,59,0,.241,.159,26.17,.351,.075,.213
Will Brennan,RF,CLE,138,432,41,115,24,0,5,41,16,57,13,5,.266,.299,.356,.655,455,5,0,2,4,1.05,29,154,2,.296,.090,86.40,.281,.035,.125
Gabriel Arias,SS,CLE,122,315,36,66,15,0,10,26,28,113,3,4,.210,.275,.352,.627,345,1,0,1,9,1.54,25,111,0,.290,.143,31.50,.248,.081,.328
Brayan Rocchio,SS,CLE,23,81,9,20,6,0,0,8,4,27,0,0,.247,.279,.321,.600,86,0,0,1,4,2.50,6,26,0,.364,.074,-.--,.148,.047,.314
Myles Straw,CF,CLE,147,462,52,110,18,3,1,29,42,97,20,6,.238,.301,.297,.598,518,2,6,6,10,0.96,22,137,0,.295,.058,462.00,.433,.081,.187
Jose Tena,SS,CLE,18,31,2,7,2,0,0,3,3,13,0,0,.226,.294,.290,.584,34,0,0,0,0,0.83,2,9,0,.389,.065,-.--,.231,.088,.382
Mike Zunino,C,CLE,42,124,11,22,7,0,3,11,15,61,0,0,.177,.271,.306,.577,140,1,0,0,3,0.95,10,38,0,.317,.129,41.33,.246,.107,.436
Oscar Gonzalez,RF,CLE,54,173,15,37,7,2,2,12,5,46,0,0,.214,.239,.312,.551,180,1,0,1,2,1.07,11,54,0,.278,.098,86.50,.109,.028,.256
Eric Haase,C,CLE,3,10,0,2,0,0,0,0,1,3,1,0,.200,.273,.200,.473,11,0,0,0,1,1.50,0,2,0,.286,.000,-.--,.333,.091,.273
Cam Gallagher,C,CLE,56,143,6,18,6,0,0,7,4,46,0,0,.126,.154,.168,.322,149,1,0,1,3,0.82,6,24,0,.184,.042,-.--,.087,.027,.309
Meibrys Viloria,C,CLE,10,3,0,0,0,0,0,0,1,0,0,0,.000,.250,.000,.250,4,0,0,0,1,3.00,0,0,0,.000,.000,-.--,.---,.250,.000
