PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Aaron Judge,RF,NYY,106,367,79,98,16,0,37,75,88,130,3,1,.267,.406,.613,1.019,458,0,0,3,5,0.61,53,225,9,.300,.346,9.92,.677,.192,.284
Jasson Dominguez,CF,NYY,8,31,6,8,1,0,4,7,2,8,1,0,.258,.303,.677,.980,33,0,0,0,1,2.00,5,21,0,.211,.419,7.75,.250,.061,.242
Greg Allen,X,NYY,22,23,6,5,1,1,1,1,2,10,3,1,.217,.333,.478,.811,28,2,1,0,0,1.25,3,11,0,.333,.261,23.00,.200,.071,.357
Gleyber Torres,2B,NYY,158,596,90,163,28,2,25,68,67,98,13,6,.273,.347,.453,.800,672,3,0,6,19,0.75,55,270,0,.288,.180,23.84,.684,.100,.146
Austin Wells,C,NYY,19,70,8,16,6,0,4,13,3,14,0,0,.229,.257,.486,.743,75,0,0,1,3,1.28,10,34,0,.226,.257,17.50,.214,.040,.187
Billy McKinney,LF,NYY,48,128,19,29,3,1,6,14,17,39,1,0,.227,.320,.406,.726,147,1,0,1,1,0.97,10,52,1,.274,.180,21.33,.436,.116,.265
DJ LeMahieu,3B,NYY,136,497,55,121,22,3,15,44,60,125,2,2,.243,.327,.390,.717,562,3,0,2,14,1.84,40,194,2,.295,.147,33.13,.480,.107,.222
Willie Calhoun,DH,NYY,44,134,16,32,7,0,5,16,14,20,0,0,.239,.309,.403,.712,149,0,0,1,2,0.69,12,54,1,.245,.164,26.80,.700,.094,.134
Anthony Rizzo,1B,NYY,99,373,45,91,14,0,12,41,35,97,0,3,.244,.328,.378,.706,421,12,0,1,10,0.68,26,141,1,.298,.134,31.08,.361,.083,.230
Giancarlo Stanton,DH,NYY,101,371,43,71,13,0,24,60,41,124,0,0,.191,.275,.420,.695,415,2,0,1,11,0.99,37,156,3,.210,.229,15.46,.331,.099,.299
Jake Bauers,RF,NYY,84,242,28,49,15,0,12,30,27,95,3,2,.202,.279,.413,.692,272,0,0,3,3,0.91,27,100,0,.268,.211,20.17,.284,.099,.349
Franchy Cordero,RF,NYY,24,69,9,13,2,0,6,13,2,25,0,0,.188,.211,.478,.689,71,0,0,0,0,2.10,8,33,0,.184,.290,11.50,.080,.028,.352
Kyle Higashioka,C,NYY,92,242,24,57,13,0,10,34,14,74,0,0,.236,.274,.413,.687,260,0,1,3,5,0.83,23,100,0,.292,.178,24.20,.189,.054,.285
Anthony Volpe,SS,NYY,159,541,62,113,23,4,21,60,52,167,24,5,.209,.283,.383,.666,601,5,1,2,10,0.94,48,207,0,.259,.174,25.76,.311,.087,.278
Josh Donaldson,3B,NYY,34,106,13,15,1,0,10,15,12,32,0,0,.142,.225,.434,.659,120,0,0,2,2,1.18,11,46,0,.076,.292,10.60,.375,.100,.267
Isiah Kiner-Falefa,CF,NYY,115,326,39,79,12,1,6,37,28,70,14,5,.242,.306,.340,.646,361,3,1,3,12,1.18,19,111,0,.289,.098,54.33,.400,.078,.194
Harrison Bader,CF,NYY,84,288,40,69,11,2,7,37,14,56,17,2,.240,.278,.365,.643,310,3,1,4,6,0.58,20,105,0,.271,.125,41.14,.250,.045,.181
Estevan Florial,CF,NYY,19,61,5,14,3,1,0,8,7,20,3,0,.230,.324,.311,.635,71,2,0,1,0,1.15,4,19,0,.333,.082,-.--,.350,.099,.282
Oswaldo Cabrera,LF,NYY,115,298,35,63,11,0,5,29,25,72,8,0,.211,.275,.299,.574,330,2,3,2,6,1.05,16,89,1,.260,.087,59.60,.347,.076,.218
Jose Trevino,C,NYY,55,157,15,33,4,0,4,15,8,22,0,0,.210,.257,.312,.569,168,2,1,0,6,1.40,8,49,0,.221,.102,39.25,.364,.048,.131
Oswald Peraza,3B,NYY,52,173,15,33,8,0,2,14,13,50,4,3,.191,.267,.272,.539,191,5,0,0,1,1.09,10,47,0,.256,.081,86.50,.260,.068,.262
Aaron Hicks,LF,NYY,28,69,9,13,2,0,1,5,7,20,0,0,.188,.263,.261,.524,76,0,0,0,0,1.25,3,18,0,.250,.072,69.00,.350,.092,.263
Ben Rortvedt,C,NYY,32,68,6,8,1,0,2,4,11,19,0,0,.118,.241,.221,.462,79,0,0,0,1,0.71,3,15,0,.128,.103,34.00,.579,.139,.241
Everson Pereira,LF,NYY,27,93,6,14,4,0,0,10,8,40,4,0,.151,.233,.194,.427,103,2,0,0,1,1.05,4,18,0,.264,.043,-.--,.200,.078,.388
