PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Seby Zavala,C,AZ,7,14,2,5,1,0,0,2,2,2,0,0,.357,.471,.429,.900,17,1,0,0,0,0.75,1,6,0,.417,.071,-.--,1.000,.118,.118
Corbin Carroll,LF,AZ,155,565,116,161,30,10,25,76,57,125,54,5,.285,.362,.506,.868,645,13,6,4,7,1.01,65,286,1,.325,.221,22.60,.456,.088,.194
Ketel Marte,2B,AZ,150,569,94,157,26,9,25,82,71,109,8,2,.276,.358,.485,.843,650,5,0,5,16,1.01,60,276,2,.300,.209,22.76,.651,.109,.168
Christian Walker,1B,AZ,157,582,86,150,36,2,33,103,62,127,11,0,.258,.333,.497,.830,661,8,0,8,13,0.77,71,289,3,.272,.239,17.64,.488,.094,.192
Dominic Fletcher,CF,AZ,28,93,10,28,5,1,2,14,7,22,0,2,.301,.350,.441,.791,102,0,2,0,0,1.14,8,41,1,.377,.140,46.50,.318,.069,.216
Lourdes Gurriel,LF,AZ,145,551,65,144,35,2,24,82,33,103,5,0,.261,.309,.463,.772,592,6,0,2,20,1.05,61,255,1,.282,.201,22.96,.320,.056,.174
Gabriel Moreno,C,AZ,111,341,33,97,19,1,7,50,29,75,6,2,.284,.339,.408,.747,380,3,0,7,17,1.67,27,139,0,.338,.123,48.71,.387,.076,.197
Tommy Pham,DH,AZ,50,195,26,47,12,2,6,32,18,50,11,2,.241,.304,.415,.719,217,1,0,3,9,1.81,20,81,0,.289,.174,32.50,.360,.083,.230
Evan Longoria,3B,AZ,74,211,25,47,9,0,11,28,23,73,0,0,.223,.295,.422,.717,237,0,0,3,8,0.88,20,89,0,.277,.199,19.18,.315,.097,.308
Geraldo Perdomo,SS,AZ,144,407,71,100,20,4,6,47,64,86,16,4,.246,.353,.359,.712,495,6,14,4,2,0.78,30,146,1,.295,.113,67.83,.744,.129,.174
Emmanuel Rivera,3B,AZ,86,257,32,67,13,0,4,29,22,56,1,0,.261,.314,.358,.672,283,0,0,4,9,0.86,17,92,0,.313,.097,64.25,.393,.078,.198
Dominic Canzone,DH,AZ,15,38,4,9,2,0,1,8,2,8,0,0,.237,.293,.368,.661,41,1,0,0,1,0.91,3,14,0,.276,.132,38.00,.250,.049,.195
Alek Thomas,CF,AZ,125,374,51,86,17,5,9,39,19,86,9,1,.230,.273,.374,.647,402,4,2,3,5,1.59,31,140,1,.273,.144,41.56,.221,.047,.214
Jake McCarthy,RF,AZ,99,276,37,67,7,5,2,16,26,62,26,4,.243,.318,.326,.644,312,5,4,1,4,1.41,14,90,0,.305,.083,138.00,.419,.083,.199
Pavin Smith,DH,AZ,69,191,26,36,5,0,7,30,35,45,1,1,.188,.317,.325,.642,228,1,0,0,3,0.80,12,62,0,.209,.136,27.29,.778,.154,.197
Josh Rojas,3B,AZ,59,189,23,43,13,0,0,26,18,51,6,0,.228,.292,.296,.588,216,1,2,4,2,0.91,13,56,0,.303,.069,-.--,.353,.083,.236
Carson Kelly,C,AZ,33,84,6,19,3,0,1,6,7,23,1,0,.226,.283,.298,.581,92,0,0,1,2,1.39,4,25,0,.295,.071,84.00,.304,.076,.250
Nick Ahmed,SS,AZ,72,198,14,42,10,1,2,17,12,52,5,1,.212,.257,.303,.560,210,0,0,0,0,0.79,13,60,0,.278,.091,99.00,.231,.057,.248
Jose Herrera,C,AZ,43,101,15,21,5,0,0,7,13,30,1,0,.208,.296,.257,.553,120,0,5,1,2,1.24,5,26,0,.292,.050,-.--,.433,.108,.250
Jace Peterson,3B,AZ,41,93,5,17,3,2,0,9,11,24,4,1,.183,.276,.258,.534,106,1,1,0,1,0.89,5,24,1,.246,.075,-.--,.458,.104,.226
Buddy Kennedy,3B,AZ,10,24,1,4,1,0,0,1,4,6,0,0,.167,.310,.208,.518,29,1,0,0,0,0.56,1,5,0,.222,.042,-.--,.667,.138,.207
Kyle Lewis,DH,AZ,16,51,2,8,2,0,1,2,3,21,0,0,.157,.204,.255,.459,54,0,0,0,0,0.57,3,13,0,.241,.098,51.00,.143,.056,.389
Jordan Lawlar,SS,AZ,14,31,2,4,0,0,0,0,2,11,1,1,.129,.206,.129,.335,34,1,0,0,0,1.00,0,4,0,.200,.000,-.--,.182,.059,.324
Diego Castillo,X,AZ,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,1,0,0,0,0,0.00,0,0,0,.000,.000,-.--,.---,.000,.000
