PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Jeter Downs,SS,WSH,6,5,4,2,0,0,0,1,4,1,2,0,.400,.667,.400,1.067,6,5,4,2,0,0,0,1,4,1,2,0,.400,.667,.400
Drew Millas,C,WSH,11,28,1,8,2,0,1,6,4,5,0,0,.286,.375,.464,.839,WSH,11,28,1,8,2,0,1,6,4,5,0,0,.286,.375
Riley Adams,C,WSH,44,143,8,39,13,2,4,21,11,45,0,0,.273,.331,.476,.807,.839,WSH,44,143,8,39,13,2,4,21,11,45,0,0,.273
Stone Garrett,LF,WSH,89,234,40,63,17,0,9,40,26,82,3,1,.269,.343,.457,.800,.476,.807,WSH,89,234,40,63,17,0,9,40,26,82,3,1
Lane Thomas,RF,WSH,157,628,101,168,36,3,28,86,36,176,20,5,.268,.315,.468,.783,.343,.457,.800,WSH,157,628,101,168,36,3,28,86,36,176,20
Victor Robles,CF,WSH,36,107,15,32,5,1,0,8,11,18,8,1,.299,.385,.364,.749,.268,.315,.468,.783,WSH,36,107,15,32,5,1,0,8,11,18
Joey Meneses,DH,WSH,154,611,71,168,36,1,13,89,38,130,0,0,.275,.321,.401,.722,1,.299,.385,.364,.749,WSH,154,611,71,168,36,1,13,89,38
Keibert Ruiz,C,WSH,136,523,55,136,24,0,18,67,31,58,1,1,.260,.308,.409,.717,0,0,.275,.321,.401,.722,WSH,136,523,55,136,24,0,18,67
CJ Abrams,SS,WSH,151,563,83,138,28,6,18,64,32,118,47,4,.245,.300,.412,.712,58,1,1,.260,.308,.409,.717,WSH,151,563,83,138,28,6,18
Dominic Smith,1B,WSH,153,527,57,134,21,1,12,46,47,91,1,1,.254,.326,.366,.692,32,118,47,4,.245,.300,.412,.712,WSH,153,527,57,134,21,1
Luis Garcia,2B,WSH,122,447,61,119,18,4,9,50,27,60,9,4,.266,.304,.385,.689,46,47,91,1,1,.254,.326,.366,.692,WSH,122,447,61,119,18
Ildemaro Vargas,3B,WSH,86,262,32,66,13,2,4,31,19,20,1,1,.252,.304,.363,.667,9,50,27,60,9,4,.266,.304,.385,.689,WSH,86,262,32,66
Jacob Young,CF,WSH,33,107,9,27,7,1,0,12,10,22,13,0,.252,.322,.336,.658,2,4,31,19,20,1,1,.252,.304,.363,.667,WSH,33,107,9
Corey Dickerson,LF,WSH,50,144,12,36,7,1,2,17,7,28,0,1,.250,.283,.354,.637,7,1,0,12,10,22,13,0,.252,.322,.336,.658,WSH,50,144
Carter Kieboom,3B,WSH,27,87,12,18,2,0,4,11,6,27,0,0,.207,.266,.368,.634,36,7,1,2,17,7,28,0,1,.250,.283,.354,.637,WSH,27
Michael Chavis,X,WSH,48,91,16,22,3,0,2,5,5,33,1,0,.242,.281,.341,.622,12,18,2,0,4,11,6,27,0,0,.207,.266,.368,.634,WSH
Alex Call,CF,WSH,128,375,43,75,14,1,8,38,53,78,9,8,.200,.307,.307,.614,91,16,22,3,0,2,5,5,33,1,0,.242,.281,.341,.622
Jake Alu,LF,WSH,51,159,14,36,2,1,2,16,10,42,5,1,.226,.282,.289,.571,128,375,43,75,14,1,8,38,53,78,9,8,.200,.307,.307
Travis Blankenhorn,LF,WSH,10,31,2,5,0,0,1,1,6,6,0,0,.161,.297,.258,.555,WSH,51,159,14,36,2,1,2,16,10,42,5,1,.226,.282
Derek Hill,CF,WSH,13,47,3,8,1,0,0,1,3,11,1,0,.170,.220,.191,.411,.571,WSH,10,31,2,5,0,0,1,1,6,6,0,0,.161
Blake Rutherford,LF,WSH,16,35,4,6,0,0,0,2,1,10,0,0,.171,.194,.171,.365,.258,.555,WSH,13,47,3,8,1,0,0,1,3,11,1,0
